备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
津备2024005646,腹膜透析液(乳酸盐),国药准字H20043679,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
黑备2024000683,氯化钠注射液,国药准字H23020502,黑龙江博宇制药有限公司,黑龙江省庆安县东城区,"河南科伦药业有限公司,黑龙江博宇制药有限公司","河南省安阳市汤阴县产业集聚区工纵三街北段,黑龙江省庆安县东城区",变更氯化钠注射液生产工艺，将浓配溶解工艺由“煮沸20分钟后，冷却至30～35℃，循环20分钟” 变更为“50℃以上搅拌15-20分钟”。,黑龙江省药品监督管理局,2024-02-05,已备案,详情
津备2024005612,盐酸布桂嗪注射液,国药准字H12020966,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005567,氯碘羟喹乳膏,国药准字H10940104,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005616,依地酸钙钠注射液,国药准字H12020890,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005462,盐酸肾上腺素注射液,国药准字H12020526,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005607,盐酸法舒地尔注射液,国药准字H20143130,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
琼备2024004405,普伐他汀钠片,国药准字H20234727,海南日中天制药有限公司,海南洋浦经济开发区科技城生物制药园4号厂房,海南日中天制药有限公司,海南洋浦经济开发区科技城生物制药园4号、5号厂房,在说明书和标签上使用“通过一致性评价”标识。,海南省药品监督管理局,2024-02-05,已备案,详情
陕备2024003714,附子理中丸,国药准字Z61020377,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,将该药品生产地址由“西安经济技术开发区明光路41号”变更为“陕西省西咸新区沣西新城沣润西路2772号”。恢复生产时，按照《药品上市后变更管理办法（试行）》及相关技术指导原则的要求，完成相关研究、评估和必要的验证后进行备案。,陕西省药品监督管理局,2024-02-05,已备案,详情
苏备2024004347,硫酸镁注射液,国药准字H32024452,江苏华阳制药有限公司,江苏省泗阳县长江路21号,江苏华阳制药有限公司,江苏省泗阳县长江路21号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本品原料药硫酸镁的供应商在“河北佰斯特药业有限公司”的基础上增加“河北邢台冶金镁业有限公司”，本品内包材中硼硅玻璃安瓿的供应商在“山东力诺特种玻璃股份有限公司”的基础上增加“濮阳市鲁蒙玻璃制品有限公司”。,江苏省药品监督管理局,2024-02-05,已备案,详情
津备2024005562,盐酸甲氧氯普胺注射液,国药准字H12020967,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005520,溴芬酸钠滴眼液,国药准字H20213053,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药永光（河北）制药有限公司,河北省三河市燕郊高新区燕昌路228号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药永光（河北）制药有限公司;生产企业地址由天津开发区黄海路221号变更为河北省三河市燕郊高新区燕昌路228号,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005537,醋酸氟轻松乳膏,国药准字H12020737,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
川备2024003555,平衡盐溶液（供灌注用）,国药准字H20234378,成都青山利康药业股份有限公司,成都高新区高朋大道14号,成都青山利康药业股份有限公司,成都市双流区西航港空港五路2888号,按照国家药监局发布的《关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号）和《关于“通过一致性评价”标识使用有关事宜的说明》的相关要求，进行说明书、标签备案，在说明书和标签中增加“一致性评价”标识。,四川省药品监督管理局,2024-02-05,已备案,详情
Y苏备2024004353,瑞格列奈,Y20190007915,无,无,江苏豪森药业集团有限公司,连云港经济技术开发区大浦工业区开泰路,根据《已上市化学药品药学变更研究技术指导原则（试行）》，变更原料药（瑞格列奈）缩合工序后处理使用的层析柱。,江苏省药品监督管理局,2024-02-05,已备案,详情
黑备2024000686,葡萄糖注射液,国药准字H23020223,黑龙江博宇制药有限公司,黑龙江省庆安县东城区,"河南科伦药业有限公司,黑龙江博宇制药有限公司","河南省安阳市汤阴县产业集聚区工纵三街北段,黑龙江省庆安县东城区",变更葡萄糖注射液生产工艺，将浓配溶解工艺由“煮沸20分钟后，冷却至40～45℃，循环20分钟” 变更为“50℃以上搅拌15-20分钟”。,黑龙江省药品监督管理局,2024-02-05,已备案,详情
津备2024005518,葡萄糖氯化钙注射液,国药准字H12021238,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005591,注射用盐酸地尔硫卓,国药准字H20083029,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
陕备2024003707,复方丹参片,国药准字Z61021263,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,将该药品生产地址由“西安经济技术开发区明光路41号”变更为“陕西省西咸新区沣西新城沣润西路2772号”。恢复生产时，按照《药品上市后变更管理办法（试行）》及相关技术指导原则的要求，完成相关研究、评估和必要的验证后进行备案。,陕西省药品监督管理局,2024-02-05,已备案,详情
陕备2024003469,牛黄解毒片,国药准字Z61020379,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,将该药品生产地址由“西安经济技术开发区明光路41号”变更为“陕西省西咸新区沣西新城沣润西路2772号”。恢复生产时，按照《药品上市后变更管理办法（试行）》及相关技术指导原则的要求，完成相关研究、评估和必要的验证后进行备案。,陕西省药品监督管理局,2024-02-05,已备案,详情
陕备2024003716,除脂生发片,国药准字Z20055509,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,将该药品生产地址由“西安经济技术开发区明光路41号”变更为“陕西省西咸新区沣西新城沣润西路2772号”。恢复生产时，按照《药品上市后变更管理办法（试行）》及相关技术指导原则的要求，完成相关研究、评估和必要的验证后进行备案。,陕西省药品监督管理局,2024-02-05,已备案,详情
津备2024005663,酚磺乙胺注射液,国药准字H12020608,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
黑备2024000687,葡萄糖注射液,国药准字H23020219,黑龙江博宇制药有限公司,黑龙江省庆安县东城区,"河南科伦药业有限公司,黑龙江博宇制药有限公司","河南省安阳市汤阴县产业集聚区工纵三街北段,黑龙江省庆安县东城区",变更葡萄糖注射液生产工艺，将浓配溶解工艺由“煮沸20分钟后，冷却至40～45℃，循环20分钟” 变更为“50℃以上搅拌15-20分钟”。,黑龙江省药品监督管理局,2024-02-05,已备案,详情
Y苏备2024003429,左奥硝唑,Y20190007653,无,无,南京圣和药业股份有限公司,南京化学工业园赵桥河南路68号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号），将本品执行标准由“《中国药典》2020年版二部，【比旋度】项执行YBH07472009”变更为“《中国药典》2020年版第一增补本，【比旋度】项执行YBH07472009”。,江苏省药品监督管理局,2024-02-05,已备案,详情
苏备2024003755,奥硝唑注射液,国药准字H20040337,南京圣和药业股份有限公司,南京经济技术开发区惠中路9号,南京圣和药业股份有限公司,南京经济技术开发区惠中路9号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号），将本品执行标准由“《中国药典》2020年版二部”变更为“《中国药典》2020年版第一增补本”。,江苏省药品监督管理局,2024-02-05,已备案,详情
Y粤备2024004478,普拉洛芬,Y20210000593,无,无,广东先强药业有限公司,广州市从化经济开发区工业大道6号,本品有效期由原来的“24个月”变更为“36个月”，标签按照相应规定修订。,广东省药品监督管理局,2024-02-05,已备案,详情
浙备2024004858,阿哌沙班片,国药准字H20234647,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,在包装标签上增加“通过一致性评价”标识。,浙江省药品监督管理局,2024-02-05,已备案,详情
鲁备2024004317,注射用奈达铂,（1）50mg：国药准字H20217122（2）100mg：国药准字H20217121,齐鲁制药有限公司,山东省济南市高新区新泺大街317号,齐鲁制药有限公司,山东省济南市高新区旅游路8888号,申请本品两个规格（50mg：国药准字H20217122和100mg：国药准字H20217121）样品有效期由24个月延长至36个月，说明书【有效期】项下内容按照规定修订。,山东省药品监督管理局,2024-02-05,已备案,详情
苏备2024004336,硫酸镁注射液,国药准字H20227165,江苏华阳制药有限公司,江苏省泗阳县长江路21号,江苏华阳制药有限公司,江苏省泗阳县长江路21号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本品原料药硫酸镁的供应商在“河北佰斯特药业有限公司”的基础上增加“河北邢台冶金镁业有限公司”，本品内包材中硼硅玻璃安瓿的供应商在“山东力诺特种玻璃股份有限公司”的基础上增加“濮阳市鲁蒙玻璃制品有限公司”。,江苏省药品监督管理局,2024-02-05,已备案,详情
津备2024005483,维生素C注射液,国药准字H12020392,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005507,硫酸妥布霉素注射液,国药准字H10870016,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005487,硫酸镁注射液,国药准字H20237130,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005553,复方氨林巴比妥注射液,国药准字H12021217,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
津备2024005551,硼酸氧化锌冰片软膏,国药准字H12021190,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平（天津）制药有限公司,天津市药品监督管理局,2024-02-05,已备案,详情
藏备2024004601,七十味珍珠丸,国药准字Z54020081,西藏甘露藏药股份有限公司,西藏拉萨经济技术开发区林琼岗路15号,西藏甘露藏药股份有限公司,西藏拉萨经济技术开发区林琼岗路15号,因于2021年12月30日获批的“说明书”备案批件中执行标准存在漏写“民”字。现将申请完善执行标准的文字内容“原2020年版《中华人共和国药典》一部”修改为“2020年版《中华人民共和国药典》一部”。,西藏自治区药品监督管理局,2024-02-05,已备案,详情
