备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
沪备2024015801,酮康唑乳膏,国药准字H20058393,上海宝龙药业股份有限公司,上海市青浦区天辰路358号,上海宝龙药业股份有限公司,上海市青浦区天辰路358号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-05-07,已备案,详情
滇备2024015752,气血康口服液,国药准字Z53020831,云南白药集团文山七花有限责任公司,云南省文山壮族苗族自治州文山市文山三七产业园区登高片区白药路1号,云南白药集团文山七花有限责任公司,云南省文山壮族苗族自治州文山市文山三七产业园区登高片区白药路1号,1.气血康口服液说明书的【包装】项新增“10毫升/瓶×60瓶/盒”；2.气血康口服液标签的【包装】项新增“10毫升/瓶×60瓶/盒”。,云南省药品监督管理局,2024-05-07,已备案,详情
川备2024015581,元胡止痛片,国药准字Z20020110,四川依科制药有限公司,四川省广汉市中山大道南四段2号,四川依科制药有限公司,四川省广汉市中山大道南四段2号,该品种药品说明书及包装标签中【不良反应】、【禁忌】和【注意事项】根据《国家药监局关于修订元胡止痛制剂说明书的公告（2024年第40号）》公告要求进行修订。,四川省药品监督管理局,2024-05-07,已备案,详情
皖备2024015830,拉莫三嗪分散片,国药准字H20243090,安徽省先锋制药有限公司,合肥高新技术产业开发区红枫路35号,安徽省先锋制药有限公司,合肥高新技术产业开发区红枫路35号,依据原国家食品药品监督管理总局《关于仿制药质量和疗效一致性评价工作有关事项的公告》 (2017年第100号)的相关要求，在该品种的说明书、标签中增加“通过一致性评价标识。,安徽省药品监督管理局,2024-05-07,已备案,详情
鲁备2024015336,阿昔莫司分散片,国药准字H20060318,鲁南贝特制药有限公司,山东省临沂市红旗路209号,鲁南贝特制药有限公司,山东省临沂市银雀山路243号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）和《药品说明书适老化及无障碍改革试点名单（第一批）》，对本品说明书（简化版）进行备案，同时提供电子药品说明书（完整版）。,山东省药品监督管理局,2024-05-07,已备案,详情
赣备2024014847,风湿定胶囊,国药准字Z19993059,江西民康制药有限公司,江西省南昌市新祺周桑海经济开发区,江西民康制药有限公司,江西省南昌市新祺周桑海经济开发区,说明书和标签变更备案。具体变更如下：1、说明书修订日期以备案公示日期为准。 2、说明书和标签的【性状】由“本品为胶囊剂，内容物为棕黑色的粉末；气香，味苦、微咸。”变更为“本品为硬胶囊，内容物为棕黑色的粉末；气香，味苦、微咸。” 3、说明书和标签的【规格】由“每粒装0.3g”变更为“每粒装0.3g（相当于饮片3.44g）”。 4、说明书和标签的【用法用量】由“口服，一次2粒，一日2次，六天为一疗程。”变更为“口服。一次 2 粒，一日 2 次，6 天为一疗程。” 5、说明书和标签的【注意事项】由“尚不明确”变更为“八角枫（八角枫碱）有明显的横纹肌松弛作用，而且动物试验发现有呼吸抑制、心率减慢等作用，请在医生指导下使用，勿过量服用。” 6、药品【执行标准】由“部颁标准中药成方制剂第十二册WS3-B-2298-97”变更为“国家药品监督管理局标准WS3-B-2298-97-23-2022”。,江西省药品监督管理局,2024-05-07,已备案,详情
渝备2024015687,雷贝拉唑钠肠溶片,国药准字H20234448,重庆药友制药有限责任公司,重庆市渝北区人和镇星光大道100号,重庆药友制药有限责任公司,重庆市北碚区京东方大道66号,该产品说明书及包装标签使用“通过一致性评价”标识。,重庆市药品监督管理局,2024-05-07,已备案,详情
甘备2024015367,祖师麻膏药,国药准字Z62020520,甘肃泰康制药有限责任公司,甘肃省武威市凉州区工业园区青啤大道12号,甘肃泰康制药有限责任公司,甘肃省武威市凉州区工业园区青啤大道12号,根据国家药品监督管理局变更药品说明书中安全性等内容《药品补充申请批准通知书》（通知书编号：2024B01430）审批结论，对包装规格为“铝塑复合袋包装，1张×1袋/盒、1张×2袋/盒、1张×6袋/盒、1张×10袋/盒”的祖师麻膏药药品说明书和包装标签上不良反应、禁忌、注意事项进行变更备案。,甘肃省药品监督管理局,2024-05-07,已备案,详情
陕备2024016215,骨愈灵胶囊,国药准字Z20025015,陕西天地人和药业有限公司,陕西省渭南市经济技术开发区兴渭路1号,陕西天地人和药业有限公司,陕西省渭南市经济技术开发区兴渭路1号,"根据《国家药品监督管理局药品补充申请批准通知书》通知书编号：2024B01589变更药品说明书中安全性等内容，变更内容如下：
一、说明书：（1）“【不良反应】尚不明确。”变更为：【不良反应】监测及文献数据显示，本品可见以下不良反应：恶心、呕吐、腹泻、腹部不适、肠胃胀气、皮疹、瘙痒、过敏反应、口干等。（2）“【禁 忌】孕妇禁服。”变更为：【禁 忌】1.孕妇禁服。2.对本品及所含成份过敏者禁用。（3）“【注意事项】尚不明确。”变更为：【注意事项】1.本品性状发生改变时禁止使用。2.请将本品放在儿童不能接触的地方。
二、标签：（1）“【不良反应】尚不明确。”变更为：【不良反应】详见说明书。（2）“【禁 忌】孕妇禁服。”变更为：【禁 忌】详见说明书。（3）“【注意事项】尚不明确。”变更为：【注意事项】详见说明书。",陕西省药品监督管理局,2024-05-07,已备案,详情
Y滇备2024016120,紫杉醇,Y20190009469,无,无,云南汉德生物技术有限公司,昆明市安宁市太平乡妥睦村滇中军民结合产业基地暨太平2.5创智产业园A区生物医药园区内28栋、29栋,天然紫杉醇原料药有效期变更：紫杉醇原料药的有效期由36个月变更为48个月（棕色玻璃瓶包装；双层聚酯/铝/聚乙烯药用复合袋包装；低密度聚乙烯袋+铝塑复合袋包装）,云南省药品监督管理局,2024-05-07,已备案,详情
甘备2024015369,祖师麻膏药,国药准字Z62020521,甘肃泰康制药有限责任公司,甘肃省武威市凉州区工业园区青啤大道12号,甘肃泰康制药有限责任公司,甘肃省武威市凉州区工业园区青啤大道12号,根据国家药品监督管理局变更药品说明书中安全性等内容《药品补充申请批准通知书》（通知书编号：2024B01431）审批结论，对包装规格为“铝塑复合袋包装，1张×1袋/盒、1张×2袋/盒、1张×3袋/盒、1张×5袋/盒、1张×6袋/盒”的祖师麻膏药药品说明书和包装标签上不良反应、禁忌、注意事项进行变更备案。,甘肃省药品监督管理局,2024-05-07,已备案,详情
滇备2024015858,感冒清片,国药准字Z53021642,云南裕丰药业有限公司,云南省楚雄开发区庄甸医药片区,云南裕丰药业有限公司,云南省楚雄开发区庄甸医药片区,感冒清片（100片/瓶×480瓶（盒）/箱）的说明书及包装标签备案：说明书及包装标签上的生产地址由“云南省楚雄经济技术开发区”变更为“云南省楚雄开发区庄甸医药片区”。,云南省药品监督管理局,2024-05-07,已备案,详情
陕备2024016261,清热解毒片,国药准字Z20093182,陕西紫光辰济药业有限公司,陕西省宝鸡市金台区中山西路78号,陕西紫光辰济药业有限公司,陕西省宝鸡市宝平路14公里处,"根据国家药监局关于清喉咽颗粒等3种处方药转换为非处方药的公告（2024年第22号）文件要求，修改药品说明书和标签，其内容为：
1、【不良反应】监测数据显示，本品可见以下不良反应报告：恶心、呕吐、腹泻、腹痛、腹部不适、皮疹、瘙痒、头晕、头痛等。 
2、【禁忌】1.孕妇禁用。2.对本品及所含成份过敏者禁用。
3、【注意事项】1.忌烟、酒及辛辣、生冷、油腻食物。2.不宜在服药期间同时服滋补性中药。3.风寒感冒者不适用，其表现为恶寒重，发热轻，无汗，头痛，鼻塞，流清涕，喉痒咳嗽。4.高血压、心脏病、肝病、肾病、糖尿病等患者应在医生指导下服用。5.脾胃虚寒，症见腹痛、喜暖、泄泻者慎用。6.服药3天后或服药期间症状无改善，或症状加重，或出现新的严重症状如胸闷、心悸等应立即停药，并去医院就诊。7.按照用法用量服用，本品不宜与其他清热解毒制剂同时服用。8.儿童、年老体弱者应在医师指导下服用。9.发热体温超过8.5℃的患者，应去医院就诊。10.过敏体质者慎用。11.本品性状发生改变时禁止使用。12.儿童必须在成人监护下使用。13.请将本品放在儿童不能接触的地方。14.如正在使用其他药品，使用本品前请咨询医师或药师。",陕西省药品监督管理局,2024-05-07,已备案,详情
浙备2024016283,盐酸右美托咪定注射液,国药准字H20234072,浙江亚瑟医药有限公司,浙江省嘉兴市南湖区大桥镇凌公塘路3556号嘉科生命科学园3号楼,津药和平（天津）制药有限公司,天津开发区黄海路221号,本品药品注册证书载明事项生产企业的名称由“天津金耀药业有限公司”变更为“津药和平（天津）制药有限公司”，对说明书和小盒标签做相应修订。,浙江省药品监督管理局,2024-05-07,已备案,详情
琼备2024016249,玻璃酸钠滴眼液,国药准字H20243377,乐信乐美（海南）生物科技有限公司,海南省海口高新区药谷工业园药谷一横路16号1#厂房第3层西侧,北京汇恩兰德制药有限公司,北京市通州区靓丽五街3号院7号楼,申请本品的有效期由“18个月”变更为“24个月”。,海南省药品监督管理局,2024-05-07,已备案,详情
鄂备2024015718,艾地骨化醇软胶襄,国药准字H20243290,人福普克药业(武汉)有限公司,湖北省武汉东湖新技术开发区神墩二路99号,人福普克药业(武汉)有限公司,湖北省武汉东湖新技术开发区神墩二路99号,根据稳定性考察数据，我司拟延长本品有效期，将有效期由“18个月”变更为“24个月”。说明书及质量标准有效期项进行相应修订。,湖北省药品监督管理局,2024-05-07,已备案,详情
赣备2024015145,葡萄糖注射液,国药准字H20013133,江西科伦药业有限公司,江西省抚州市东乡区东红大道516号,江西科伦药业有限公司,江西省抚州市东乡区东红大道516号,制剂所用包装材料和容器的供应商变更：新增苏州创扬新材料科技股份有限公司为塑料输液容器用聚丙烯组合盖（易折式）的合格供应商。,江西省药品监督管理局,2024-05-07,已备案,详情
沪备2024015245,氟康唑片,国药准字H20163112,上海桓华制药有限公司,上海市金山工业区揽工路1118号,上海桓华制药有限公司,上海市金山工业区揽工路1118号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-05-07,已备案,详情
沪备2024015917,银杏酮酯颗粒,国药准字Z20000050,上海上药杏灵科技药业股份有限公司,上海市青浦区华青路1991号,上海上药杏灵科技药业股份有限公司,上海市青浦区华青路1991号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-05-07,已备案,详情
沪备2024007134,风油精,国药准字Z31020377,上海中华药业有限公司,上海市青浦区新技路685号,上海中华药业有限公司,上海市青浦区新技路685号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-05-07,已备案,详情
黑备2024015305,磷酸奥司他韦干混悬剂,国药准字H20234622,哈尔滨华瑞生化药业有限责任公司,哈尔滨利民经济技术开发区上海大街7号,哈尔滨华瑞生化药业有限责任公司,哈尔滨利民经济技术开发区上海大街7号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）要求，申请采用试点三，对磷酸奥司他韦干混悬剂纸质药品说明书（简化版）和电子药品说明书（完整版）备案。,黑龙江省药品监督管理局,2024-05-07,已备案,详情
浙备2024014897,阿立哌唑片,国药准字H20234687,宁波科尔康美诺华药业有限公司,浙江省宁波高新区扬帆路999弄1号楼 ＜14-2＞,宁波美诺华天康药业有限公司,宁波市大榭开发区滨海西路85号,在小盒标签中增加“通过一致性评价”标识。,浙江省药品监督管理局,2024-05-07,已备案,详情
吉备2024015373,克林霉素磷酸酯注射液,国药准字H20234473,吉林四环制药有限公司,吉林省梅河口市梧桐路1888号，吉林省梅河口市湘江路66号（一照多址）,吉林四环制药有限公司,吉林省梅河口市梧桐路1888号,对使用中硼硅玻璃安瓿包装的克林霉素磷酸酯注射液（国药准字H20234473）有效期由12个月延长至18个月进行备案，企业对申报材料真实性和合法性负责，并于备案公示后对该药品说明书和标签中有效期项做相应修改。,吉林省药品监督管理局,2024-05-07,已备案,详情
川备2024007270,地高辛片,国药准字H51021112,成都倍特得诺药业有限公司,成都市温江区成都海峡两岸科技产业开发园科林路西段66号,成都倍特得诺药业有限公司,成都市温江区成都海峡两岸科技产业开发园区科林路西段,地高辛片（批准文号：国药准字H51021112；规格：0.25mg）有效期、药品说明书和包装标签【有效期】项由24个月变更为36个月。,四川省药品监督管理局,2024-05-07,已备案,详情
Y鲁备2024015078,盐酸培唑帕尼,Y20190000433,无,无,山东安弘制药有限公司,山东省德州市临邑县花园大街29号,将盐酸培唑帕尼有效期由“18个月”延长至“36个月”。,山东省药品监督管理局,2024-05-07,已备案,详情
浙备2024014899,阿立哌唑片,国药准字H20234688,宁波科尔康美诺华药业有限公司,浙江省宁波高新区扬帆路999弄1号楼 ＜14-2＞,宁波美诺华天康药业有限公司,宁波市大榭开发区滨海西路85号,在小盒标签中增加“通过一致性评价”标识。,浙江省药品监督管理局,2024-05-07,已备案,详情
甘备2024015369,祖师麻膏药,国药准字Z62020521,甘肃泰康制药有限责任公司,甘肃省武威市凉州区工业园区青啤大道12号,甘肃泰康制药有限责任公司,甘肃省武威市凉州区工业园区青啤大道12号,根据国家药品监督管理局变更药品说明书中安全性等内容《药品补充申请批准通知书》（通知书编号：2024B01431）审批结论，对包装规格为“铝塑复合袋包装，1张×1袋/盒、1张×2袋/盒、1张×3袋/盒、1张×5袋/盒、1张×6袋/盒”的祖师麻膏药药品说明书和包装标签上不良反应、禁忌、注意事项进行变更备案。,甘肃省药品监督管理局,2024-05-07,已备案,详情
滇备2024015858,感冒清片,国药准字Z53021642,云南裕丰药业有限公司,云南省楚雄开发区庄甸医药片区,云南裕丰药业有限公司,云南省楚雄开发区庄甸医药片区,感冒清片（100片/瓶×480瓶（盒）/箱）的说明书及包装标签备案：说明书及包装标签上的生产地址由“云南省楚雄经济技术开发区”变更为“云南省楚雄开发区庄甸医药片区”。,云南省药品监督管理局,2024-05-07,已备案,详情
滇备2024015912,熊胆粉,国药准字Z19991017,瑞丽彩云南集团药业有限公司,中国（云南）自由贸易试验区德宏片区瑞丽市金滇路2号1楼6号,瑞丽彩云南集团药业有限公司,中国（云南）自由贸易试验区德宏片区瑞丽市金滇路2号1楼6号,熊胆粉的说明书及标签备案：1、熊胆粉说明书注册商标修改为“睿鹤”、【包装】项新增0.1g/瓶×9瓶/盒、【销售/售后服务电话】修改为18607347003；2、熊胆粉标签盒子注册商标修改为“睿鹤”、【包装】项新增0.1g/瓶×9瓶/盒、【销售/售后服务电话】修改为18607347003,云南省药品监督管理局,2024-05-07,已备案,详情
鲁备2024015674,养血安神片,国药准字Z37020299,鲁南厚普制药有限公司,临沂市红旗路209号,鲁南厚普制药有限公司,山东省临沂市银雀山路239号,依据《药品说明书和标签管理规定》（局令第24号）《关于印发非处方药说明书规范细则的通知》（国食药监注【2006】540号）、《关于公布非处方药说明书范本的通知》（国食药监注【2007】54号）等法规，对本品说明书各项下内容进行全面修订和规范。包装标签作相应修订。,山东省药品监督管理局,2024-05-07,已备案,详情
川备2024008675,甲磺酸帕珠沙星氯化钠注射液,国药准字H20050821,四川美大康佳乐药业有限公司,成都高新区西部园区西芯大道15号,四川美大康佳乐药业有限公司,成都高新区西部园区西芯大道15号,根据本品稳定性情况，特此申请对100ml：甲磺酸帕珠沙星 0.5g（按 C16H15FN2O4 计）与氯化钠 0.9g该规格药品有效期由18个月延长至24个月,四川省药品监督管理局,2024-05-07,已备案,详情
川备2024008798,替格瑞洛片,国药准字H20223117,四川宏明博思药业有限公司,成都高新区合作路343号,四川宏明博思药业有限公司,成都高新区合作路343号,申请本品有效期由24个月变更为36个月，说明书及标签做相应修订,四川省药品监督管理局,2024-05-07,已备案,详情
陕备2024014093,双氯芬酸钠缓释胶囊（Ⅰ）,国药准字H20000717,陕西步长制药有限公司,陕西省咸阳市秦都区步长路16号,陕西步长制药有限公司,陕西省咸阳市秦都区步长路16号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将双氯芬酸钠缓释胶囊（Ι）药品说明书设计为“纸质药品说明书（简化版）+电子药品说明书（完整版）”格式，并在其药品说明书及包装盒上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-05-07,已备案,详情
皖备2024015782,氨咖黄敏胶囊,国药准字H34023213,上海华源安徽仁济制药有限公司,安徽省太和县工业园区A区,上海华源安徽仁济制药有限公司,安徽省太和县工业园区A区,该品种马来酸氯苯那敏原料药新增供应商：沈阳新地药业有限公司；该品种人工牛黄原料药新增供应商：四川菲德力制药有限公司。,安徽省药品监督管理局,2024-05-07,已备案,详情
渝备2024015690,甲苯磺酸索拉非尼片,国药准字H20203403,重庆药友制药有限责任公司,重庆市渝北区人和镇星光大道100号,重庆药友制药有限责任公司,重庆市渝北区人和镇星光大道100号,该产品说明书及包装标签使用“通过一致性评价”标识。,重庆市药品监督管理局,2024-05-07,已备案,详情
京备2024014951,硫酸阿托品注射液,国药准字H12020382,北京京丰制药集团有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地祥瑞大街21号1号楼、9-10号楼、12-13号楼,津药和平（天津）制药有限公司,天津开发区黄海路221号,硫酸阿托品注射液（国药准字H12020382）的变更内容如下: 生产企业名称由“天津金耀药业有限公司”变更为“津药和平（天津）制药有限公司”，并对药品说明书、标签进行相应修改。,北京市药品监督管理局,2024-05-07,已备案,详情
沪备2024015798,苦参软膏,国药准字Z20030115,上海宝龙药业股份有限公司,上海市青浦区天辰路358号,上海宝龙药业股份有限公司,上海市青浦区天辰路358号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-05-07,已备案,详情
沪备2024015891,胸腺肽肠溶胶囊,国药准字H19991132,上海宝龙药业股份有限公司,上海市青浦区天辰路358号,上海宝龙药业股份有限公司,上海市青浦区天辰路358号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-05-07,已备案,详情
沪备2024016223,银杏酮酯片,国药准字Z20060371,上海上药杏灵科技药业股份有限公司,上海市青浦区华青路1991号,上海上药杏灵科技药业股份有限公司,上海市青浦区华青路1991号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-05-07,已备案,详情
沪备2024015247,兰索拉唑肠溶片,国药准字H20173038,上海桓华制药有限公司,上海市金山工业区揽工路1118号,上海桓华制药有限公司,上海市金山工业区揽工路1118号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-05-07,已备案,详情
赣备2024016000,排毒清脂片,国药准字Z20090483,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,生产地址一：江西省樟树市福城工业园区；生产地址二：江西省樟树市仁和路36号,生产场地变更。具体变更：在生产地址“江西省樟树市福城工业园区”基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步进行变更。由于本品长期未生产及变更生产场地，暂不得生产上市。按相关技术指导原则要求进行研究、评估和必要的验证，依法经批准或备案后方可上市销售。,江西省药品监督管理局,2024-05-07,已备案,详情
浙备2024016284,盐酸右美托咪定注射液,国药准字H20234071,浙江亚瑟医药有限公司,浙江省嘉兴市南湖区大桥镇凌公塘路3556号嘉科生命科学园3号楼,津药和平（天津）制药有限公司,天津开发区黄海路221号,本品药品注册证书载明事项生产企业的名称由“天津金耀药业有限公司”变更为“津药和平（天津）制药有限公司”，对说明书和小盒标签做相应修订。,浙江省药品监督管理局,2024-05-07,已备案,详情
川备2024013354,盐酸氨溴索片,国药准字H20234572,四川依科制药有限公司,四川省广汉市中山大道南四段2号,四川依科制药有限公司,四川省广汉市中山大道南四段2号,盐酸氨溴索片的说明书和标签中使用”通过一致性评价“标识。,四川省药品监督管理局,2024-05-07,已备案,详情
皖备2024015320,盐酸美金刚口服溶液,国药准字H20234385,安徽新世纪药业有限公司,合肥市庐阳产业园下塘路杏花分园8号,安徽新世纪药业有限公司,合肥市庐阳产业园下塘路杏花分园8号,根据《总局关于仿制药质量和疗效一致性评价工作有关事宜的公告》（2017年第100号）文件精神，申请在本品标签中增加“通过一致性评价”标识，其他项目与内容与原批准内容保持一致，并承诺符合24号令相关要求。,安徽省药品监督管理局,2024-05-07,已备案,详情
滇备2024015516,普乐安片,国药准字Z53020081,楚雄老拨云堂药业有限公司,云南省楚雄经济技术开发区医药工业园,楚雄老拨云堂药业有限公司,云南省楚雄经济技术开发区医药工业园,普乐安片说明书及标签备案：口服固体药用高密度聚乙烯瓶包装。每瓶装60片；口服固体药用高密度聚乙烯瓶包装。每瓶装100片。处方药说明书、标签【不良反应】、【禁忌】、【注意事项】按照国家药监局关于修订复方金银花颗粒和普乐安制剂说明书的公告（2024年第28号）修订备案。,云南省药品监督管理局,2024-05-07,已备案,详情
滇备2024016121,普乐安片,国药准字Z53020081,楚雄老拨云堂药业有限公司,云南省楚雄经济技术开发区医药工业园,楚雄老拨云堂药业有限公司,云南省楚雄经济技术开发区医药工业园,普乐安片说明书及标签备案：普乐安片的说明书、标签、小盒、纸箱的【包装】项新增包装规格：口服固体药用高密度聚乙烯瓶包装，每瓶装150片。【商标】新增贴牌商标为“见宁”。非处方药说明书、标签按照国家药品监督管理局公布的普乐安片OTC中药说明书范本及国家药监局关于修订复方金银花颗粒和普乐安制剂说明书的公告（2024年第28号）修订。,云南省药品监督管理局,2024-05-07,已备案,详情
赣备2024015897,强力枇杷露,国药准字Z36020215,石药集团江西金芙蓉药业有限公司,江西省九江市彭泽县芙蓉墩镇,石药集团江西金芙蓉药业有限公司,江西省九江市彭泽县芙蓉墩镇,说明书及标签变更备案。一、强力枇杷露的药品质量标准，由“《中国药典》2020年版一部”变更为“《中国药典》2020年版第一增补本”。二、上市许可持有人名称、生产企业名称由“石药集团江西金芙蓉药业股份有限公司”变更为“石药集团江西金芙蓉药业有限公司”，生产地址由“江西省彭泽县芙蓉墩镇”变更为“江西省九江市彭泽县芙蓉墩镇”（实际地址不变）、（药品上市许可持有人未发生变更）。并对说明书和包装标签作相应修订 。,江西省药品监督管理局,2024-05-07,已备案,详情
晋备2024015330,瑞舒伐他汀钙片,国药准字H20213121,山西兰花药业股份有限公司,山西省高平市河西镇仙井村东（轻工食品工业园区）,山西兰花药业股份有限公司,山西省高平市河西镇仙井村东（轻工食品工业园区）,10mg瑞舒伐他汀钙片适老化说明书备案,山西省药品监督管理局,2024-05-07,已备案,详情
吉备2024016245,双黄消炎片,国药准字Z22022709,吉林省俊宏药业有限公司,吉林省辉南县朝阳镇俊宏路9号,吉林省俊宏药业有限公司,吉林省辉南县朝阳镇俊宏路9号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药品监督管理局国家药品标准（修订）颁布件（批件号：ZGB2023-46）相关规定变更药用铝塑包装，12片/板X2板/盒药品说明书、标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责说明书、标签内容的真实性与合法性。,吉林省药品监督管理局,2024-05-07,已备案,详情
