备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
吉备2024016306,葡萄糖氯化钠注射液,H20083232,吉林省都邦药业股份有限公司,德惠市经济开发区德大路699号,吉林省都邦药业股份有限公司,吉林省德惠市经济开发区德大路699号,申请对使用直立式聚丙烯输液袋（包材登记号：B20210000768，此登记号以包装系统形式申报，其主体为直立式聚丙烯输液袋，配件为：易折式塑料输液容器用聚丙烯组合盖（包含易折式、双易折式））包装的葡萄糖氯化钠注射液（国药准字H20083232）有效期由24个月延长至36个月进行备案。企业对申报材料真实性和合法性负责，并对药品说明书做相应修改。,吉林省药品监督管理局,2024-05-08,已备案,详情
鲁备2024015948,生理氯化钠溶液,国药准字H20113297,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,生理氯化钠溶液（3000ml：27g）（三层共挤冲洗液用袋）生产场地增加“山东省淄博市临淄区宏达路17号311车间15C生产线”，同时调整部分工艺参数、变更部分生产设备（311车间15C生产线）。,山东省药品监督管理局,2024-05-08,已备案,详情
Y浙备2024016024,奥硝唑,国药准字H20084447,无,无,浙江苏泊尔制药有限公司,绍兴市袍江工业区越东路,本品有效期由“24个月”变更为“48个月”。,浙江省药品监督管理局,2024-05-08,已备案,详情
陕备2024016340,复方沙棘籽油栓,国药准字Z19991076,陕西海天制药有限公司,陕西省西咸新区沣东新城世纪大道东,陕西海天制药有限公司,陕西省西咸新区沣东新城世纪大道东,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将复方沙棘籽油栓药品说明书设计为“纸质药品说明书（完整版）+电子药品说明书（简化版+完整版）”格式，并在其药品包装盒上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-05-08,已备案,详情
浙备2024015790,麝香祛痛气雾剂,国药准字Z20163058,浙江苏可安药业有限公司,浙江省杭州市钱塘区前进街道长福杭路829号,浙江苏可安药业有限公司,浙江省杭州市钱塘区前进街道长福杭路829号,新增产品包装规格：药用气雾剂阀门及铝质喷雾罐，每盒1瓶，每瓶内容物99克，含药液77毫升；药用气雾剂阀门及铝质喷雾罐，每盒1瓶，每瓶内容物117克，含药液91毫升。并根据《药品说明书和标签管理规定》修改产品说明书和标签。,浙江省药品监督管理局,2024-05-08,已备案,详情
桂备2024016108,暑湿感冒颗粒,国药准字Z45021287,广西南珠制药有限公司,广西钦州市梅园路28号,广西南珠制药有限公司,广西钦州市梅园路28号,"一、与原说明书相比，此次修订的内容如下：
1、注册商标变更为“松克”。
2、【包装】项增加为：双向拉伸聚丙烯/真空镀铝流延聚丙烯药用复合膜，13袋/盒。
3、执行标准相应变更为：《中国药典》2020年版一部。

二、与原包装标签相比，此次修订的内容如下：
1、注册商标变更为“松克”。
2、纸盒上包装规格增加为：8克×13袋。
3、包装图案作了修改，其他文字内容不变。",广西壮族自治区药品监督管理局,2024-05-08,已备案,详情
浙备2024016131,维磷糖浆,国药准字H33022308,浙江康恩贝中药有限公司,浙江省松阳县望松街道松康路1号,浙江康恩贝中药有限公司,浙江省松阳县望松街道松康路1号,本品长期未生产，现恢复生产。,浙江省药品监督管理局,2024-05-08,已备案,详情
桂备2024016239,结石通茶,国药准字Z45020818,广西梧州制药（集团）股份有限公司,广西梧州工业园区工业大道1号,广西梧州制药（集团）股份有限公司,广西梧州工业园区工业大道1号,"结石通茶原说明书是按照《部颁标准中药成方制剂第十册WS3-B-2004-95》结石通茶之质量标准编写，因变更了药品有效期，现根据《药品说明书和标签管理规定》（局令第24号）和新版《中华人民共和国药品管理法》的规定，申请修改：
说明书（4袋装）： 
1、增加“修改日期”内容。
2、将“结石通茶说明书”改为“结石通茶（玉石茶）说明书”；字体改为黑体。
3、将“【包装】BOPP/镀铝PET/PE复合膜袋包装，10g/袋×4袋/盒”改为“【包装】双向拉伸聚丙烯/镀铝聚酯/聚乙烯药品包装用复合膜袋包装，10g/袋×4袋/盒”。
4、将“【有效期】24个月”改为“【有效期】36个月”。
5、增加“【上市许可持有人】名称：广西梧州制药（集团）股份有限公司”和“地址：广西梧州工业园区工业大道1号”。
6、删掉“800-727-0303”等内容。

说明书（6袋装）： 
1、将“【有效期】24个月”改为“【有效期】36个月”。

4袋包装： 
一、复合膜袋：
1、品名字体改为黑体。
二、纸盒：
1、品名字体改为黑体。
2、增加忠告语“请仔细阅读说明书并在医师指导下使用”。
3、将“【包装】BOPP/镀铝PET/PE复合膜袋包装，10g/袋×4袋/盒”改为“【包装】双向拉伸聚丙烯/镀铝聚酯/聚乙烯药品包装用复合膜袋包装，10g/袋×4袋/盒”。
4、增加“【上市许可持有人】名称：广西梧州制药（集团）股份有限公司”和“地址：广西梧州工业园区工业大道1号”。
5、增加“药品追溯码”等内容。",广西壮族自治区药品监督管理局,2024-05-08,已备案,详情
晋备2024015598,曲克芦丁片,国药准字H14023320,云鹏医药集团有限公司,山西省临汾市襄汾县医药工业园区云鹏大道19号,云鹏医药集团有限公司,山西襄汾医药工业园区云鹏大道19号,变更有效期：申请该品种有效期由24个月变更为36个月，同时，对变更有效期后的包装标签备案。,山西省药品监督管理局,2024-05-08,已备案,详情
Y川备2024002167,氢溴酸樟柳碱,Y20190007080,无,无,成都第一制药原料药有限公司,四川省彭州市天彭镇花龙路132号,申请将氢溴酸樟柳碱(H20133108)有效期由12个月延长至36个月。,四川省药品监督管理局,2024-05-08,已备案,详情
川备2024016482,左西孟旦注射液,国药准字H20243485,成都新恒创药业有限公司,成都市温江区成都海峡两岸科技产业开发园区海科路西段459号,成都新恒创药业有限公司,成都市温江区成都海峡两岸科技产业开发园区海科路西段459号,申请在左西孟旦注射液（规格：5ml：12.5mg，批准文号：国药准字H20243485）包装、标签及说明书中增加“通过仿制药一致性评价”标识。,四川省药品监督管理局,2024-05-08,已备案,详情
吉备2024016414,吡拉西坦注射液,国药准字H20243247,吉林省辉南长龙生化药业股份有限公司,吉林省辉南县朝阳镇北山街31号,吉林省辉南长龙生化药业股份有限公司,辉南经济开发区医药产业园,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更棕色中硼硅玻璃安瓿，5支/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-05-08,已备案,详情
吉备2024016305,葡萄糖氯化钠注射液,H20113498,吉林省都邦药业股份有限公司,德惠市经济开发区德大路699号,吉林省都邦药业股份有限公司,吉林省德惠市经济开发区德大路699号,申请对使用直立式聚丙烯输液袋（包材登记号：B20210000768，此登记号以包装系统形式申报，其主体为直立式聚丙烯输液袋，配件为：易折式塑料输液容器用聚丙烯组合盖（包含易折式、双易折式））包装的葡萄糖氯化钠注射液（国药准字H20113498）有效期由24个月延长至36个月进行备案。企业对申报材料真实性和合法性负责，并对药品说明书做相应修改。,吉林省药品监督管理局,2024-05-08,已备案,详情
桂备2024016493,滴通鼻炎水,国药准字Z10983128,广西厚德药业有限公司,南宁市科园大道56号,广西厚德药业有限公司,南宁市科园大道56号,本品增加包装规格：每瓶18ml，每盒1瓶。,广西壮族自治区药品监督管理局,2024-05-08,已备案,详情
皖备2024016147,明目地黄丸,国药准字Z34020226,上海华源制药安徽广生药业有限公司,安徽省界首市华源大道6号,上海华源制药安徽广生药业有限公司,安徽省界首市华源大道6号,增加包装规格。明目地黄丸（浓缩丸）在原包装规格基础上增加300丸/瓶包装规格，同时修改说明书和包装标签相关内容。,安徽省药品监督管理局,2024-05-08,已备案,详情
赣备2024015383,杞菊地黄丸（浓缩丸）,国药准字Z36021781,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,江西省樟树市福城工业园区；江西省樟树市仁和路36号,该品种已入选国家药监局公布药品说明书适老化及无障碍改革试点名单(第一批)中，现依据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告(2023年第142号)》的要求，按照我公司申报的试点方式进行说明书修订。,江西省药品监督管理局,2024-05-08,已备案,详情
鲁备2024015872,盐酸小檗碱片,国药准字H37022589,瑞阳制药股份有限公司,山东省沂源县城瑞阳路1号,瑞阳制药股份有限公司,山东省沂源县城瑞阳路1号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）和《药品说明书适老化及无障碍改革试点名单（第一批）》，对本品药品说明书（简化版）进行备案，同时提供电子药品说明书（完整版）。,山东省药品监督管理局,2024-05-08,已备案,详情
黑备2024012824,健脑灵片,国药准字Z20093489,黑龙江省济仁药业有限公司,哈尔滨市利民开发区远东大街1号,黑龙江省济仁药业有限公司,哈尔滨市利民开发区远东大街1号,"1、增加生药粉灭菌工艺：将原工艺“以上十三味，红参、鹿茸、白芍、当归共粉碎成细粉...”，变更为“以上十三味，红参、鹿茸、白芍、当归共粉碎成细粉,湿热灭菌...”。
2、辅料变更：将""...粉碎成细粉，用5%淀粉浆制粒...""，变更为""...粉碎成细粉，用80%-85%乙醇制粒...""，",黑龙江省药品监督管理局,2024-05-08,已备案,详情
桂备2024015488,麻杏止咳糖浆,国药准字Z45022205,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,变更有效期，由“18个月”变更“24个月”。,广西壮族自治区药品监督管理局,2024-05-09,已备案,详情
浙备2024016006,苯磺酸左氨氯地平片,国药准字H20083459,浙江昂利康制药股份有限公司,浙江省嵊州市嵊州大道北1000号,浙江昂利康制药股份有限公司,绍兴嵊州市嵊州大道北1000号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号)，作为第一批参与试点的药品上市许可持有人对本品的说明书进行相应的修订。修订内容为：提供纸质药品说明书（简化版），并在纸质药品说明书（简化版）上设计一个可获得电子说明书（完整版）的二维码。,浙江省药品监督管理局,2024-05-09,已备案,详情
浙备2024016028,头孢克肟胶囊,国药准字H20070101,浙江昂利康制药股份有限公司,浙江省嵊州市嵊州大道北1000号,浙江昂利康制药股份有限公司,绍兴嵊州市嵊州大道北1000号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号)，作为第一批参与试点的药品上市许可持有人对本品的说明书进行相应的修订。修订内容为：提供纸质药品说明书（简化版），并在纸质药品说明书（简化版）上设计一个可获得电子说明书（完整版）的二维码。,浙江省药品监督管理局,2024-05-09,已备案,详情
赣备2024016367,归脾丸,国药准字Z36021862,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,生产地址一：江西省樟树市福城工业园区；生产地址二：江西省樟树市仁和路36号,生产场地变更。具体变更：在生产地址“江西省樟树市福城工业园区”基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步进行备案。由于本品长期未生产及变更生产场地，暂不得生产上市。按相关技术指导原则要求进行研究、评估和必要的验证，依法经批准或备案后方可上市销售。,江西省药品监督管理局,2024-05-09,已备案,详情
