备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
滇备2024002823,维C银翘片,国药准字Z53020240,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
滇备2024002838,四环素片,国药准字H53020292,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
藏备2024000640,二十五味珊瑚丸,国药准字Z54020124,西藏昌都光宇利民药业有限责任公司,西藏自治区昌都市昌都经济开发区A区（尔康街2号）,西藏昌都光宇利民药业有限责任公司,西藏自治区昌都市经济开发区C区；西藏自治区昌都市经济开发区A区,"一、说明书
1.【不良反应】由“尚不明确”修订为：
监测数据显示，该制剂可见以下不良反应报告：恶心、呕吐、腹泻、腹痛、腹部不适、胃肠胀气、反酸、皮疹、瘙痒、嗜睡、乏力、胸闷、心悸等。
2.【禁忌】由“尚不明确”修订为：
1.孕妇及哺乳期妇女禁用。
2.对本品及所含成份过敏者禁用。
3.【注意事项】由“尚不明确”修订为：
（1）本品应当在医生指导下按规定量服用，不得任意增加服用量和服用时间。
（2）儿童慎用。
（3）严重肝肾功能不全慎用。
（4）本品不宜与其他含乌头碱类的药物联合使用。
（5）运动员慎用。
4.注册地址由“西藏昌都西路14号”修订为“西藏自治区昌都市昌都经济开发区A区（尔康街2号）”。
5.电话号码由“0895-4831202”修订为“0895-4823339”。
二、纸盒
1.【不良反应】由“尚不明确”修订为“详见说明书”。
2.【禁忌】由“尚不明确”修订为“详见说明书”。
3.【注意事项】由“尚不明确”修订为“详见说明书”。
4.注册地址由“西藏昌都西路14号”修订为“西藏自治区昌都市昌都经济开发区A区（尔康街2号）”。
5.电话号码由“0895-4831202”修订为“0895-4823339”。
三、纸箱
1.注册地址由“西藏昌都西路14号”修订为“西藏自治区昌都市昌都经济开发区A区（尔康街2号）”。
2.电话号码由“0895-4831202”修订为“0895-4823339”。",西藏自治区药品监督管理局,2024-01-22,已备案,详情
滇备2024002839,氨苄西林胶囊,国药准字H53021916,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
滇备2024002808,鼻渊软胶囊,国药准字Z20080521,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
桂备2024002658,板蓝根颗粒,国药准字Z45021293,广西柳州长安制药有限公司,广西柳州市融安县城五里亭,广西柳州长安制药有限公司,广西柳州市融安县城五里亭,"（一）、标签
一、中袋
1、增加包装规格：10克/袋×19袋。
 2、商标变更为“古福源”。 
二、机膜 
1、商标变更为“古福源”。 
(二）说明书 
1、与中袋共用一个版面 。
 2、【包装】变更为“BOPP/镀铝PET/PE药用复合膜包装，每袋装10克×19袋”。
 3、商标变更为“古福源”。",广西壮族自治区药品监督管理局,2024-01-22,已备案,详情
滇备2024002843,土霉素片,国药准字H53020289,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
滇备2024002807,龙蛾酒,国药准字Z53020234,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
吉备2024002732,维生素C片,国药准字H22023971,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由吉林高新区台北路65号变更为长春经济技术开发区辽港街991号,吉林省药品监督管理局,2024-01-22,已备案,详情
滇备2024002520,血塞通胶囊,国药准字Z53202832,云南白药集团文山七花有限责任公司,云南省文山壮族苗族自治州文山市文山三七产业园区登高片区白药路1号,云南白药集团文山七花有限责任公司,云南省文山州文山三七产业园区登高片区白药路1号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号），申请将血塞通胶囊（批准文号：国药准字Z53020832，规格：0.1g）及血塞通胶囊（批准文号：国药准字Z53020833，规格：50mg）执行标准由“《中国药典》2020年版一部”更改为“《中国药典》2020年版第一增补本”；同步修订药品说明书执行标准项下内容，修订后的说明书于2024年03月12日正式启用,云南省药品监督管理局,2024-01-22,已备案,详情
黔备2024001718,那格列奈片,国药准字H20205033,贵州天安药业股份有限公司,贵州省贵阳市乌当区高新路25号,贵州天安药业股份有限公司,贵州省贵阳市乌当区高新路25号,新增那格列奈片原料供应商：天方药业有限公司。,贵州省药品监督管理局,2024-01-22,已备案,详情
吉备2024002722,四环素片,国药准字H22023890,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由吉林高新区台北路65号变更为长春经济技术开发区辽港街991号,吉林省药品监督管理局,2024-01-22,已备案,详情
赣备2024002159,吡拉西坦颗粒,国药准字H36022038,江西亿友药业有限公司,江西省抚州市东乡区东升工业园温州路2号,江西亿友药业有限公司,江西省抚州市东升工业园温州路2号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本品原料药“吡拉西坦”在供应商“江西跃华药业有限公司”的基础上增加“福建省福抗药业股份有限公司”。,江西省药品监督管理局,2024-01-22,已备案,详情
粤备2024002073,连番止泻胶囊,国药准字Z20090030,惠州市九惠制药股份有限公司,惠州市惠城区南岸路199号,惠州市九惠制药股份有限公司,惠州市惠城区南岸路199号,本品药用铝塑泡罩包装有效期由“18个月”变更为“24个月”；以及塑料瓶包装有效期由“18个月”变更为“24个月”。,广东省药品监督管理局,2024-01-22,已备案,详情
琼备2024002504,注射用环磷腺苷葡胺,国药准字H20040839,海南通用同盟药业有限公司,海南省海口市秀英永桂工业区,"海南通用同盟药业有限公司,江苏大同盟制药有限公司","海南省海口市秀英永桂工业区,泰州市健康大道803号70幢",注射用环磷腺苷葡胺在生产场地江苏大同盟制药有限公司泰州市健康大道803号70幢冻干粉针剂（二车间）变更制剂生产工艺：脱碳及预过滤、除菌过滤的工艺参数变更。,海南省药品监督管理局,2024-01-22,已备案,详情
闽备2024002696,恩格列净片,国药准字H20243001,漳州水仙药业股份有限公司,福建省漳州市芗城区南山路1号,山东朗诺制药有限公司,山东省德州市齐河县晏北街道办事处齐众大道127号,延长药品有效期由“18个月”变更为“24个月”，同步说明书中有效期信息。,福建省药品监督管理局,2024-01-22,已备案,详情
吉备2024002726,苯妥英钠片,国药准字H22023893,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由吉林高新区台北路65号变更为长春经济技术开发区辽港街991号,吉林省药品监督管理局,2024-01-22,已备案,详情
吉备2024002728,对乙酰氨基酚片,国药准字H22023885,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由吉林高新区台北路65号变更为长春经济技术开发区辽港街991号,吉林省药品监督管理局,2024-01-22,已备案,详情
滇备2024002867,鼻渊软胶囊,国药准字Z20080521,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,鼻渊软胶囊（12粒X2板/盒X300盒）药品说明书及药品标签里的“上市许可持有人”的【注册地址】项和“生产企业”的【生产地址】项由原来的“昆明市经济技术开发区经宏路”变更为“中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号”。（实际地址未发生变更，仅为行政区域名称调整。）,云南省药品监督管理局,2024-01-22,已备案,详情
京备2024004225,枸橼酸爱地那非片,国药准字H20210051,悦康药业集团股份有限公司,北京市北京经济技术开发区宏达中路6号,悦康药业集团股份有限公司,"北京市北京经济技术开发区宏达中路6号,北京市北京经济技术开发区科创七街11号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由北京市北京经济技术开发区宏达中路6号变更为北京市北京经济技术开发区宏达中路6号,北京市北京经济技术开发区科创七街11号",北京市药品监督管理局,2024-01-22,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
鲁备2024002086,羟乙基淀粉130/0.4氯化钠注射液,国药准字H20094173 国药准字H20103690,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,羟乙基淀粉130/0.4氯化钠注射液（规格：250ml:羟乙基淀粉130/0.4 15g与氯化钠2.25g，500ml:羟乙基淀粉130/0.4 30g与氯化钠4.5g；直立式聚丙烯输液袋包装）有效期由“18个月”修改为“24个月”。说明书和标签作相应修订。,山东省药品监督管理局,2024-01-22,已备案,详情
滇备2024002809,硫酸庆大霉素片,国药准字H53020319,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
滇备2024002849,田七颗粒,国药准字Z53020231,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
滇备2024002829,田七颗粒,国药准字Z53020232,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
滇备2024002817,四环素片,国药准字H53020290,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
苏备2024002016,异甘草酸镁注射液,国药准字H20051942,正大天晴药业集团股份有限公司,江苏省连云港市郁州南路369号,正大天晴药业集团股份有限公司,江苏省连云港市郁州南路369号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本品检漏机变更设备，检漏原理由色水法变更为高压放电法。,江苏省药品监督管理局,2024-01-22,已备案,详情
滇备2024002826,酚氨咖敏颗粒,国药准字H53021992,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
吉备2024002745,牛黄解毒片,国药准字Z22025327,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由吉林高新区台北路65号变更为长春经济技术开发区辽港街991号,吉林省药品监督管理局,2024-01-22,已备案,详情
浙备2024002757,左氧氟沙星滴眼液,国药准字H20234661,浙江莎普爱思药业股份有限公司,浙江省平湖市经济开发区新明路1588号,浙江莎普爱思药业股份有限公司,浙江省平湖市经济开发区新明路1588号,将本品说明书及包装标签进行重新设计，并增加“通过一致性评价”的标识。,浙江省药品监督管理局,2024-01-22,已备案,详情
滇备2024002811,维生素C片,国药准字H53020318,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
湘备2024002054,洛索洛芬钠片,国药准字H20203538,湖南九典制药股份有限公司,长沙市浏阳经济技术开发区健康大道1号,湖南九典制药股份有限公司,长沙市浏阳经济技术开发区健康大道1号,增加洛索洛芬钠片的原料药“洛索洛芬钠”供应商（湖南九典宏阳制药有限公司）。其内容的真实性、准确性和完整性由企业负责。,湖南省药品监督管理局,2024-01-22,已备案,详情
吉备2024002743,三七片,国药准字Z22025329,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由吉林高新区台北路65号变更为长春经济技术开发区辽港街991号,吉林省药品监督管理局,2024-01-22,已备案,详情
滇备2024002837,氨苄西林胶囊,国药准字H53021917,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南云龙制药股份有限公司,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由昆明市经济技术开发区经宏路变更为中国（云南）自由贸易试验区昆明片区经开区阿拉街道办昌宏社区经宏路5号,云南省药品监督管理局,2024-01-22,已备案,详情
吉备2024002724,复方对乙酰氨基酚片,国药准字H22024771,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,吉林吴太感康药业有限公司,长春经济技术开发区辽港街991号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由吉林高新区台北路65号变更为长春经济技术开发区辽港街991号,吉林省药品监督管理局,2024-01-22,已备案,详情
