备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
陕备2024012671,金青感冒颗粒,国药准字Z20073308,西安天一秦昆制药有限责任公司,西安市高新区锦业路72号,西安天一秦昆制药有限责任公司,陕西省铜川市新区大唐三路1号,"变更产品注册生产地址为：陕西省铜川市新区大唐三路1号。
同时备案变更后生产地址使用的说明书及包装标签，【生产企业】项下生产地址内容为：“陕西省铜川市新区大唐三路1号”。",陕西省药品监督管理局,2024-04-16,已备案,详情
桂备2024012535,感冒灵颗粒,国药准字Z45022393,广西忠宁制药有限公司,南宁市大沙田团结路101号,广西忠宁制药有限公司,南宁市良庆区团结路101号,1、按药品管理法增加上市许可持有人信息，2、重新设计药品说明书及包装标签式样。,广西壮族自治区药品监督管理局,2024-04-16,已备案,详情
桂备2024012320,生脉颗粒(党参方),国药准字Z45021121,北海国发川山生物股份有限公司制药厂,北海市北海大道388号北海国发海洋生物科技园,北海国发川山生物股份有限公司制药厂,北海市北海大道388号北海国发海洋生物科技园,对本品修订的药品说明书和包装标签进行备案。,广西壮族自治区药品监督管理局,2024-04-16,已备案,详情
Y粤备2024012443,薁磺酸钠,Y20190007568,无,无,广东岭南制药有限公司,韶关市武江区西联镇甘棠大道28号,本品生产场地由“广州市天河区沙河龙眼洞”变更为“韶关市武江区西联镇甘棠大道28号”，本次变更属于药品生产场地注册管理事项变更容缺备案，在完成容缺资料补交并审查通过前，相关药品不得生产上市。,广东省药品监督管理局,2024-04-16,已备案,详情
粤备2024012629,厄贝沙坦片,国药准字H20000511,深圳市海滨制药有限公司,深圳市盐田区沙头角深盐路2003号,深圳市海滨制药有限公司,深圳市盐田区沙头角深盐路2003号,本品制剂所用原料药供应商浙江华海药业股份有限公司原料药厄贝沙坦登记号由“Y20190009728”变更为“Y20170001932（登记状态为A）”。,广东省药品监督管理局,2024-04-16,已备案,详情
Y晋备2024012633,间苯三酚三甲醚,Y20220000338,无,无,山西阳和药业有限公司,山西省大同市阳高县龙泉工业园区,申请有效期变更：将本品有效期由18个月延长至24个月，质量标准中有效期项做相应修改。,山西省药品监督管理局,2024-04-16,已备案,详情
浙备2024012962,盐酸消旋山莨菪碱注射液,国药准字H33021707,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,药品有效期由“12个月”延长至“24个月”，并对说明书、标签的【有效期】项作相应修订。,浙江省药品监督管理局,2024-04-16,已备案,详情
桂备2024012691,复方百部止咳糖浆,国药准字Z45022331,荣康集团广西康世缘制药有限公司,广西-东盟经济技术开发区宁武路21号,荣康集团广西康世缘制药有限公司,广西-东盟经济技术开发区宁武路21号,"1.修订药品说明书，修订内容如下：
（1）【包装】变更为：“口服液体药用聚酯瓶装，每瓶装120毫升”；
（2）原【上市许可持有人】与【生产企业】相关信息内容分开书写，因两者的均为同一企业现将两者内容合并描述【上市许可持有人/生产企业】。
2、药品包装小标签修订内容：
（1）商标由“亥霸”变更为“好大夫”；
（2）“【有效期】24个月”变更为“【有效期】至”，“100毫升”变更为“120毫升”；
（3）增加“本品含天南星（制）”警示语；
3、药品纸盒修订内容如下：
（1）纸盒正面：商标由“亥霸”变更为“好大夫”，“100毫升”变更为“120毫升”，药品名称及汉语拼音由横向书写变更为竖向书写，删去纸盒下方的公司名称，图案改变；
（2）纸盒侧面：增加药品名称的汉语拼音、警示语，增加【包装】【贮藏】、【有效期】项目内容，原【上市许可持有人】与【生产企业】相关信息内容分开书写，因两者的均为同一企业现将两者内容合并描述【上市许可持有人/生产企业】；
（3）纸盒顶部：增加药品名称和汉语拼音，图案改变",广西壮族自治区药品监督管理局,2024-04-16,已备案,详情
桂备2024012537,小儿氨酚黄那敏颗粒,国药准字H45021639,广西忠宁制药有限公司,南宁市大沙田团结路101号,广西忠宁制药有限公司,南宁市良庆区团结路101号,1、按药品管理法增加上市许可持有人信息，2、重新设计药品说明书及包装标签式样。,广西壮族自治区药品监督管理局,2024-04-16,已备案,详情
蒙备2024013272,诃子五味胶囊,国药准字Z15021089,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,备案涉及内容：申请诃子五味胶囊生产地址名称由原“通辽市库伦旗库伦镇养畜牧路”变更为“内蒙古自治区通辽市库伦旗库伦镇养畜牧路”。申请人对申报资料的真实性、准确性、完整性、规范性负责。,内蒙古自治区药品监督管理局,2024-04-16,已备案,详情
津备2024014376,泼尼松片,国药准字H20237052,津药药业股份有限公司,天津开发区西区新业九街19号,津药和平(天津)制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平(天津)制药有限公司,天津市药品监督管理局,2024-04-16,已备案,详情
Y浙备2024009269,瑞舒伐他汀钙,国药准字H20080499,无,无,绍兴京新药业有限公司,杭州湾上虞经济技术开发区纬三路31号,新增生产场地的关联变更：原料药生产工艺变更和生产批量变更,浙江省药品监督管理局,2024-04-17,已备案,详情
青备2024013531,独一味颗粒,国药准字Z20080339,国药普兰特（青海）药业有限公司,西宁市经济技术开发区东新路2号,国药普兰特（青海）药业有限公司,西宁市经济技术开发区东新路2号,上市许可持有人名称和生产企业名称由“青海普兰特药业有限公司”更改：“国药普兰特（青海）药业有限公司”。在说明书中：上市许可持有人名称和生产企业名称修订为“国药普兰特（青海）药业有限公司”；说明书修订日期由2023年05月30日修订为：以备案通过日期为准。在药品包装标签中：上市许可持有人名称和生产企业名称修订为“国药普兰特（青海）药业有限公司”。,青海省药品监督管理局,2024-04-17,已备案,详情
苏备2024013228,愈美片,国药准字H20030712,赫力昂（苏州）制药有限公司,江苏省苏州市宝带西路4号,赫力昂（苏州）制药有限公司,江苏省苏州市宝带西路4号,我司已取得药品生产许可证（证书编号为：苏20160189），根据《药品上市后变更管理办法》（试行），本品药品上市许可持有人及药品生产企业名称由“惠氏制药有限公司”变更为“赫力昂（苏州）制药有限公司”，相应注册地址及生产地址未发生变更。同步修改药品说明书与标签。,江苏省药品监督管理局,2024-04-17,已备案,详情
赣备2024011251,绞股蓝总苷胶囊,国药准字Z36021983,江西山高制药有限公司,江西省抚州市乐安县前坪工业区前进路1号,江西山高制药有限公司,江西省抚州市乐安县前坪工业区前进路1号,适老化及无障碍版本说明书备案。对全杜仲胶囊纸质药品说明书（简化版）和电子药品说明书（完整版）备案。,江西省药品监督管理局,2024-04-17,已备案,详情
闽备2024016677,穿心莲内酯片,国药准字Z35020564,泉州中侨药业有限公司,福建省泉州市鲤城区新华路27号,"泉州中侨药业有限公司,福建永春制药有限公司","福建省泉州市鲤城区新华路27号,福建省永春县桃城镇榜德工业园H区1号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由泉州中侨药业有限公司变更为泉州中侨药业有限公司,福建永春制药有限公司;生产企业地址由福建省泉州市鲤城区新华路27号变更为福建省泉州市鲤城区新华路27号,福建省永春县桃城镇榜德工业园H区1号",福建省药品监督管理局,2024-04-17,已备案,详情
甘备2024010976,维生素B2片,国药准字H62020729,兰州太宝制药有限公司,兰州市七里河区建西西路85号,兰州太宝制药有限公司,兰州市七里河区建西西路85号,按照原国家食品药品监督管理局24号令、《药品注册管理办法》（局令第27号）、《关于发布〈药品追溯码标识规范〉等2项信息化标准的公告》（2022年第50号）及《关于公布第一批国家非处方(西药、中成药)目录的通知》（国药管安[1999]198号）等有关规定，对包装规格为“药用高密度聚乙烯瓶包装，100片/瓶”的维生素B2片（10mg）药品说明书和包装标签进行变更，并在说明书、标签上增加上市许可持有人。说明书去掉“【孕妇及哺乳期妇女用药】、【儿童用药】、【老年用药】、【药物过量】、【临床试验】、【药代动力学】”内容，修订“【适应症】【用法用量】【不良反应】【注意事项】【执行标准】”内容，“【药理毒理】变更为【药理作用】”并修订其内容，更新包装盒“药品追溯码”样式。该品种为长期未生产品种。,甘肃省药品监督管理局,2024-04-17,2024年05月11日，撤销备案,详情
甘备2024010978,维生素B2片,国药准字H62020730,兰州太宝制药有限公司,兰州市七里河区建西西路85号,兰州太宝制药有限公司,兰州市七里河区建西西路85号,按照原国家食品药品监督管理局24号令、《药品注册管理办法》（局令第27号）、《关于发布〈药品追溯码标识规范〉等2项信息化标准的公告》（2022年第50号）及《关于公布第一批国家非处方(西药、中成药)目录的通知》（国药管安[1999]198号）等有关规定，对包装规格为“药用高密度聚乙烯瓶包装，100片/瓶”的维生素B2片（5mg）药品说明书和包装标签进行变更，并在说明书、标签上增加上市许可持有人。说明书去掉“【孕妇及哺乳期妇女用药】、【儿童用药】、【老年用药】、【药物过量】、【临床试验】、【药代动力学】”内容，修订“【适应症】【用法用量】【不良反应】【注意事项】【执行标准】”内容，“【药理毒理】变更为【药理作用】”并修订其内容，更新包装盒“药品追溯码”样式。该品种为长期未生产品种。,甘肃省药品监督管理局,2024-04-17,2024年05月11日，撤销备案,详情
