备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
闽备2024004867,葡萄糖注射液,国药准字H20033340,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004892,乳酸左氧氟沙星氯化钠注射液,国药准字H20056025,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004887,二盐酸奎宁注射液,国药准字H20043226,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004886,氟康唑注射液,国药准字H20040682,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004876,复方愈创木酚磺酸钾口服溶液,国药准字H35021293,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004929,地塞米松磷酸钠注射液,国药准字H35020008,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004914,盐酸萘甲唑啉滴鼻液,国药准字H35020715,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004869,盐酸利多卡因注射液(溶剂用),国药准字H35020012,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004903,盐酸消旋山莨菪碱注射液,国药准字H35020011,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004906,硫酸卡那霉素注射液,国药准字H35020025,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004886,氟康唑注射液,国药准字H20040682,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004892,乳酸左氧氟沙星氯化钠注射液,国药准字H20056025,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004914,盐酸萘甲唑啉滴鼻液,国药准字H35020715,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004869,盐酸利多卡因注射液(溶剂用),国药准字H35020012,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004903,盐酸消旋山莨菪碱注射液,国药准字H35020011,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004906,硫酸卡那霉素注射液,国药准字H35020025,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004920,硝酸益康唑栓,国药准字H35020711,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004897,维生素C注射液,国药准字H35021046,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004908,维生素C注射液,国药准字H35021045,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004916,穿琥宁氯化钠注射液,国药准字H20041158,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
赣备2024002751,六味地黄丸,国药准字Z36021912,江西国药有限责任公司,江西省南昌市南昌县小蓝经济技术开发区河泊路388号,江西国药有限责任公司,江西省南昌市南昌县小蓝经济技术开发区河泊路388号,"修订本品说明书：
一、【不良反应】项增加：
监测数据显示，六味地黄制剂有腹泻、腹痛、腹胀、恶心、呕吐、胃肠不适、食欲不振、便秘、瘙痒、皮疹、头痛、心悸、过敏等不良反应报告。
二、【禁忌】项增加：
对本品及所含成份过敏者禁用。
三、【注意事项】项修订：
1.忌辛辣、不易消化食物。
4.按照用法用量服用，儿童、孕妇、哺乳期妇女应在医师指导下服用。
5.服药2～4周症状无缓解，应去医院就诊。
11.服药期间出现上述不良反应时应停药，如症状不缓解应去医院就诊。",江西省药品监督管理局,2024-01-26,已备案,详情
Y川备2024003252,生长抑素,国药准字H20093270,无,无,成都圣诺生物制药有限公司,成都市大邑县工业大道一段,因药品生产许可证变更，更新原料药（生长抑素）药品注册批准文件载明的生产企业地址。生产地址在成都市大邑县工业大道一段101原料药车间101原料药生产线基础上同址增加105原料药车间1线。,四川省药品监督管理局,2024-01-26,已备案,详情
吉备2024003418,参苓白术散等2个药品批准文号,国家准字Z22020878,吉林春柏药业股份有限公司,吉林省白山市经济开发区高新技术产业园9号,吉林春柏药业股份有限公司,吉林省白山市经济开发区高新技术产业园9号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）规定变更参苓白术散等2个品种批准文号药品说明书及标签，药品生产企业依据备案结论自行修改药品说明书和包装标签的有关内容，处方药说明书统一增加修改日期为2024年3月12日，非处方药直接将说明书修订日期改为2024年3月12日，此次备案结论与原备案配套使用（变更品种目录见吉林省药品监督管理局网站），企业负责说明书内容的真实性与合法性。,吉林省药品监督管理局,2024-01-26,已备案,详情
桂备2024003145,益心健脾颗粒,国药准字B20020351,广西麦克健丰制药有限公司,南宁市武鸣区伊岭开发区,广西麦克健丰制药有限公司,南宁市武鸣区伊岭开发区,1、“健丰”商标修订为“麦克健生宝”商标；2、版面设计样式改变；3、增加包装规格：10g/袋×16袋/盒。4、【电话号码】、【传真号码】有修改、删除网址一栏。,广西壮族自治区药品监督管理局,2024-01-26,已备案,详情
浙备2024001419,注射用阿奇霉素,国药准字H20040447,浙江金华康恩贝生物制药有限公司,浙江省金华市金衢路288号,浙江金华康恩贝生物制药有限公司,浙江省金华市金衢路288号,本品长期未生产，现恢复生产。,浙江省药品监督管理局,2024-01-26,已备案,详情
苏备2024001795,阿司匹林肠溶片,国药准字H32024507,南京道群医药研发有限公司,南京市建邺区庐山路242号2号楼2305 室,南京白敬宇制药有限责任公司,南京经济技术开发区惠中路1号,根据变更后的药品生产许可证（苏20210026），药品批准证明文件进行持有人注册地址信息变更，由南京市建邺区河西大街198号同进大厦一单元8层变更为南京市建邺区庐山路242号2号楼2305 室。,江苏省药品监督管理局,2024-01-26,已备案,详情
浙备2024002770,腹膜透析液（乳酸盐-G1.5%）,国药准字H20234241,浙江天瑞药业有限公司,浙江省瑞安市经济开发区毓蒙路,浙江天瑞药业有限公司,浙江省瑞安经济开发区毓蒙路,按照国家药品监督管理局《关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号）和《关于“通过一致性评价”标识使用有关事宜的说明》（2018年第24号附件2）的相关要求，修订说明书和标签内容，增加“通过一致性评价”标识。,浙江省药品监督管理局,2024-01-26,已备案,详情
陕备2024002914,一清颗粒,国药准字Z20093009,西安万隆制药股份有限公司,西安市高新区新型工业园创新路5号,杨凌生物医药科技股份有限公司,杨凌农业高新技术产业示范区新桥南路12号,"变更药品生产企业名称和地址(药品上市许可持有人未发生变更)，恢复生产，上市销售。同时对说明书和包装标签按规定同步修订。具体内容如下：
1.申请将本品生产企业名称由“西安万隆制药股份有限公司”变更为“杨凌生物医药科技股份有限公司”；
2.申请将本品生产地址由“西安市经济技术开发区泾河工业园区经渭七路2号”变更为“杨凌农业高新技术产业示范区新桥南路12号”；
3.说明书和包装标签【生产企业】项下按规定同步修订；
其他内容不变，与原批准信息一致。",陕西省药品监督管理局,2024-01-26,已备案,详情
闽备2024004867,葡萄糖注射液,国药准字H20033340,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004887,二盐酸奎宁注射液,国药准字H20043226,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004870,盐酸林可霉素注射液,国药准字H35020027,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
黔备2024003444,消咳颗粒,国药准字Z20027969,贵州百灵企业集团制药股份有限公司,贵州省安顺市经济技术开发区西航路212号,贵州百灵企业集团制药股份有限公司,贵州省安顺市经济技术开发区西航路212号,拟消咳颗粒的传统分段式湿法制粒变更为一步制粒，将消咳颗粒制粒生产主要设备由FG-300型沸腾干燥机、LHSG-600型高位湿法混合制粒机、NTF800固定提升转料机、ZLB-300Z旋转制粒机、ZS型高效筛粉机变更为FLZ-300流化床、150L加热罐、WJ600-3J蠕动泵、S49S三元旋振筛分系统。,贵州省药品监督管理局,2024-01-26,已备案,详情
桂备2024003191,莲芝消炎片,国药准字Z45020977,广西两面针亿康药业股份有限公司,柳州市东环路282号,广西两面针亿康药业股份有限公司,1、柳州市东环路282号：片剂，硬胶囊剂(含头孢菌素类)，颗粒剂(含头孢菌素类)，糖浆剂，口服溶液剂，软膏剂，乳膏剂(含激素类)***2、柳州市柳石路340号：原料药，中药前处理和提取***,"增加最小销售单元为10片/板×4板/盒的包装规格,使用“原研一致”商标，重新设计包装标签。",广西壮族自治区药品监督管理局,2024-01-26,已备案,详情
滇备2024003457,血塞通颗粒,国药准字Z20113072,昆药集团血塞通药业股份有限公司,云南省文山州富宁县新华镇金药路69号,昆药集团血塞通药业股份有限公司,云南省文山州富宁县新华镇金药路69号,1、修订本规格12袋/盒；24袋/盒说明书中【执行标准】的内容。,云南省药品监督管理局,2024-01-26,2024年01月26日，撤销备案,详情
吉备2024003101,门冬胰岛素50注射液,国药准字S20230074,惠升生物制药股份有限公司,吉林省梅河口市爱民东大街1088号,惠升生物制药股份有限公司,吉林省梅河口市爱民东大街1088号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更卡式瓶（笔芯），笔式注射器溴化丁基橡胶活塞，笔式注射器用铝盖，笔芯内装有玻璃珠以帮助混匀胰岛素，每盒1支药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-01-26,已备案,详情
桂备2024003278,蛤蚧定喘胶囊,国药准字Z10940033,桂林三金药业股份有限公司,桂林市临桂区人民南路9号,桂林三金药业股份有限公司,桂林市临桂区人民南路9号,蛤蚧定喘胶囊说明书【执行标准】项由“《中国药典》2020年版一部及国家药品监督管理局药品补充申请批件(批件号:2019B02648)。”变更为“《中国药典》2020年版第一增补本”，其余内容不变。,广西壮族自治区药品监督管理局,2024-01-26,已备案,详情
赣备2024002715,大活络丸,国药准字Z36020258,江西国药有限责任公司,江西省南昌市南昌县小蓝经济技术开发区河泊路388号,江西国药有限责任公司,江西省南昌市南昌县小蓝经济技术开发区河泊路388号,"修订本品说明书：
一、【不良反应】项增加：
上市后不良反应监测数据显示大活络制剂可见以下不良反应：
消化系统：恶心、呕吐、胃不适、腹胀、腹痛、腹泻、便秘、口干等，有肝功能异常个案报告。
皮肤：皮疹、瘙痒等。
神经系统：头晕、头痛等，有局部麻木个案报告。
心血管系统：心悸等，有心律失常个案报告。
其他：胸闷、乏力、过敏或过敏样反应等，有少尿个案报告。
二、【禁忌】项增加：
1.孕妇禁用。
2.对本品及所含成份过敏者禁用。
三、【注意事项】项增加：
1.本品不宜长期服用。
2.用药后如果出现心悸，心慌，胸闷，口、舌、四肢等局部麻木症状，请咨询医生。",江西省药品监督管理局,2024-01-26,已备案,详情
琼备2024003118,注射用维生素C,国药准字H20093562,海口市制药厂有限公司,海南省海口市秀英区南海大道192号,海口市制药厂有限公司,海南省海口市秀英区南海大道192号,注射用维生素C（批准文号：国药准字H20093562，规格：1.0g），在海口市秀英区南海大道192号的PF车间生产线1，变更制剂生产工艺：变更分装速度、轧盖速度。,海南省药品监督管理局,2024-01-26,2024年02月26日，撤销备案,详情
湘备2024000186,风寒感冒颗粒,国药准字Z43020521,江右制药（常德）有限公司,湖南省常德市安乡县工业园区,怀化正好制药有限公司,湖南省怀化市河西新区,按照《国家药监局关于修订风寒感冒颗粒、穿心莲注射液药品说明书的公告》（2023年第139号）要求，修订风寒感冒颗粒（规格：每袋重8克）的说明书、包装标签中【警示语】、【禁忌】、【不良反应】和【注意事项】项相关内容，其内容的准确性和完整性由企业负责。,湖南省药品监督管理局,2024-01-26,已备案,详情
桂备2024003397,藿香正气水,国药准字Z45020216,广西慧宝源医药科技有限公司,广西中马钦州产业园区中马大街2号,广西慧宝源医药科技有限公司,广西中马钦州产业园区中马大街2号,本品申请更换注册商标，使用新的包装，说明书、标签样式发生改变，调整标签颜色及版面。,广西壮族自治区药品监督管理局,2024-01-26,已备案,详情
闽备2024004926,利巴韦林葡萄糖注射液,国药准字H20046411,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004902,酚磺乙胺注射液,国药准字H35020014,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004900,水杨酸甲酯气雾剂,国药准字H35021187,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
