备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
陕备2024017924,参芪丸,国药准字Z61020749,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,西安阿房宫药业股份有限公司,陕西省西咸新区沣西新城沣润西路2772号,将该药品注册地址（上市许可持有人地址）由西安经济技术开发区明光路41号变更为陕西省西咸新区沣西新城沣润西路2772号。,陕西省药品监督管理局,2024-05-15,已备案,详情
桂备2024017103,感冒解热颗粒,国药准字Z45021865,广西双蚁药业有限公司,广西来宾市立新路388号,广西双蚁药业有限公司,1、广西来宾市立新路388号；2、 广西来宾市河南工业园凤翔路11号,在药品标签和说明书加上药品上市许可持有人名称和地址内容，重新设计药品包装样式。,广西壮族自治区药品监督管理局,2024-05-15,已备案,详情
吉备2024017642,氯化钠注射液,H20084142,吉林省都邦药业股份有限公司,德惠市经济开发区德大路699号,吉林省都邦药业股份有限公司,吉林省德惠市经济开发区德大路699号,申请对使用直立式聚丙烯输液袋（包材登记号：B20210000768，此登记号以包装系统形式申报，其主体为直立式聚丙烯输液袋，配件为：易折式塑料输液容器用聚丙烯组合盖（包括单阀、双阀）)包装的氯化钠注射液（国药准字H20084142）有效期由24个月延长至36个月进行备案。企业对申报材料真实性和合法性负责，并对药品说明书做相应修改。,吉林省药品监督管理局,2024-05-15,已备案,详情
鲁备2024016804,吡哌酸胶囊,国药准字H22021123,山东淄博新达制药有限公司,淄博高新区鲁泰大道1号,"山东淄博新达制药有限公司,吉林华康药业股份有限公司","淄博高新区鲁泰大道1号,吉林省敦化市华康大街10号",本品增加生产场地：山东淄博新达制药有限公司，淄博高新区鲁泰大道1号普通类车间（03）硬胶囊剂生产线。新生产场地生产产品的说明书和标签中的生产场地信息进行相应修订。,山东省药品监督管理局,2024-05-15,已备案,详情
粤备2024016805,吸入用异丙托溴铵溶液,国药准字H20203453,健康元药业集团股份有限公司,深圳市南山区高新北区朗山路17号健康元药业集团大厦,"健康元海滨药业有限公司,深圳太太药业有限公司","深圳市坪山区坑梓街道金辉路11号,深圳市南山区第五工业区太太药业大厦",吸入用异丙托溴铵溶液（2ml:0.25mg）增加原料药供应商“新乡海滨药业有限公司”，同时修订原料药内控标准。,广东省药品监督管理局,2024-05-15,已备案,详情
Y鲁备2024016736,苯磺酸左氨氯地平,Y20190002116,无,无,山东鲁抗医药股份有限公司,山东省济宁市高新技术开发区东外环路6号、山东省邹城市邹城工业园区华鲁路99号,苯磺酸左氨氯地平在原生产地址（山东省济宁市高新技术开发区东外环路6号）基础上增加生产地址：山东省邹城市邹城工业园区华鲁路99号708车间原料药生产线（多功能合成二线），同时增加混粉步骤，变更部分生产设备。标签生产地址进行相应修订。,山东省药品监督管理局,2024-05-15,已备案,详情
桂备2024016643,补血当归精,国药准字Z45021523,广西正堂药业有限责任公司,广西柳州市鹿寨县城建中西路86号,广西正堂药业有限责任公司,广西柳州市鹿寨县城建中西路86号,1、变更药品包装标签样式。2、其他文字内容保持不变。,广西壮族自治区药品监督管理局,2024-05-15,已备案,详情
黑备2024015236,维生素E烟酸酯胶囊,国药准字H23022578,哈尔滨九真堂制药有限公司,五常市牛家镇华雨路1号,哈尔滨九真堂制药有限公司,五常市牛家镇华雨路1号,变更维生素E烟酸酯胶囊药品上市许可持有人和药品生产企业名称：由哈尔滨华雨制药集团有限公司变更为哈尔滨九真堂制药有限公司,黑龙江省药品监督管理局,2024-05-15,已备案,详情
鲁备2024016802,盐酸氟桂利嗪胶囊,国药准字H32021549,山东淄博新达制药有限公司,淄博高新区鲁泰大道1号,"山东淄博新达制药有限公司,扬州市三药制药有限公司","淄博高新区鲁泰大道1号,扬州市江都区宜陵镇国泰路51号",本品增加生产场地：山东淄博新达制药有限公司，淄博高新区鲁泰大道1号普通类车间（03）硬胶囊剂生产线。新生产场地生产产品的说明书和标签中的生产场地信息进行相应修订。,山东省药品监督管理局,2024-05-15,已备案,详情
苏备2024017102,复方莪术油栓,国药准字H20056109,江苏远恒药业有限公司,徐州经济技术开发区杨山路18号,江苏远恒药业有限公司,徐州经济技术开发区杨山路18号,药品上市许可持有人注册地址和生产企业生产地址发生文字性变更，未发生实质改变，为同一地址。生产地址由“徐州市经济开发区杨山路18号”变更为“徐州经济技术开发区杨山路18号”；注册地址由“徐州经济开发区杨山路18号”变更为“徐州经济技术开发区杨山路18号”。,江苏省药品监督管理局,2024-05-15,已备案,详情
粤备2024014778,金刚藤口服液,国药准字Z20080371,广州健翔药业科技有限公司,广州市黄埔区永安大道128号,/,/,根据2024年02月06日国家药监局发布的关于修订祖卡木制剂、金刚藤制剂和斑秃丸说明书的公告（2024年第11号）对金刚藤口服液说明书不良反应、禁忌、注意事项进行修订。《已上市中药说明书安全信息项内容修订技术指导原则（试行）》对贮藏表述文字性修订。,广东省药品监督管理局,2024-05-15,已备案,详情
皖备2024016703,感冒清胶囊,国药准字Z34020175,芜湖绿叶制药有限公司,中国（安徽）自由贸易试验区芜湖片区九华北路116号,芜湖绿叶制药有限公司,中国（安徽）自由贸易试验区芜湖片区九华北路116号,“感冒清胶囊”原料药盐酸吗啉胍新增供应商：辽源市百康药业有限责任公司。,安徽省药品监督管理局,2024-05-15,已备案,详情
桂备2024017018,喉舒宁片,国药准字Z45021278,广西迪泰制药股份有限公司,广西-东盟经济技术开发区宁武路3号,广西迪泰制药股份有限公司,广西-东盟经济技术开发区宁武路3号,重新设计“12片/板×3板/盒”的药品说明书、包装标签的图案样式，使用经授权的商标“好医生”、“松克”。,广西壮族自治区药品监督管理局,2024-05-15,已备案,详情
Y鲁备2024017388,福多司坦,Y20190006099,无,无,迪嘉药业集团股份有限公司,威海市文登经济开发区天润路268号,因生产许可变更，更新药品注册批准证明性文件载明的药品生产地址，生产地址由“威海市经济开发区天润路268号，合成S01车间S01B生产线，精制R01车间R01D生产线、R01B生产线”变更为“威海市经济开发区天润路268号，合成S01车间S01B生产线，合成S103车间S103A生产线，精制R01车间R01D生产线，精制R103车间R103A生产线”。【该变更同时发生（生产工艺、质量标准、批量及包装标签）变更，获得批准或备案完成后方可上市生产】。,山东省药品监督管理局,2024-05-15,已备案,详情
桂备2024017480,川贝枇杷糖浆,国药准字Z45022409,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,已获得变更内包材和变更有效期备案件，对药品包装标签、说明书进行备案。,广西壮族自治区药品监督管理局,2024-05-15,已备案,详情
粤备2024016506,替硝唑氯化钠注射液,国药准字H20033705,广东科伦药业有限公司,广东梅州高新技术产业园区（滨江东路5号）（一照多址）,广东科伦药业有限公司,广东省梅州市环市西路上黄塘,本品上市许可持有人注册地址由广东省梅州市环市西路上黄塘变更为广东梅州高新技术产业园区（滨江东路5号）（一照多址）。,广东省药品监督管理局,2024-05-15,已备案,详情
桂备2024017586,清火栀麦片,国药准字Z45020532,广西正堂药业有限责任公司,广西柳州市鹿寨县城建中西路86号,广西正堂药业有限责任公司,广西柳州市鹿寨县城建中西路86号,"1、变更药品说明书。原商标“冰叶”变更为“乐谦康”。
2、变更药品包装标签样式。原商标“冰叶”变更为“乐谦康”。
3、其他文字内容保持不变。",广西壮族自治区药品监督管理局,2024-05-15,已备案,详情
吉备2024017639,氯化钠注射液,H20033847,吉林省都邦药业股份有限公司,德惠市经济开发区德大路699号,吉林省都邦药业股份有限公司,吉林省德惠市经济开发区德大路699号,申请对使用直立式聚丙烯输液袋（包材登记号：B20210000768，此登记号以包装系统形式申报，其主体为直立式聚丙烯输液袋，配件为：易折式塑料输液容器用聚丙烯组合盖（包括单阀、双阀））包装的氯化钠注射液（国药准字H20033847）有效期由24个月延长至36个月进行备案。企业对申报材料真实性和合法性负责，并对药品说明书做相应修改。,吉林省药品监督管理局,2024-05-15,已备案,详情
川备2024017840,注射用阿奇霉素,国药准字H20064850,成都天台山制药股份有限公司,四川省邛崃市天兴大道88号,成都天台山制药股份有限公司,四川省邛崃市天兴大道88号针剂Ⅱ车间冻干2线，四川省邛崃市天兴大道88号针剂Ⅱ车间冻干1线,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由成都天台山制药有限公司变更为成都天台山制药股份有限公司;生产企业地址由四川省邛崃市天兴大道88号变更为四川省邛崃市天兴大道88号针剂Ⅱ车间冻干2线，四川省邛崃市天兴大道88号针剂Ⅱ车间冻干1线,四川省药品监督管理局,2024-05-15,已备案,详情
苏备2024017093,马昔腾坦片,国药准字H20243313,南京泽恒医药技术开发有限公司,南京市栖霞区仙林街道纬地路9号江苏生命科技园D6栋903、905、907室,江苏云阳集团药业有限公司,江苏丹阳经济开发区顺康路18号,《化学药品说明书及标签药学相关信息撰写指导原则（试行）》指出，应列出全部辅料名称，包含含量较低的辅料，不包括仅在生产过程中使用并最终去除的溶剂等。申请人根据已批准药品注册证书2024S00370附件生产工艺信息表（CYHS2201679-SCGY-20240307135344），在说明书（CYHS2201679-SMS-20240307135400）应完善列出全部辅料名称并将生产过程中使用并最终去除的溶剂将其从说明书辅料项中删除。,江苏省药品监督管理局,2024-05-15,已备案,详情
皖备2024017294,盐酸多巴胺注射液,国药准字H20233519,合肥亿帆生物制药有限公司,安徽省合肥市经开区文山路与繁华大道交口,合肥亿帆生物制药有限公司,安徽省合肥市经开区文山路与繁华大道交口,盐酸多巴胺注射液（5ml:100mg）在原批准的“色水检漏、人工灯检”的基础上增加“设备高压放电检漏、设备灯检”，已完成相关验证工作，验证结果符合相关要求。,安徽省药品监督管理局,2024-05-15,已备案,详情
吉备2024017641,氯化钠注射液,H20033350,吉林省都邦药业股份有限公司,德惠市经济开发区德大路699号,吉林省都邦药业股份有限公司,吉林省德惠市经济开发区德大路699号,申请对使用直立式聚丙烯输液袋（包材登记号：B20210000768，此登记号以包装系统形式申报，其主体为直立式聚丙烯输液袋，配件为：易折式塑料输液容器用聚丙烯组合盖（包括单阀、双阀））包装的氯化钠注射液（国药准字H20033350）有效期由24个月延长至36个月进行备案。企业对申报材料真实性和合法性负责，并对药品说明书做相应修改。,吉林省药品监督管理局,2024-05-15,已备案,详情
桂备2024017478,罗汉果止咳糖浆,国药准字Z45022204,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,已获得变更内包材和变更有效期备案件，对药品包装标签、说明书进行备案。,广西壮族自治区药品监督管理局,2024-05-15,已备案,详情
陕备2024017406,滑膜炎片,国药准字Z20090577,西安大唐制药集团有限公司,陕西省西安市高新区草堂街办草堂科技产业基地草堂四路1号,西安大唐制药集团有限公司,西安市高新区草堂科技产业基地草堂四路1号,"根据《药品说明书和标签管理规定》（第24号局令）》、《药品注册管理办法》等法律法规，按照国家药品监督管理局发布的《国家药监局关于修订滑膜炎制剂说明书的公告》（2024年第20号）的要求，修订滑膜炎片说明书中的【不良反应】、【禁忌】和【注意事项】项，
【不良反应】项修改为
监测数据显示，本品可见以下不良反应报告：
胃肠系统：恶心、呕吐、腹泻、腹痛、腹胀、腹部不适、烧心、胃灼热、嗳气、口干、口苦、反酸等。
皮肤及皮下组织：皮疹、瘙痒、潮红、丘疹、红斑、荨麻疹等。
神经系统：头晕、头痛、嗜睡等。
心血管系统：心悸、血压升高等。
其他：乏力、胸部不适、食欲减退、过敏反应等。
【禁忌】项修改为对本品及所含成份过敏者禁用。
【注意事项】项内容不变，不作修改。
同时修改药品说明书和标签样式。",陕西省药品监督管理局,2024-05-15,已备案,详情
冀备2024017706,小儿清肺化痰颗粒,国药准字Z13020794,神威药业集团有限公司,河北省石家庄市栾城区石栾大街168号,神威药业集团有限公司,河北省石家庄市栾城区石栾大街168号,申请备案本品有效期变更(由“36个月”延长至“48个月”)。申请人对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-05-15,已备案,详情
豫备2024017367,清热解毒片,国药准字Z41021015,河南百年康鑫药业有限公司,郸城县金星路168号,河南百年康鑫药业有限公司,郸城县金星路168号,依据国家药监局关于清喉咽颗粒等3种处方药转换为非处方药的公告（2024年第22号）文件，对说明书【不良反应】、【禁忌】、【注意事项】进行了修订。,河南省药品监督管理局,2024-05-15,已备案,详情
浙备2024017410,氧,国药准字H33022687,宁波百方气体有限公司,宁波市鄞州区东吴镇南村大岙,宁波百方气体有限公司,宁波市鄞州区东吴镇南村大岙,新增原料药供应商绍兴梅塞尔气体产品有限公司,浙江省药品监督管理局,2024-05-15,已备案,详情
苏备2024017104,阿奇霉素胶囊,国药准字H20083315,苏州二叶制药有限公司,苏州市相城区黄埭镇东桥安民路2号,苏州二叶制药有限公司,苏州市相城区黄埭镇东桥安民路2号,根据《已上市化学药品药学变更研究技术指导原则(试行)》的要求，申请本品使用的原料药阿奇霉素供应商在“浙江国邦药业有限公司”的基础上增加“黄石世星药业有限责任公司”。,江苏省药品监督管理局,2024-05-15,已备案,详情
浙备2024017410,氧,国药准字H33022687,宁波百方气体有限公司,宁波市鄞州区东吴镇南村大岙,宁波百方气体有限公司,宁波市鄞州区东吴镇南村大岙,新增原料药供应商绍兴梅塞尔气体产品有限公司,浙江省药品监督管理局,2024-05-15,已备案,详情
黑备2024015236,维生素E烟酸酯胶囊,国药准字H23022578,哈尔滨九真堂制药有限公司,五常市牛家镇华雨路1号,哈尔滨九真堂制药有限公司,五常市牛家镇华雨路1号,变更维生素E烟酸酯胶囊药品上市许可持有人和药品生产企业名称：由哈尔滨华雨制药集团有限公司变更为哈尔滨九真堂制药有限公司,黑龙江省药品监督管理局,2024-05-15,已备案,详情
鲁备2024016802,盐酸氟桂利嗪胶囊,国药准字H32021549,山东淄博新达制药有限公司,淄博高新区鲁泰大道1号,"山东淄博新达制药有限公司,扬州市三药制药有限公司","淄博高新区鲁泰大道1号,扬州市江都区宜陵镇国泰路51号",本品增加生产场地：山东淄博新达制药有限公司，淄博高新区鲁泰大道1号普通类车间（03）硬胶囊剂生产线。新生产场地生产产品的说明书和标签中的生产场地信息进行相应修订。,山东省药品监督管理局,2024-05-15,已备案,详情
苏备2024017102,复方莪术油栓,国药准字H20056109,江苏远恒药业有限公司,徐州经济技术开发区杨山路18号,江苏远恒药业有限公司,徐州经济技术开发区杨山路18号,药品上市许可持有人注册地址和生产企业生产地址发生文字性变更，未发生实质改变，为同一地址。生产地址由“徐州市经济开发区杨山路18号”变更为“徐州经济技术开发区杨山路18号”；注册地址由“徐州经济开发区杨山路18号”变更为“徐州经济技术开发区杨山路18号”。,江苏省药品监督管理局,2024-05-15,已备案,详情
粤备2024014778,金刚藤口服液,国药准字Z20080371,广州健翔药业科技有限公司,广州市黄埔区永安大道128号,/,/,根据2024年02月06日国家药监局发布的关于修订祖卡木制剂、金刚藤制剂和斑秃丸说明书的公告（2024年第11号）对金刚藤口服液说明书不良反应、禁忌、注意事项进行修订。《已上市中药说明书安全信息项内容修订技术指导原则（试行）》对贮藏表述文字性修订。,广东省药品监督管理局,2024-05-15,已备案,详情
吉备2024017639,氯化钠注射液,H20033847,吉林省都邦药业股份有限公司,德惠市经济开发区德大路699号,吉林省都邦药业股份有限公司,吉林省德惠市经济开发区德大路699号,申请对使用直立式聚丙烯输液袋（包材登记号：B20210000768，此登记号以包装系统形式申报，其主体为直立式聚丙烯输液袋，配件为：易折式塑料输液容器用聚丙烯组合盖（包括单阀、双阀））包装的氯化钠注射液（国药准字H20033847）有效期由24个月延长至36个月进行备案。企业对申报材料真实性和合法性负责，并对药品说明书做相应修改。,吉林省药品监督管理局,2024-05-15,已备案,详情
川备2024017840,注射用阿奇霉素,国药准字H20064850,成都天台山制药股份有限公司,四川省邛崃市天兴大道88号,成都天台山制药股份有限公司,四川省邛崃市天兴大道88号针剂Ⅱ车间冻干2线，四川省邛崃市天兴大道88号针剂Ⅱ车间冻干1线,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由成都天台山制药有限公司变更为成都天台山制药股份有限公司;生产企业地址由四川省邛崃市天兴大道88号变更为四川省邛崃市天兴大道88号针剂Ⅱ车间冻干2线，四川省邛崃市天兴大道88号针剂Ⅱ车间冻干1线,四川省药品监督管理局,2024-05-15,已备案,详情
苏备2024017093,马昔腾坦片,国药准字H20243313,南京泽恒医药技术开发有限公司,南京市栖霞区仙林街道纬地路9号江苏生命科技园D6栋903、905、907室,江苏云阳集团药业有限公司,江苏丹阳经济开发区顺康路18号,《化学药品说明书及标签药学相关信息撰写指导原则（试行）》指出，应列出全部辅料名称，包含含量较低的辅料，不包括仅在生产过程中使用并最终去除的溶剂等。申请人根据已批准药品注册证书2024S00370附件生产工艺信息表（CYHS2201679-SCGY-20240307135344），在说明书（CYHS2201679-SMS-20240307135400）应完善列出全部辅料名称并将生产过程中使用并最终去除的溶剂将其从说明书辅料项中删除。,江苏省药品监督管理局,2024-05-15,已备案,详情
皖备2024017294,盐酸多巴胺注射液,国药准字H20233519,合肥亿帆生物制药有限公司,安徽省合肥市经开区文山路与繁华大道交口,合肥亿帆生物制药有限公司,安徽省合肥市经开区文山路与繁华大道交口,盐酸多巴胺注射液（5ml:100mg）在原批准的“色水检漏、人工灯检”的基础上增加“设备高压放电检漏、设备灯检”，已完成相关验证工作，验证结果符合相关要求。,安徽省药品监督管理局,2024-05-15,已备案,详情
豫备2024017463,甘露醇注射液,国药准字H32020533,辅仁药业集团有限公司,鹿邑县产业集聚区、同源路1号,辅仁药业集团有限公司,河南省鹿邑县玄武经济开发区,甘露醇注射液说明书“注意事项”项下增加：运动员慎用。,河南省药品监督管理局,2024-05-15,已备案,详情
豫备2024017244,倍他米松磷酸钠注射液,国药准字H20237102,遂成药业股份有限公司,新郑市庆安路219号,遂成药业股份有限公司,河南省新郑市庆安路,根据生产需要，1、该品种在原生产地址“河南省新郑市人民东路”的基础上，新增生产地址“河南省新郑市庆安路”；2、该品种所用原料药倍他米松磷酸钠增加新的供应商为：津药药业股份有限公司。并对变更后的说明书、标签进行备案。,河南省药品监督管理局,2024-05-15,已备案,详情
粤备2024016747,复方氨基酸注射液(18AA-Ⅶ),国药准字H20020157,广州绿十字制药股份有限公司,广州经济技术开发区蕉园路2号,广州绿十字制药股份有限公司,广东省广州经济技术开发区蕉园路2号,本品新增制剂所用原料药苯丙氨酸供应商湖北省八峰药化股份有限公司（登记号：Y20190009537，状态A），苏氨酸供应商湖北省八峰药化股份有限公司（登记号：Y20190009534，状态A），丙氨酸供应商湖北省八峰药化股份有限公司（登记号：Y20190009531，状态A），门冬氨酸供应商湖北省八峰药化股份有限公司（登记号：Y20190009528，状态A），脯氨酸供应商湖北省八峰药化股份有限公司（登记号：Y20190009536，状态A），甘氨酸供应商湖北省八峰药化股份有限公司（登记号：Y20190009533，状态A），半胱氨酸供应商武汉远大弘元股份有限公司（登记号：Y20200000845，状态A）。,广东省药品监督管理局,2024-05-15,已备案,详情
豫备2024017199,异烟肼注射液,国药准字H41021182,遂成药业股份有限公司,新郑市庆安路219号,遂成药业股份有限公司,河南省新郑市庆安路,根据生产需要，该品种在原生产地址“河南省新郑市人民东路”的基础上，新增生产地址“河南省新郑市庆安路”。同时对新增生产地址的说明书、标签进行备案。,河南省药品监督管理局,2024-05-15,已备案,详情
苏备2024017428,肠内营养乳剂(TPF-D),国药准字H20183301,费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,变更原料药供应商，根据《已上市化学药品药学变更研究技术指导原则（试行）》，申请增加本品原料药氟化钠的生产商，即在“Merck KgaA”的基础上增加“国药集团化学试剂有限公司”。,江苏省药品监督管理局,2024-05-15,已备案,详情
豫备2024017487,注射用尿激酶,国药准字H2007225,辅仁药业集团有限公司,鹿邑县产业集聚区、同源路1号,辅仁药业集团有限公司,河南省鹿邑县玄武经济开发区,注射用尿激酶说明书“注意事项”项下增加：运动员慎用。,河南省药品监督管理局,2024-05-15,已备案,详情
陕备2024017785,盐酸莫西沙星氯化钠注射液,国药准字H20233413,西安京西双鹤药业有限公司,西安市鄠邑区古城路,西安京西双鹤药业有限公司,西安市鄠邑区古城路,在包装的标签、说明书上增加通过“仿制药一致性评价”的标志，其它内容不变。,陕西省药品监督管理局,2024-05-15,已备案,详情
桂备2024017481,川贝清肺糖浆,国药准字Z45022199,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,已获得变更内包材和变更有效期备案件，对药品包装标签、说明书进行备案。,广西壮族自治区药品监督管理局,2024-05-15,已备案,详情
蒙备2024016936,肉蔻五味丸,国药准字Z15020881,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,申请变更肉蔻五味丸包装规格“聚氯乙烯固体药用硬片、药品包装用铝箔包装，30粒/板×1板/盒”变更为“聚氯乙烯固体药用硬片、药品包装用铝箔包装，10粒/板×3板/盒”，并对其说明书及标签进行修改。2.执行国家药品监督管理局国家药品标准补充颁布件批件号：2023B016。申请人对申报资料的真实性、准确性、完整性、规范性负责。,内蒙古自治区药品监督管理局,2024-05-15,已备案,详情
