备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
鄂备2024010110,注射用阿昔洛韦,国药准字H20013057,武汉人福药业有限责任公司,湖北省武汉东湖新技术开发区生物园路8号,武汉人福药业有限责任公司,湖北省武汉东湖新技术开发区生物园路8号,在药品说明书和包装标签上增加“通过仿制药一致性评价标识”。,湖北省药品监督管理局,2024-03-28,已备案,详情
湘备2024007776,注射用头孢他啶/5%葡萄糖注射液,国药准字H20213747,湖南科伦制药有限公司,岳阳县城关镇荣新路（县生态工业园3号）,湖南科伦制药有限公司,湖南省岳阳县生态工业园区,"我公司注射用头孢他啶/5%葡萄糖注射液【粉体室：1.0g（按C₂₂H₂₂N₆O₇S₂计）；液体室：50ml：2.5g；批准文号：国药准字H20213747】变更制剂生产场地：增加同一生产地址内的其他生产线，""湖南科伦制药有限公司双室袋输液车间F线""增加""湖南科伦制药有限公司双室袋输液车间AC线""。",湖南省药品监督管理局,2024-03-28,已备案,详情
津备2024011146,精蛋白人胰岛素注射液,国药准字S20227001,诺和诺德（中国）制药有限公司,天津经济技术开发区南海路,诺和诺德（中国）制药有限公司,天津经济技术开发区南海路99号,诺和诺德（中国）制药有限公司申请变更精蛋白人胰岛素注射液（300IU/3ml/支（特充））制造与检定规程附录2 中“笔式注射器用硼硅玻璃套筒”的供应商名称，由“肖特瑞士公司;肖特瑞士公司;肖特玻璃科技（苏州）有限公司”变更为“SCHOTT Pharma Schweiz AG；SCHOTT Pharma Schweiz AG；肖特药品包装（浙江）有限公司”，实际药包材未发生变化。,天津市药品监督管理局,2024-03-28,已备案,详情
津备2024011028,阿加曲班注射液,国药准字H20223457,天津药物研究院药业有限责任公司,天津滨海高新区滨海科技园惠新路29号,成都市海通药业有限公司,成都市海峡两岸科技产业开发园柳台大道222号,天津药物研究院药业有限责任公司申请变更阿加曲班注射液药品有效期，药品有效期由“24个月”变更为“36个月”。,天津市药品监督管理局,2024-03-28,已备案,详情
浙备2024008335,奥美沙坦酯氢氯噻嗪片,国药准字H20233037,宁波美舒医药科技有限公司,浙江省宁波高新区冬青路378号001幢4层1-Y44,宁波美诺华天康药业有限公司,宁波市大榭开发区滨海西路85号,本品有效期由“24个月”变更为“36个月”，并对质量标准和说明书作出相应修订,浙江省药品监督管理局,2024-03-28,2024年05月14日，撤销备案,详情
琼备2024010628,尼麦角林片,国药准字H10980103,海南科莱维药业有限公司,海南省海口市琼山区国兴大道2号海航豪庭南苑一区1栋603室、603A室,海南赞邦制药有限公司,海南省海口市科园路20号,根据国家局《关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号）的相关要求，我司品种尼麦角林片说明书及标签中增加通过一致性评价的标识。,海南省药品监督管理局,2024-03-28,已备案,详情
皖备2024010101,地氯雷他定口服溶液,国药准字H20213651,合肥恩瑞特药业有限公司,安徽省合肥市肥西县经济开发区文山路10号,合肥恩瑞特药业有限公司,安徽省合肥市经开区桃花工业园文山路10号,（1）包材变更：将口服液体药用聚酯瓶（与药品直接接触的材质：聚酯（PET），生产厂家：西安方正塑料品制造有限公司）变更为口服液体药用高密度聚乙烯瓶（与药品直接接触的材质：高密度聚乙烯（HDPE），生产厂家：西安方正塑料品制造有限公司）。将口服药用高密度聚乙烯压旋盖（与药品直接接触的材质：高密度聚乙烯（HDPE），生产厂家：西安方正塑料品制造有限公司）变更为口服制剂用儿童安全盖（与药品直接接触的材质：低密度聚乙烯（LDPE），生产厂家：石家庄鑫富达医药包装有限公司）。（2）设备变更：由原灌装设备RQG-8 8泵灌装旋盖机变更为ZGX12直线式灌装旋盖机（SK-051）及配套的GSLP高速理瓶机（SK-050），变更前后设备的设计和工作原理相同。,安徽省药品监督管理局,2024-03-28,已备案,详情
鄂备2024010238,磷酸奥司他韦颗粒,国药准字H20080763,宜昌东阳光长江药业股份有限公司,湖北省宜昌宜都市滨江路38号,宜昌东阳光长江药业股份有限公司,湖北省宜昌宜都市滨江路38号；湖北省宜昌宜都市东阳光3号工业园,"我公司对本品进行如下变更：
1.处方变更：增加矫味剂三氯蔗糖，其增加用量占处方总重量的0.90%；减少填充剂蔗糖用量，其减少用量占处方总重量的0.90%。
2.生产工艺变更：原料药过筛方式由手工过筛变更为移动式整粒机过筛；增加三氯蔗糖混合和过筛操作；变更总混时间；变更总混加料顺序。",湖北省药品监督管理局,2024-03-28,已备案,详情
滇备2024010497,Sabin株脊髓灰质炎灭活疫苗(Vero细胞),国药准字S20150002,中国医学科学院医学生物学研究所,云南省昆明市茭菱路935号,中国医学科学院医学生物学研究所,云南省昆明高新区马金铺灯盏花街168号,申请Sabin株脊髓灰质炎灭活疫苗（Vero细胞）成品检定项目“Vero细胞DNA残留量”的检定方法执行《中国药典》2020版 第一增补本中“Sabin株脊髓灰质炎灭活疫苗（Vero细胞）的成品检定项目Vero细胞DNA残留量的检测方法为 通则3407 外源性DNA残留测定法 第三法 定量PCR法”。,云南省药品监督管理局,2024-03-28,已备案,详情
鄂备2024010110,注射用阿昔洛韦,国药准字H20013057,武汉人福药业有限责任公司,湖北省武汉东湖新技术开发区生物园路8号,武汉人福药业有限责任公司,湖北省武汉东湖新技术开发区生物园路8号,在药品说明书和包装标签上增加“通过仿制药一致性评价标识”。,湖北省药品监督管理局,2024-03-28,已备案,详情
粤备2024010314,左卡尼汀注射液,国药准字H20123303,广东健信制药股份有限公司,汕头市濠江区三联工业区珠浦片区健信医药工业园,广东星昊药业有限公司,中山火炬开发区国家健康基地内健康路17号,"1.本品增加受托生产企业：“广东星昊药业有限公司”，生产地址为“中山火炬开发区国家健康基地内健康路17号”。
2.关联变更生产工艺：（1）变更灭菌设备；（2）变更检漏设备以及检漏方式；（3）变更不影响制剂关键质量属性的工艺参数：①取消了初滤和精滤过程中药液温度的控制；②配液到除菌过滤时间由原先“4小时内”变更为“8小时内”；③除菌后药液灌装时限由原先“8小时内灌装完毕”变更为“14小时内灌装完毕”；④灌装后的半成品灭菌时限由原先“1小时内灭菌”变更为“2小时内灭菌”。
3.药品说明书及包装标签作相应修订。",广东省药品监督管理局,2024-03-28,已备案,详情
甘备2024009797,理中丸(党参理中丸 浓缩丸),国药准字Z62020663,兰州佛慈制药股份有限公司,甘肃省兰州市兰州新区华山路2289号,兰州佛慈制药股份有限公司,甘肃省兰州市兰州新区华山路2289号,按照原国家食品药品监督管理局24号令、国家药监局关于发布《药品追溯码标识规范》等2项信息化标准的公告（2022年第50号）的相关内容要求等有关规定，企业申请理中丸(党参理中丸 浓缩丸)在原包装规格基础上增加100丸/瓶的包装规格，同时修改说明书和包装标签的相关内容。本产品长期未生产。,甘肃省药品监督管理局,2024-03-28,已备案,详情
苏备2024000563,盐酸利多卡因注射液,国药准字H20023165,江苏九旭药业有限公司,睢宁经济开发区九旭大道998号,江苏九旭药业有限公司,睢宁经济开发区九旭大道998号,根据药品再注册批件（批件号：2020R003164）和药品补充申请批件（批件号：苏B201400138）要求，已完成相关研究、检查、检验工作，现恢复生产。,江苏省药品监督管理局,2024-03-28,已备案,详情
桂备2024010711,复方感冒灵颗粒,国药准字Z45021022,广西维威制药有限公司,南宁市防城港路10号,广西维威制药有限公司,南宁市防城港路10号,"1、重新修订复方感冒灵颗粒“14克×9袋/盒”和“14克×15袋/盒”包装规格的内包装标签和中盒。
2、注册商标为“新感林”。
3、原说明书保持不变。",广西壮族自治区药品监督管理局,2024-03-28,已备案,详情
鄂备2024010398,布洛芬软胶囊,国药准字H20223377,人福普克药业(武汉)有限公司,湖北省武汉东湖新技术开发区神墩二路99号,人福普克药业(武汉)有限公司,湖北省武汉东湖新技术开发区神墩二路99号,布洛芬软胶囊（0.2g）新增包装材质：药用铝箔和聚氯乙烯/聚偏二氯乙烯固体药用复合硬片。,湖北省药品监督管理局,2024-03-28,已备案,详情
皖备2024010404,二丁颗粒,国药准字Z34020386,上海庆安药业集团宿州制药有限公司,安徽省宿州市淮河东路,南京同仁堂黄山精制药业有限公司,黄山市徽州区松奇路1号,"持有人的二丁颗粒浸膏提取工艺流程是：提取→过滤→一次浓缩→过滤→二次浓缩→ 收膏。受托方根据受托方的设备特点，二丁颗粒浸膏提取工艺流程为：
提取→过滤→一次浓缩→二次浓缩→收膏时过滤。因双方提取设备不同导致的工艺不同，特进行备案。",安徽省药品监督管理局,2024-03-28,已备案,详情
晋备2024010791,萘普生钠片,国药准字H14023592,山西皇城相府药业股份有限公司,山西省晋城开发区经一路,山西皇城相府药业股份有限公司,山西省晋城市经济技术开发区,根据《山西省药品说明书适老化及无障碍改革试点工作方案》文件要求，提供纸质药品说明书(简化版)，电子药品说明书(完整版)及药品说明书的语音播报服务。,山西省药品监督管理局,2024-03-28,已备案,详情
Y苏备2024001660,盐酸溴己新,国药准字H20083807登记号Y20190007187,无,无,太仓制药厂,太仓市城厢镇新毛区毛观堂桥堍、太仓港港口开发区石化区滨海路8号,药品再注册批准通知书（2023R001291）要求，已完成现场检查和检验工作，现恢复生产.,江苏省药品监督管理局,2024-03-28,已备案,详情
湘备2024007776,注射用头孢他啶/5%葡萄糖注射液,国药准字H20213747,湖南科伦制药有限公司,岳阳县城关镇荣新路（县生态工业园3号）,湖南科伦制药有限公司,湖南省岳阳县生态工业园区,"我公司注射用头孢他啶/5%葡萄糖注射液【粉体室：1.0g（按C₂₂H₂₂N₆O₇S₂计）；液体室：50ml：2.5g；批准文号：国药准字H20213747】变更制剂生产场地：增加同一生产地址内的其他生产线，""湖南科伦制药有限公司双室袋输液车间F线""增加""湖南科伦制药有限公司双室袋输液车间AC线""。",湖南省药品监督管理局,2024-03-28,已备案,详情
鄂备2024011001,盐酸克林霉素注射液,国药准字H20058608,宜昌人福药业有限责任公司,湖北省宜昌开发区大连路19号,宜昌人福药业有限责任公司,湖北宜昌开发区大连路19号，湖北省宜昌市东临路517号,申请：1、在原批准的100万ml/批批量基础上新增65万ml/批批量；2、变更不影响制剂关键质量属性的工艺参数，包括①.网带运行速度变更为“250mm/min”；②.配料搅拌速度变更为“400rpm”；③.加入30%注射用水预溶原辅料变更为“加入50%注射用水预溶原辅料”；④.灌封速度变更为“≤520支/分钟”；3、主药溶解到除菌过滤开始时限变更为“5小时内完成”；4、除菌过滤开始至灌封结束时限变更为“9小时内完成”；5、检漏设备由水浴灭菌器变更为灯检检漏一体机，检漏参数变更为“高压电压”和“电流上限”。,湖北省药品监督管理局,2024-03-28,已备案,详情
琼备2024010983,罗红霉素分散片,国药准字H20000125,海南惠普森医药生物技术有限公司,海口市保税区C09-2,海南惠普森医药生物技术有限公司,海口市保税区C09-2,变更制剂生产工艺：变更原料药罗红霉素内控标准的分析方法。,海南省药品监督管理局,2024-03-28,已备案,详情
桂备2024010798,胃灵合剂,国药准字Z45020385,广西慧宝源医药科技有限公司,广西中马钦州产业园区中马大街2号,广西慧宝源医药科技有限公司,广西中马钦州产业园区中马大街2号,因销售需求，包装规格“口服液体药用聚酯瓶：每瓶装100ml：110ml/瓶×1瓶/盒”的本品申请更换注册商标，使用新包装，修改说明书、标签样式，调整颜色及版面。,广西壮族自治区药品监督管理局,2024-03-28,已备案,详情
晋备2024008380,阿莫西林颗粒,国药准字H14023829,山西同达药业有限公司,大同市经济开发区第一医药工业园区,山西同达药业有限公司,山西省大同市经济技术开发区第一医药园区,变更制剂所用原料药供应商：该制剂品种中阿莫西林的原料药供应商为珠海联邦制药股份有限公司和联邦制药（内蒙古）有限公司，现申请增加阿莫西林的原料药供应商内蒙古常盛制药有限公司（登记号为：Y20190009546，与制剂共同审评审批结果为“A”）,山西省药品监督管理局,2024-03-28,已备案,详情
晋备2024004280,盐酸吗啉胍片,国药准字H14023494,大同市卫华药业有限责任公司,大同市云州区倍加造工业园区,大同市卫华药业有限责任公司,山西省大同市云州区倍加造工业园区,变更制剂所有原料药的供应商：该制剂品种中盐酸吗啉胍的原料药供应商为“山西津华晖星制药有限公司”现增加“辽源市百康药业有限责任公司”的原料供应商（登记号：Y20190002159，与制剂共同审评审批结果“A”）。,山西省药品监督管理局,2024-03-28,已备案,详情
浙备2024008731,氯化钾颗粒,国药准字H20243143,杭州和泽坤元药业有限公司,浙江省杭州市钱塘区福城路400号2幢409室,四川科伦药业股份有限公司,资阳经济技术开发区安岳工业园（安岳县石桥铺镇）,药品说明书、包装标签增加“仿制药一致性评价”标识。,浙江省药品监督管理局,2024-03-28,已备案,详情
苏备2024000562,盐酸利多卡因注射液,国药准字H20023164,江苏九旭药业有限公司,睢宁经济开发区九旭大道998号,江苏九旭药业有限公司,睢宁经济开发区九旭大道998号,根据药品再注册批件（批件号：2020R003163）和药品补充申请批件（批件号：苏B201400138）要求，已完成相关研究、检查、检验工作，现恢复生产。,江苏省药品监督管理局,2024-03-28,已备案,详情
桂备2024010345,小儿止嗽金丹,国药准字Z13020617,广西维威制药有限公司,南宁市防城港路10号,广西维威制药有限公司,南宁市防城港路10号,"1、重新修订小儿止嗽金丹“每盒装6袋”包装规格的药品说明书。
2、重新修订小儿止嗽金丹“每盒装6袋”包装规格的内包装标签和中盒。
3、注册商标为“贝克金丹”。",广西壮族自治区药品监督管理局,2024-03-28,已备案,详情
琼备2024013532,盐酸曲美他嗪胶囊,国药准字H20100145,海南锦麟医药科技有限公司,海南省海口市国家高新技术产业开发区药谷二横路8号海口国家高新区海创谷高新技术产业园A栋三楼B1室,海南海神同洲制药有限公司,海口国家高新区药谷工业园药谷二路6号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由山西华元医药生物技术有限公司变更为海南海神同洲制药有限公司;生产企业地址由山西省朔州怀仁县高新技术工业园区变更为海口国家高新区药谷工业园药谷二路6号,海南省药品监督管理局,2024-03-28,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
冀备2024011009,注射用舒巴坦钠,国药准字H20044801,石药集团欧意药业有限公司,石家庄经济技术开发区扬子路88号,石药集团欧意药业有限公司,石家庄经济技术开发区扬子路88号,"申请备案本品上市销售，同时关联批量变更，原料药供应商变更为“珠海联邦制药股份有限公司”；低硼硅玻璃管制注射剂瓶供应商增加“河北正兴玻璃有限公司”；注射用无菌粉末用卤化丁基橡胶塞供应商增加“河北橡一医药科技股份有限公司”。申请人对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请。",河北省药品监督管理局,2024-03-28,已备案,详情
桂备2024010894,金龙丹颗粒,国药准字B20021032,广西圣民制药有限公司,北海市合浦县平头岭工业园区经一路23号,广西圣民制药有限公司,北海市合浦县平头岭工业园区经一路23号（二车间）,"标签
（一）盒子
一、中盒
1、重新设计排版。
二、小盒
1、重新设计排版。
（二）机膜
1、重新设计排版。
说明书
1、不做变更。",广西壮族自治区药品监督管理局,2024-03-28,已备案,详情
冀备2024011015,盐酸罗哌卡因注射液,国药准字H20113463,河北一品制药股份有限公司,石家庄经济技术开发区三峡路,河北一品制药股份有限公司,石家庄经济技术开发区三峡路,盐酸罗哌卡因注射液所用包材10ml中硼硅玻璃安瓿，新增一家供应商沧州四星玻璃股份有限公司。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-03-28,已备案,详情
桂备2024010584,复方板蓝根颗粒,国药准字Z45021635,广西双蚁药业有限公司,广西来宾市立新路388号,广西双蚁药业有限公司,广西来宾市立新路388号,"修改复方板蓝根颗粒标签样式,文字内容不变。",广西壮族自治区药品监督管理局,2024-03-28,已备案,详情
湘备2024010867,奥美拉唑肠溶片,国药准字H20103295,湖南方盛制药股份有限公司,长沙市高新区麓松路789号,湖南方盛制药股份有限公司,湖南省长沙市麓松路789号 ,变更制剂所用原料药的供应商：增加原料药奥美拉唑供应商（桂林华信制药有限公司，CDE登记号为：Y20190008084，登记状态为A）,湖南省药品监督管理局,2024-03-28,已备案,详情
琼备2024014338,氟康唑胶囊,国药准字H10950186,海南海神同洲制药有限公司,海口国家高新区药谷工业园药谷二路6号,海南海神同洲制药有限公司,海口国家高新区药谷工业园药谷二路6号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由海南全星制药有限公司变更为海南海神同洲制药有限公司;生产企业地址由海南省海口市保税区A06-2变更为海口国家高新区药谷工业园药谷二路6号,海南省药品监督管理局,2024-03-28,已备案,详情
津备2024011157,痰咳净滴丸,国药准字Z20120029,天士力医药集团股份有限公司,天津市北辰区普济河东道2号（天士力现代中药城）,天士力医药集团股份有限公司,天津市北辰区普济河东道2号（天士力现代中药城）,天士力医药集团股份有限公司申请变更痰咳净滴丸药品有效期，药品有效期由“36个月”变更为“48个月”。,天津市药品监督管理局,2024-03-28,已备案,详情
湘备2024010981,注射用头孢噻肟钠,国药准字H43020388,湘北威尔曼制药股份有限公司,湖南浏阳市洞阳乡（生物医药园内）,湘北威尔曼制药股份有限公司,湖南浏阳生物医药工业园,增加注射用头孢噻肟钠原料药头孢噻肟钠的供应商：山东安弘制药有限公司。,湖南省药品监督管理局,2024-03-28,已备案,详情
Y鄂备2024009535,蛋白琥珀酸铁,Y20170000760,无,无,武汉华科大生命科技股份有限公司,湖北省武汉市东湖新技术开发区华工科技园华工园四路3号1栋,"因蛋白琥珀酸铁原料药品种有登记号（登记号：Y20170000760），但无药品批准文号，无法在--药品业务应用系统--生产企业及场地变更--项下变更生产企业名称及生产企业地址，故通过--药品业务应用系统--境内生产药品注册--境内生产药品备案--方式提交生产企业名称变更备案申请。

1. 变更蛋白琥珀酸铁生产企业名称 ，生产企业名称从“武汉华科大生命科技有限公司”变更为“武汉华科大生命科技股份有限公司”，生产企业名称中增加“股份”二字。

2. 变更产品内外标签中生产企业名称。",湖北省药品监督管理局,2024-03-28,已备案,详情
粤备2024010305,小儿感冒宁颗粒,国药准字Z20100067,华润三九医药股份有限公司,深圳市龙华区观湖街道观澜高新园区观清路1号,华润三九医药股份有限公司,深圳市龙华区观湖街道观澜高新园区观清路1号,新增本品“辅料”：三氯蔗糖。,广东省药品监督管理局,2024-03-28,已备案,详情
晋备2024011016,大山楂丸,Z14020189,广盛原中医药有限公司,大同开发区第一医药工业园区,广盛原中医药有限公司,山西省大同市经济技术开发区第一医药园区,本次变更只增加“中华老字号”商标并对大山楂丸（9g*8丸/袋）标签设计颜色进行改变，不涉及其它微小、中等、重大变更。,山西省药品监督管理局,2024-03-28,已备案,详情
桂备2024010300,蛇胆川贝液,国药准字Z45021023,广西维威制药有限公司,南宁市防城港路10号,广西维威制药有限公司,南宁市防城港路10号,"1、重新修订蛇胆川贝液“10毫升×6支/盒，10毫升×10支/盒，10毫升×12支/盒”包装规格的内包装标签和中盒。
2、注册商标为“葫芦世家”。",广西壮族自治区药品监督管理局,2024-03-28,已备案,详情
浙备2024009372,川贝枇杷糖浆,国药准字Z20044379,太极集团浙江东方制药有限公司,浙江省绍兴市越城区卧龙路108号,太极集团浙江东方制药有限公司,浙江省绍兴市越城区卧龙路108号,太极集团浙江东方制药有限公司《药品生产许可证》注册地址名称由“绍兴市卧龙路108号”变更为“浙江省绍兴市越城区卧龙路108号”（实际地址未发生变更）。1.对川贝枇杷糖浆的说明书、标签的“上市许可持有人地址”和“生产地址”由“绍兴市卧龙路108号”变更为“浙江省绍兴市越城区卧龙路108号”（实际地址未发生变更）2.在说明书中增加网址项。3.同时根据《国家药监局关于修订川贝枇杷制剂说明书的公告（2020年第67号）》文件要求将【不良反应】、【禁忌】和【注意事项】按《国家药品监督管理局令第24号》要求进行修订。,浙江省药品监督管理局,2024-03-28,已备案,详情
川备2024008411,乳酸环丙沙星氯化钠注射液,国药准字H20044262,四川美大康佳乐药业有限公司,成都高新区西部园区西芯大道15号,四川美大康佳乐药业有限公司,成都高新区西部园区西芯大道15号,在乳酸环丙沙星氯化钠注射液说明书、包装标签上增加“通过一致性评价”标识。,四川省药品监督管理局,2024-03-28,已备案,详情
皖备2024009852,奥氮平片,国药准字H20203377,合肥英太制药有限公司,合肥市包河大道8号,合肥英太制药有限公司,合肥市包河大道8号,本品“贮藏条件”执行注册标准YBH02672020。,安徽省药品监督管理局,2024-03-28,已备案,详情
鲁备2024010456,注射用哌拉西林钠,0.5g规格：国药准字H37020555。1.0g规格：国药准字H37020553。2.0g规格：国药准字H37020554。,山东安信制药有限公司,济南市历城区董家街道温梁路10678号,山东安信制药有限公司,济南市历城区董家镇849号,本品有效期由12月延长至24月，说明书和包装标签按规定同步修订。,山东省药品监督管理局,2024-03-28,已备案,详情
晋备2024009596,布洛芬片,国药准字H34020900,云鹏医药集团有限公司,山西省临汾市襄汾县医药工业园区云鹏大道19号,云鹏医药集团有限公司,山西襄汾医药工业园区云鹏大道19号,变更制剂所用原料药供应商: 该制剂品种中布洛芬原料为供应商湖北亨迪药业股份有限公司、华中药业股份有限公司，现申请增加布洛芬原料药的供应商SOLARA ACTIVE PHARMA SCIENCES LIMITED(登记号:Y20210000499，与制剂共同审评审批结果“A”）。,山西省药品监督管理局,2024-03-28,已备案,详情
