备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
辽备2024008338,甘精胰岛素,Y20220001350,辽宁博鳌生物制药有限公司,本溪经济技术开发区神农大街55,辽宁博鳌生物制药有限公司,本溪经济技术开发区神农大街55,本次新增甘精胰岛素的原材料供应商按照已上市生物制品药学变更指导原则中规定为药品批准证明文件及其附件载明事项的微小变更，按照备案类变更进行备案。变更事项：新增国药集团化学试剂有限公司（上海沃凯生物技术有限公司）氯化锌用于甘精胰岛素结晶工序、氨水用于甘精胰岛素发酵工序；新增廊坊鹏彩精细化工有限公司尿素用于甘精胰岛素变复性工序。,辽宁省药品监督管理局,2024-03-13,已备案,详情
湘备2024008614,四物膏,国药准字Z20026272,湖南九典制药股份有限公司,长沙市浏阳经济技术开发区健康大道1号,湖南九典制药股份有限公司,长沙市浏阳经济技术开发区健康大道1号,将四物膏有效期由24个月延长至30个月；直接接触药品的包装材料和容器：聚酯/铝/聚乙烯药品包装用复合膜。按规定修改说明书，其内容的真实性、准确性和完整性由企业负责。,湖南省药品监督管理局,2024-03-13,已备案,详情
苏备2024008118,单硝酸异山梨酯胶囊,国药准字H20000214,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）的有关要求，本品注册标准由《中国药典》2020年版二部变更为《中国药典》2020年版第一增补本。本品长期未生产，恢复生产前需完成方法学研究验证。,江苏省药品监督管理局,2024-03-13,已备案,详情
滇备2024008433,熊胆粉,国药准字Z19991017,瑞丽彩云南集团药业有限公司,中国（云南）自由贸易试验区德宏片区瑞丽市金滇路2号1楼6号,瑞丽彩云南集团药业有限公司,中国（云南）自由贸易试验区德宏片区瑞丽市金滇路2号1楼6号,"熊胆粉的说明书及标签备案：1、熊胆粉说明书注册商标修改为“春和祥”“欲猛”、【包装】项新增0.1g/瓶×11瓶/盒、【销售/售后服务电话】修改为：18607347003；
2、熊胆粉标签盒子注册商标修改为“春和祥”“欲猛”、【包装】项新增0.1g/瓶×11瓶/盒、【销售/售后服务电话】修改为：18607347003",云南省药品监督管理局,2024-03-13,已备案,详情
Y豫备2024008836,磷酸二氢钾,Y20170002294,无,无,河南精康制药有限公司,许昌市建安区将官池镇秋湖村(精细化工园区),批准通知书中生产地址由“许昌县精细化工园区”，变更为“许昌市建安区将官池镇秋湖村（精细化工园区）”。仅为地址名称的变更，实际生产地址未发生变更。,河南省药品监督管理局,2024-03-13,已备案,详情
鲁备2024008186,板蓝根颗粒,国药准字Z20153047,烟台万润药业有限公司,开发区大季家工业园太原路60号,91370600590337681X,烟台开发区大季家工业园太原路60号,将本品有效期由“24个月”延长至“36个月”，说明书和包装标签按规定修订。,山东省药品监督管理局,2024-03-13,已备案,详情
黑备2024007634,注射用头孢曲松钠,国药准字H23021720,哈药集团制药总厂,呼兰区哈黑公路388号,哈药集团制药总厂,哈尔滨市呼兰区哈黑公路388号,变更注射用头孢曲松钠0.5g（按C₁₈H₁₈N₈O₇S₃计）的有效期，有效期由12个月延长至18个月。,黑龙江省药品监督管理局,2024-03-13,已备案,详情
粤备2024008156,甲硝唑氯己定洗剂,国药准字H20063211,广东佳泰药业股份有限公司,连平县三角镇工业园佳泰路旁38号地块厂房A,广东佳泰药业股份有限公司,广东省河源市连平县三角镇生态工业园佳泰大道,本品增加制剂所用原料药甲硝唑的供应商增加“河北广祥制药有限公司”；葡萄糖酸氯己定溶液的供应商增加“深圳南粤药业有限公司”。,广东省药品监督管理局,2024-03-13,已备案,详情
桂备2024008645,胶体果胶铋胶囊,国药准字H20103187,桂林华信制药有限公司,广西桂林灵川县灵川镇灵北路一街89号,桂林华信制药有限公司,广西桂林灵川县灵川镇灵北路一街89号,在原“湖南华纳大药厂手性药物有限公司”的基础上增加“四川绵德堂制药有限公司”作为我司产品胶体果胶铋胶囊原料药胶体果胶铋的供应商。,广西壮族自治区药品监督管理局,2024-03-13,已备案,详情
京备2024008475,依帕司他片,国药准字H20143229,华润紫竹药业有限公司,北京市朝阳区朝阳北路27号18幢,华润紫竹药业有限公司,北京市朝阳区朝阳北路27号,"已完成依帕司他片（50mg）的生产场地变更，生产场地由“普药生产线（公司联合制剂楼东侧二层北部）”变更为“固体制剂一线（公司联合制剂楼西侧二层东部）”两条生产线位于同一生产地址的同一建筑物内。
关联变更：①生产批量由“50万片”变更为“100万片” ②辅料硬脂酸镁原供应商为“武汉一枝花油脂化工有限公司”，现增加“辽宁奥达制药有限公司”作为新供应商 ③关联制剂生产设备变更：制粒（湿法制粒机、整粒装置、沸腾制粒机、提升式整粒机、柱式料斗混合机）和包衣工序（高效包衣机）设备变更属于相同设计和工作原理的生产设备代替另一种设备 ④关联工艺参数的变更：上述生产设备变更关联引起部分生产工序工艺参数的调整，同时增加细化工艺参数控制。",北京市药品监督管理局,2024-03-13,已备案,详情
Y豫备2024008679,盐酸地芬尼多,Y20170002293,无,无,河南精康制药有限公司,许昌市建安区将官池镇秋湖村(精细化工园区),批准通知书中生产地址由“许昌县精细化工园区”，变更为“许昌市建安区将官池镇秋湖村（精细化工园区）”。仅为地址名称的变更，实际地址未发生变更。,河南省药品监督管理局,2024-03-13,已备案,详情
桂备2024007648,盐酸倍他司汀氯化钠注射液,国药准字H20044470,广西裕源药业有限公司,广西浦北县城工业区,广西裕源药业有限公司,广西浦北县城工业区,说明书、标签及运输纸箱备案,广西壮族自治区药品监督管理局,2024-03-13,已备案,详情
桂备2024008541,精制冠心片,国药准字Z22025571,广西修正制药有限公司,广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号,广西修正制药有限公司,广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号,"一、铝塑包装，12片/板×4板/盒说明书的修订说明：
1、【药品上市许可持有人】项：持有人名称变更为“广西修正制药有限公司”，注册地址变更为“广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号”；
2、【生产企业】项：企业名称变更为“广西修正制药有限公司”，生产地址变更为“广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号”，邮政编码变更为“537100”，传真号码变更为“0775-6088888”，电话号码变更为“0775-6088888”。
3、其余文字内容无改变，详见附件说明书样稿。
二、铝塑包装，12片/板×4板/盒标签的修订说明：
1、铝箔：文字内容和版面无改变，详见附件铝箔样稿；
2、盒子的修订说明：
（1）、【药品上市许可持有人】项：持有人名称变更为“广西修正制药有限公司”，注册地址变更为“广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号”；
（2）、【生产企业】项：企业名称变更为“广西修正制药有限公司”，生产地址变更为“广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号”，邮政编码变更为“537100”，传真号码变更为“0775-6088888”，电话号码变更为“0775-6088888”。",广西壮族自治区药品监督管理局,2024-03-13,已备案,详情
粤备2024007304,流感病毒裂解疫苗,国药准字S20133007,深圳赛诺菲巴斯德生物制品有限公司,深圳市坪山新区锦绣东路25号赛诺菲巴斯德生命科学园区,深圳赛诺菲巴斯德生物制品有限公司,深圳市坪山新区锦绣东路25号赛诺菲巴斯德生命科学园区,1. 根据WHO推荐的用于2024-2025流感季节（北半球）的流感病毒毒株信息，更新本产品说明书、标签上2024/2025的毒株信息为： A/Victoria/4897/2022 (H1N1)pdm09-like virus 7.5μg血凝素 A/Thailand/8/2022 (H3N2)-like virus 7.5μg血凝素 B/Austria/1359417/2021 (B/Victoria lineage)-like virus 7.5μg血凝素 2. 根据国家药品监督管理局药审中心发布的《化学药品及生物制品说明书通用格式和撰写指南》的通告（2022年第28号）更新说明书。 3. 根据药品说明书和标签管理规定，在本品标签上添加药品注册商标及颜色变更等内容。,广东省药品监督管理局,2024-03-13,已备案,详情
苏备2024008262,盐酸异丙嗪片,国药准字H32023692,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）的有关要求，本品执行标准由《中国药典》2020年版二部变更为《中国药典》2020年版第一增补本。本品长期未生产，恢复生产前需完成方法学研究验证。,江苏省药品监督管理局,2024-03-13,已备案,详情
京备2024005983,斑秃丸,国药准字Z20053752,北京勃然制药有限公司,北京市昌平区科技园区超前路9号B座2102室,北京勃然制药有限公司,北京市昌平区科技园流村工业区,修订斑秃丸说明书中【不良反应】、【禁忌】和【注意事项】项。根据药品说明书内容变更标签相应的【不良反应】、【禁忌】和【注意事项】项。,北京市药品监督管理局,2024-03-13,已备案,详情
Y豫备2024008835,曲克芦丁,Y20170002361,无,无,河南精康制药有限公司,许昌市建安区将官池镇秋湖村(精细化工园区),批准通知书中生产地址由“许昌县精细化工园区”，变更为“许昌市建安区将官池镇秋湖村（精细化工园区）”。仅为地址名称的变更，实际地址未发生变更。,河南省药品监督管理局,2024-03-13,2024年04月07日，撤销备案,详情
苏备2024009976,复方氨基酸注射液(18AA-Ⅰ),国药准字H19993201,费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,本品生产场地江苏省无锡市滨湖区马山北闸路16号生产部二期生产车间大容量注射剂（瓶）生产线发生扩建，在扩建后的生产区新增灌装设备用于灌装工序；扩建后洗瓶、胶塞清洗灭菌、灌装、轧盖、灭菌、包装工序均在生产部二期生产车间。,江苏省药品监督管理局,2024-03-13,已备案,详情
滇备2024008400,伤痛酊,国药准字Z45021918,云南圣科药业有限公司,云南省昆明市马金铺生物谷街1298号,云南圣科药业有限公司,云南省昆明市马金铺生物谷街1298号,伤痛酊产品增加直接接触药品的包装材料和容器。在伤痛酊的包装盒内附带装一只药用喷雾剂泵，方便患者使用伤痛酊产品，辅助患者用药。,云南省药品监督管理局,2024-03-13,2024年04月24日，撤销备案,详情
冀备2024008869,强力枇杷露,国药准字Z13021742,河北金牛药业科技有限公司,定州经济开发区金牛路1号,河北金牛药业科技有限公司,定州经济开发区金牛路1号,申请备案本品药品上市许可持有人名称及生产企业名称变更(变为”河北金牛药业科技有限公司“)。此变更不涉及持有人主体变更和药品生产场地变更，申请人对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品的安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-03-13,已备案,详情
苏备2024008266,盐酸雷尼替丁片,国药准字H32023691,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）的有关要求，本品执行标准由《中国药典》2020年版二部变更为《中国药典》2020年版第一增补本。本品长期未生产，恢复生产前需完成方法学研究验证。,江苏省药品监督管理局,2024-03-13,已备案,详情
豫备2024007824,他达拉非片,国药准字H20233764,河南羚锐制药股份有限公司,河南省新县将军路666号,河南羚锐制药股份有限公司,河南省信阳市北环路9号,将他达拉非片有效期24个月变更为36个月,河南省药品监督管理局,2024-03-13,已备案,详情
京备2024007819,缬沙坦片,国药准字H20223459,华润赛科药业有限责任公司,北京市朝阳区百子湾西里402号楼21层2111,华润赛科药业有限责任公司,北京市通州区中关村科技园光机电基地经海七路3号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号），对缬沙坦片（国药准字H20223459）注册标准增加【鉴别】项，其他检测项目的注册标准和检验方法保持不变。,北京市药品监督管理局,2024-03-13,已备案,详情
粤备2024007306,四价流感病毒裂解疫苗,国药准字S20233104,深圳赛诺菲巴斯德生物制品有限公司,深圳市坪山新区锦绣东路25号赛诺菲巴斯德生命科学园区,深圳赛诺菲巴斯德生物制品有限公司,深圳市坪山新区锦绣东路25号赛诺菲巴斯德生命科学园区,1. 根据WHO推荐的用于2024-2025流感季节（北半球）的流感病毒毒株信息，更新本产品说明书、标签上2024/2025的毒株信息为： A/Victoria/4897/2022 (H1N1)pdm09-like virus 15μg血凝素 A/Thailand/8/2022 (H3N2)-like virus 15μg血凝素 B/Austria/1359417/2021 (B/Victoria lineage)-like virus 15μg血凝素 B/Phuket/3073/2013 (B/Yamagata lineage)-like virus 15μg血凝素 2. 根据国家药品监督管理局药审中心发布的《化学药品及生物制品说明书通用格式和撰写指南》的通告（2022年第28号）更新说明书。3. 根据药品说明书和标签管理规定，在本品标签上添加药品注册商标及颜色变更等内容。,广东省药品监督管理局,2024-03-13,已备案,详情
津备2024008764,纳基奥仑赛注射液,国药准字S20230065,合源生物科技（天津）有限公司,天津滨海高新区华苑产业区（环外）海泰发展三道8号5号楼,合源生物科技（天津）有限公司,天津滨海高新区华苑产业区（环外）海泰发展三道8号5号楼,合源生物科技（天津）有限公司申请变更纳基奥仑赛注射液制检规程“附录2生产用关键原材料及辅料”项下CD4分选磁珠和CD8分选磁珠名称和货号，实际物品未发生变化。,天津市药品监督管理局,2024-03-13,已备案,详情
粤备2024008129,镇咳宁颗粒,国药准字Z20043502,广东安诺药业股份有限公司,广东省普宁市英歌山工业区,广东安诺药业股份有限公司,广东省普宁市英歌山工业区,根据《国家药监局关于实施2020年版《中华人民共和国药典》有关事宜的公告 》（2020年 第80号），本品执行标准变更为《中国药典》2020年版一部。,广东省药品监督管理局,2024-03-13,已备案,详情
滇备2024008737,新复方大青叶片,国药准字Z53020549,云南龙发制药股份有限公司,云南省楚雄市鹿城南路384号,云南龙发制药股份有限公司,云南省楚雄市鹿城南路384号,"新复方大青叶片（2×12片/板/盒，400盒/箱）说明书及标签备案：
1.根据市场营销需要，注册商标由：“康美尚”变更为“龙发”。
2.增加【药品上市许可持有人】项相关信息：【药品上市许可持有人】云南龙发制药股份有限公司，注册地址：云南省楚雄市鹿城南路384号。
3.根据市场营销需要，网址由原“http:/www.longfar.cc”变更为：“longfar.net”。变更包装标签图案，增加药品追溯码。",云南省药品监督管理局,2024-03-13,已备案,详情
粤备2024007305,流感病毒裂解疫苗,国药准字S20133008,深圳赛诺菲巴斯德生物制品有限公司,深圳市坪山新区锦绣东路25号赛诺菲巴斯德生命科学园区,深圳赛诺菲巴斯德生物制品有限公司,深圳市坪山新区锦绣东路25号赛诺菲巴斯德生命科学园区,1. 根据WHO推荐的用于2024-2025流感季节（北半球）的流感病毒毒株信息，更新本产品说明书、标签上2024/2025的毒株信息为： A/Victoria/4897/2022 (H1N1)pdm09-like virus 15μg血凝素 A/Thailand/8/2022 (H3N2)-like virus 15μg血凝素 B/Austria/1359417/2021 (B/Victoria lineage)-like virus 15μg血凝素 2. 根据国家药品监督管理局药审中心发布的《化学药品及生物制品说明书通用格式和撰写指南》的通告（2022年第28号）更新说明书。 3. 根据药品说明书和标签管理规定，在本品标签上添加药品注册商标及颜色变更等内容。,广东省药品监督管理局,2024-03-13,已备案,详情
黑备2024007631,注射用头孢曲松钠,国药准字H23021721,哈药集团制药总厂,呼兰区哈黑公路388号,哈药集团制药总厂,哈尔滨市呼兰区哈黑公路388号,变更注射用头孢曲松钠1.0g（按C₁₈H₁₈N₈O₇S₃计）的有效期，有效期由12个月延长至18个月。,黑龙江省药品监督管理局,2024-03-13,已备案,详情
桂备2024008542,益母草颗粒,国药准字Z22022099,广西修正制药有限公司,广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号,广西修正制药有限公司,广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号,"一、复合膜包装，15克×10袋/盒说明书的修订说明：
1、【药品上市许可持有人】项：持有人名称变更为“广西修正制药有限公司”，注册地址变更为“广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号”；
2、【生产企业】项：企业名称变更为“广西修正制药有限公司”，生产地址变更为“广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号”，邮政编码变更为“537100”。
3、其余文字内容无改变，详见附件说明书样稿。
二、复合膜包装，15克×10袋/盒标签的修订说明：
1、复合膜：文字内容和版面无改变，详见附件复合膜样稿；
2、盒子的修订说明：
（1）、【药品上市许可持有人】项：持有人名称变更为“广西修正制药有限公司”，注册地址变更为“广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号”；
（2）、【生产企业】项：企业名称变更为“广西修正制药有限公司”，生产地址变更为“广西壮族自治区贵港市港北区贵城街道西江科技创新产业城狮岭路606号”，邮政编码变更为“537100”",广西壮族自治区药品监督管理局,2024-03-13,已备案,详情
Y粤备2024008189,米诺地尔,Y20220000201,无,无,中山万汉制药有限公司,广东省中山市南朗镇华南现代中医药城思邈路16号,本品有效期由“18个月”变更为“24个月”。,广东省药品监督管理局,2024-03-13,已备案,详情
桂备2024008800,强力枇杷露,国药准字Z45021573,广西维威制药有限公司,南宁市防城港路10号,广西维威制药有限公司,南宁市防城港路10号,重新修订强力枇杷露的药品说明书，修订内容：【执行标准】项，由《中国药典》2020年版一部变更为《中国药典》2020年版第一增补本。,广西壮族自治区药品监督管理局,2024-03-13,已备案,详情
Y豫备2024008167,盐酸利多卡因,Y20220000099,无,无,上海现代哈森（商丘）药业有限公司,商丘市梁园产业集聚区新兴路166号,延长原料药盐酸利多卡因有效期，盐酸利多卡因有效期由18个月延长至24个月。,河南省药品监督管理局,2024-03-13,已备案,详情
豫备2024008169,吲达帕胺片,国药准字H20003270,河南中杰药业有限公司,河南省新乡市火车南站,河南中杰药业有限公司,河南省新乡市火车南站,根据国家药品监督管理局要求：在药品说明书、标签上增加“一致性评价”标示，其它内容不变。,河南省药品监督管理局,2024-03-13,已备案,详情
川备2024008796,氟康唑氯化钠注射液,国药准字H20045841,四川太平洋药业有限责任公司,成都高新技术开发区西区新达路6号,四川太平洋药业有限责任公司,成都高新技术开发区西区新达路6号,该产品氟康唑氯化钠注射液（规格：100ml:氟康唑0.2g与氯化钠0.9g；批准文号：国药准字H20045841）药品说明书和标签使用仿制药一致性标识。,四川省药品监督管理局,2024-03-13,已备案,详情
豫备2024008134,盐酸二氧丙嗪片,国药准字H34022711,百正药业股份有限公司,许昌市东城区许由东路3888号,百正药业股份有限公司,许昌市东城区许由东路3888号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由合肥利民制药有限公司变更为百正药业股份有限公司；生产地址由安徽省合肥市肥西县桃花镇玉兰大道41号变更为许昌市东城区许由东路3888号。同时在原料药盐酸二氧丙嗪的原产地“辽源市迪康药业有限责任公司”的基础上新增原料药产地“大连万福制药有限公司”。,河南省药品监督管理局,2024-03-13,已备案,详情
桂备2024007648,盐酸倍他司汀氯化钠注射液,国药准字H20044470,广西裕源药业有限公司,广西浦北县城工业区,广西裕源药业有限公司,广西浦北县城工业区,说明书、标签及运输纸箱备案,广西壮族自治区药品监督管理局,2024-03-13,已备案,详情
湘备2024008805,硫酸氨基葡萄糖胶囊,国药准字H20234227,湖南先施制药有限公司,湖南省长沙市浏阳经济技术开发区百竹路19号,浙江赛默制药有限公司,浙江省金华市婺城区汤溪镇永湖街788号,变更药品注册证书中的药品有效期：由18个月变更至24个月,湖南省药品监督管理局,2024-03-13,已备案,详情
苏备2024008266,盐酸雷尼替丁片,国药准字H32023691,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）的有关要求，本品执行标准由《中国药典》2020年版二部变更为《中国药典》2020年版第一增补本。本品长期未生产，恢复生产前需完成方法学研究验证。,江苏省药品监督管理局,2024-03-13,已备案,详情
豫备2024007824,他达拉非片,国药准字H20233764,河南羚锐制药股份有限公司,河南省新县将军路666号,河南羚锐制药股份有限公司,河南省信阳市北环路9号,将他达拉非片有效期24个月变更为36个月,河南省药品监督管理局,2024-03-13,已备案,详情
豫备2024008146,槐菊颗粒,国药准字B20020607,遂成药业股份有限公司,新郑市庆安路219号,遂成药业股份有限公司,河南省新郑市庆安路,根据生产需要，该品种在原生产地址“河南省新郑市人民东路”的基础上，新增生产地址“河南省新郑市庆安路”。同时对新增生产地址的说明书、标签备案。,河南省药品监督管理局,2024-03-13,已备案,详情
苏备2024008261,西咪替丁片,国药准字H32023689,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,根据国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）的有关要求，本品执行标准由《中国药典》2020年版二部变更为《中国药典》2020年版第一增补本。本品长期未生产，恢复生产前需完成方法学研究验证。,江苏省药品监督管理局,2024-03-13,已备案,详情
Y豫备2024008167,盐酸利多卡因,Y20220000099,无,无,上海现代哈森（商丘）药业有限公司,商丘市梁园产业集聚区新兴路166号,延长原料药盐酸利多卡因有效期，盐酸利多卡因有效期由18个月延长至24个月。,河南省药品监督管理局,2024-03-13,已备案,详情
桂备2024008800,强力枇杷露,国药准字Z45021573,广西维威制药有限公司,南宁市防城港路10号,广西维威制药有限公司,南宁市防城港路10号,重新修订强力枇杷露的药品说明书，修订内容：【执行标准】项，由《中国药典》2020年版一部变更为《中国药典》2020年版第一增补本。,广西壮族自治区药品监督管理局,2024-03-13,已备案,详情
豫备2024008169,吲达帕胺片,国药准字H20003270,河南中杰药业有限公司,河南省新乡市火车南站,河南中杰药业有限公司,河南省新乡市火车南站,根据国家药品监督管理局要求：在药品说明书、标签上增加“一致性评价”标示，其它内容不变。,河南省药品监督管理局,2024-03-13,已备案,详情
川备2024008796,氟康唑氯化钠注射液,国药准字H20045841,四川太平洋药业有限责任公司,成都高新技术开发区西区新达路6号,四川太平洋药业有限责任公司,成都高新技术开发区西区新达路6号,该产品氟康唑氯化钠注射液（规格：100ml:氟康唑0.2g与氯化钠0.9g；批准文号：国药准字H20045841）药品说明书和标签使用仿制药一致性标识。,四川省药品监督管理局,2024-03-13,已备案,详情
