备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
藏备2024014800,二十六味通经散,国药准字Z20023237,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
藏备2024014801,二十五味马宝丸,国药准字Z54020145,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
川备2024014168,元胡止痛片,国药准字Z51021813,四川旭阳药业有限责任公司,荣县旭阳镇蓝帝大道1333号,四川旭阳药业有限责任公司,四川省自贡市荣县旭阳镇蓝帝大道1333号,按照《国家药监局关于修订元胡止痛制剂说明书的公告（2024年第40号）》公告要求，对我公司元胡止痛片（国药准字Z51021813)说明书安全性信息中的不良反应、禁忌、注意事项修订完善。,四川省药品监督管理局,2024-04-24,已备案,详情
蒙备2024014484,壮腰健肾丸,国药准字Z13021143,颈复康药业集团赤峰丹龙药业有限公司,内蒙古自治区赤峰市红山区红山经济开发区丹龙街1号,颈复康药业集团赤峰丹龙药业有限公司,内蒙古自治区赤峰市红山区红山经济开发区丹龙街1号,申请壮腰健肾丸“聚氯乙烯固体药用硬片/药用铝箔泡罩包装，5.6g/丸×10丸/板×1板/盒”包装规格的说明书重新备案。具体变更内容为：规范说明书中的【执行标准】项下内容，由“《部颁标准中药成方制剂（第三册）》（标准编号：WS3-B-0538-91）”变更为“药典业发（2001）第578号标准WS3-B-0538-91”。申请人对申报资料的真实性、准确性、完整性、规范性负责。,内蒙古自治区药品监督管理局,2024-04-24,已备案,详情
藏备2024014800,二十六味通经散,国药准字Z20023237,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
琼备2024014454,吸入用硫酸沙丁胺醇溶液,国药准字H20223938,海南斯达制药有限公司,海南省海口市江东新区顺达路6号办公楼3楼,海南斯达制药有限公司,海南省琼海市大路镇,变更生产批量：“吸入用硫酸沙丁胺醇溶液”无菌制剂批量在原“4万支/批“的基础上增加“8万支/批”同时与无菌保障水平相关的步骤的生产时间增加。,海南省药品监督管理局,2024-04-24,已备案,详情
蒙备2024013264,氨咖黄敏片,国药准字H15021303,赤峰维康生化制药有限公司,赤峰市红山区东城大街818号,赤峰维康生化制药有限公司,赤峰市红山区东城大街818号,申请变更氨咖黄敏片（聚氯乙烯固体药用硬片/药用铝箔泡罩包装，每板装12片，每盒装1板；每板装12片，每盒装2板；每板装28片，每盒装1板；双向拉伸聚丙烯/低密度聚乙烯药品包装用复合膜袋包装，每袋装24片，每盒装40袋）有效期，由“24个月”变更为“36个月”。,内蒙古自治区药品监督管理局,2024-04-24,已备案,详情
桂备2024014508,琥珀酸美托洛尔缓释片,国药准字H20233458,广西厚德药业有限公司,南宁市科园大道56号,广西厚德药业有限公司,南宁市科园大道56号,本品增加包装规格:每板7片，每盒5板。,广西壮族自治区药品监督管理局,2024-04-24,已备案,详情
藏备2024014817,三十五味沉香丸,国药准字Z20023269,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
藏备2024014812,十八味党参丸,国药准字Z20023215,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
粤备2024013582,托珠单抗注射液,国药准字S20230001,百奥泰生物制药股份有限公司,广州高新技术产业开发区科学城开源大道11号A6栋第五层,百奥泰生物制药股份有限公司,广州市黄埔区永和经济开发区摇田河大街155号,1. 内包材橡胶塞质量标准及检测方法变更。2. 内包材铝盖质量标准变更。,广东省药品监督管理局,2024-04-24,已备案,详情
冀备2024014622,腺苷钴胺片,国药准字H10950322,石家庄康力药业有限公司,河北省石家庄市藁城区常安北楼,石家庄康力药业有限公司,河北省石家庄市藁城区常安北楼,"申请本品原料药供应商增加“宁夏金维制药股份有限公司”。申请人对申报资料的真实性、准确性、完整性负责,并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请。",河北省药品监督管理局,2024-04-24,已备案,详情
Y粤备2024013713,亚胺培南,Y20190005516,无,无,深圳市海滨制药有限公司,深圳市盐田区沙头角深盐路2003号、河南省新乡市高新技术开发区德东街坊,"1、无菌原料药亚胺培南（登记号：Y20190005516）原生产地址增加生产场地：河南省新乡市高新技术开发区德东街坊16号楼六车间无菌原料药生产线（B线）（亚胺培南粗品→亚胺培南）。
2、关联变更：（1）铝桶、不锈钢器具等由干热灭菌变更为湿热灭菌；（2）变更生产工艺：新增六车间无菌原料药生产线（B线）生产设备。",广东省药品监督管理局,2024-04-24,已备案,详情
津备2024014839,消食退热糖浆,国药准字Z10900016,津药达仁堂京万红（天津）药业有限公司,天津市西青区大明道20号,"津药达仁堂集团股份有限公司乐仁堂制药厂,河北金牛药业科技有限公司","天津市西青区大明道2号,定州经济开发区金牛路1号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由津药达仁堂集团股份有限公司乐仁堂制药厂变更为津药达仁堂集团股份有限公司乐仁堂制药厂,河北金牛药业科技有限公司;生产企业地址由天津市西青区大明道2号变更为天津市西青区大明道2号,定州经济开发区金牛路1号",天津市药品监督管理局,2024-04-24,已备案,详情
桂备2024014398,生化丸,国药准字Z45020528,广西梧州三鹤药业股份有限公司,梧州市富民二路28号,广西梧州三鹤药业股份有限公司,梧州市富民二路28号,"1、在说明书和包装标签上增加“中华老字号”标识。
2、在药品包装标签背面上增加“药品上市许可持有人”项，详细内容如下：
【药品上市许可持有人】
名称：广西梧州三鹤药业股份有限公司
地址：梧州市富民二路28号
3、在药品包装标签背面增加“生产企业”项，其内容如下：
【生产企业】广西梧州三鹤药业股份有限公司
4、删除药品包装标签背面的“E-mail:3he@3he.com.cn”的字样和“广西梧州三鹤药业股份有限公司”的图标。",广西壮族自治区药品监督管理局,2024-04-24,已备案,详情
Y皖备2024013869,碳[13C]-尿素,Y20210000459,无,无,深圳市中核海得威生物科技有限公司桐城分公司,安徽省安庆市桐城经济技术开发区双创产业园A区6#楼,变更碳[13C]-尿素原料药生产工艺，具体变更事项为：1.增加本品所用起始物料一氧化碳（13CO）气体供应商；2. 修订本品所用起始物料一氧化碳（13CO）气体质量标准。,安徽省药品监督管理局,2024-04-24,已备案,详情
藏备2024014816,十一味维命散,国药准字Z20023239,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
鄂备2024014015,复方氨基酸注射液(18AA),国药准字H12020604,湖北津药药业股份有限公司,湖北省襄阳市汉江北路99号,湖北津药药业股份有限公司,湖北省襄阳市汉江北路99号,增加甘氨酸、丙氨酸、甲硫氨酸、亮氨酸、色氨酸、丝氨酸、苏氨酸、缬氨酸、盐酸赖氨酸、异亮氨酸、门冬氨酸、谷氨酸、苯丙氨酸13种氨基酸原料供应商：湖北省八峰药化股份有限公司。,湖北省药品监督管理局,2024-04-24,已备案,详情
桂备2024014240,铁帚清浊丸,国药准字Z20025209,广西邦琪药业集团有限公司,钦州市皇马工业园,广西邦琪药业集团有限公司,钦州市钦北区大井工业园,"根据国家药品监督管理局《药品说明书和标签管理规定》（局令第24号）内容要求，对药品说明书、包装标签内容修订如下：
1、为了满足临床需求和方便患者购买，根据药品用法用量，【包装】项在原“6g/袋×9袋/盒”基础上增加“6g/袋×6袋/盒”包装规格。
2、外包装（纸箱）包装数量由原“6g/袋×9袋/盒×180盒”修订为“6g/袋×6袋/盒×200盒”；纸箱体积由原“555×435×340mm”修订为“580×380×420mm”；重量由“16kg”修订为“13kg”。
除此之外，其余相关内容（材质）不变。",广西壮族自治区药品监督管理局,2024-04-24,已备案,详情
粤备2024013908,缬沙坦氨氯地平片（I）,国药准字H20213983,广州一品红制药有限公司,广州市经济技术开发区东区东博路6号,"广州一品红制药有限公司,广州市联瑞制药有限公司","广州市经济技术开发区东区东博路6号,广州市南沙区万顷沙镇同发路2号",本品增加生产场地：广州市联瑞制药有限公司，生产地址：广州市南沙区万顷沙镇同发路2号。,广东省药品监督管理局,2024-04-24,已备案,详情
桂备2024014083,半夏糖浆,国药准字Z45020754,广西正堂药业有限责任公司,广西柳州市鹿寨县城建中西路86号,广西正堂药业有限责任公司,广西柳州市鹿寨县城建中西路86号,"1、变更药品包装规格。原“200ml/瓶×1瓶/盒”变更为“15ml/支×8支/盒”。
2、变更药品说明书。原“【包装】聚酯瓶装，200ml/瓶×1瓶/盒。”项内容变更为“【包装】聚酯/铝/聚乙烯口服液体药用复合膜，15ml/支×8支/盒。”
3、变更药品包装标签样式。原“【包装】聚酯瓶装，200ml/瓶×1瓶/盒。”项内容变更为“【包装】聚酯/铝/聚乙烯口服液体药用复合膜，15ml/支×8支/盒。”
4、其他文字内容保持不变。",广西壮族自治区药品监督管理局,2024-04-24,已备案,详情
鄂备2024014092,氯巴占片,国药准字H20223677,宜昌人福药业有限责任公司,湖北省宜昌开发区大连路19号,宜昌人福药业有限责任公司,湖北省远安县鸣凤大道99号,申请氯巴占片药品有效期由18个月延长至24个月，同时修订药品说明书和标签的相应内容。,湖北省药品监督管理局,2024-04-24,已备案,详情
粤备2024013732,头孢丙烯片,国药准字H20103103,国药集团汕头金石制药有限公司,汕头市泰山路36号,国药集团汕头金石制药有限公司,汕头市泰山路36号,本品有效期由12个月变更为24个月。,广东省药品监督管理局,2024-04-24,已备案,详情
鄂备2024013974,金银花合剂,国药准字Z42020612,健民集团叶开泰国药（随州）有限公司,湖北省随州高新技术产业园区,健民集团叶开泰国药（随州）有限公司,湖北省随州高新技术产业园区,在现有包装钠钙玻璃模制药瓶包装的基础上，增加聚酯/铝/聚酯/聚乙烯口服液体药用灭菌型复合膜包装；增加包装规格为15毫升×10袋/盒，并修改药品说明书和药品包装标签的相应内容。,湖北省药品监督管理局,2024-04-24,已备案,详情
藏备2024014811,石榴健胃丸,国药准字Z20023199,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
浙备2024013835,氟马西尼注射液,国药准字H20020498,浙江奥托康医药科技有限公司,浙江省金华市婺城区秋滨街道金衢路288研发楼A-04号,浙江康恩贝制药股份有限公司,浙江省兰溪市康恩贝大道1号,变更生产场地的关联变更：1.变更制剂生产工艺 2.对说明书和标签的生产企业名称及地址等信息进行修订。,浙江省药品监督管理局,2024-04-24,已备案,详情
藏备2024014798,大月晶丸,国药准字Z20023295,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
藏备2024014803,十五味黑药丸,国药准字Z54020146,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
Y鄂备2024014072,福沙匹坦双葡甲胺,Y20210000706,无,无,宜昌人福药业有限责任公司,湖北省宜昌开发区大连路19号,申请福沙匹坦双葡甲胺的有效期由18个月延长至36个月。,湖北省药品监督管理局,2024-04-24,已备案,详情
桂备2024014407,逍遥丸,国药准字Z45022232,广西梧州三鹤药业股份有限公司,梧州市富民二路28号,广西梧州三鹤药业股份有限公司,梧州市富民二路28号,"1、在说明书和包装标签上增加“中华老字号”标识。
2、在药品包装标签背面上增加“药品上市许可持有人”项，详细内容如下：
【药品上市许可持有人】
名称：广西梧州三鹤药业股份有限公司
地址：梧州市富民二路28号
3、在药品包装标签背面增加“生产企业”项，其内容如下：
【生产企业】广西梧州三鹤药业股份有限公司
4、删除药品包装标签背面的“E-mail:3he@3he.com.cn”的字样和“广西梧州三鹤药业股份有限公司”的图标。
5、将纸盒上的“中国药品电子监管码”字样修改为“药品追溯码 支付宝扫一扫”。",广西壮族自治区药品监督管理局,2024-04-24,已备案,详情
赣备2024012279,裸花紫珠颗粒,国药准字Z20060378,江西普正制药股份有限公司,江西省吉安市井冈山经济技术开发区创新大道278号,江西普正制药股份有限公司,吉安市井冈山经济技术开发区创新大道278号,按照《国家药品监督管理局关于修订裸花紫珠制剂说明书的公告》（2024年第17号），对我公司裸花紫珠颗粒说明书、药品包装标签【不良反应】项进行修订，不良反应由“监测及文献数据显示，本品可见以下不良反应：恶心、呕吐、皮疹、瘙痒、腹泻、腹痛、腹部不适、头晕、腹胀、超敏反应、头痛、胸部不适、心悸、口干、潮红、便秘、乏力、红斑等。”修订为“监测数据显示，本品可见以下不良反应报告：恶心、呕吐、腹痛、腹泻、腹部不适、腹胀、胃胀、口干、便秘、皮疹、荨麻疹、红斑、斑丘疹、瘙痒、面部水肿、眼睑水肿、潮红、头晕、头痛、眩晕、胸部不适、呼吸急促、乏力、心悸、过敏反应等。”。,江西省药品监督管理局,2024-04-24,已备案,详情
藏备2024014813,十味诃子丸,国药准字Z20023292,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,西藏仙露藏药有限公司,西藏昌都市昌都经济开发区C区C04-01-01,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西藏昌都藏药厂变更为西藏仙露藏药有限公司,西藏自治区药品监督管理局,2024-04-24,已备案,详情
浙备2024014433,硫酸氢氯吡格雷片,国药准字H20243288,宁波美诺华天康药业有限公司,宁波大榭开发区滨海西路85号,宁波美诺华天康药业有限公司,宁波市大榭开发区滨海西路85号,申请在小盒包装标签上增加“通过一致性评价”标识。,浙江省药品监督管理局,2024-04-24,已备案,详情
粤备2024013732,头孢丙烯片,国药准字H20103103,国药集团汕头金石制药有限公司,汕头市泰山路36号,国药集团汕头金石制药有限公司,汕头市泰山路36号,本品有效期由12个月变更为24个月。,广东省药品监督管理局,2024-04-24,已备案,详情
冀备2024014607,利奈唑胺干混悬剂,国药准字H20243512,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,申请本品按照国家相关文件精神在说明书和标签上添加“通过一致性评价”标识。承诺说明书和包装标签其他项目及内容未擅自修改，并符合国家食品药品监督管理局令第24号及有关文件的要求。,河北省药品监督管理局,2024-04-24,已备案,详情
鲁备2024013749,榆栀止血颗粒,国药准字Z20130019,山东新时代药业有限公司,山东费县北外环路1号,山东新时代药业有限公司,山东费县北外环路1号,申请将本品有效期由“18个月”延长至“24个月”。说明书与包装标签作相应修订。,山东省药品监督管理局,2024-04-24,已备案,详情
桂备2024014239,康复春口服液,国药准字Z45022125,广西邦琪药业集团有限公司,钦州市皇马工业园,广西邦琪药业集团有限公司,钦州市钦北区大井工业园,"现根据国家食品药品监督管理局第24号令《药品说明书和标签管理规定》文的有关规定，对药品说明书、包装标签内容修订如下：
1、药品注册商标由“邦琪”修订为“葛洪”字体商标。
2、药品包装标签底色由“黄色”修订为“黄色、红色”式样。
除此之外，其余相关内容（材质）不变。",广西壮族自治区药品监督管理局,2024-04-24,已备案,详情
吉备2024014621,阿莫西林胶囊,国药准字H22023191,吉林省利华制药有限公司,长春高新区创新路333号,吉林省利华制药有限公司,长春高新区创新路333号,根据《药品注册管理办法》（局令第27号）及临床使用情况，增加药品包装规格：铝塑泡罩包装（聚氯乙烯固体药用硬片、药用铝箔），16粒x2板/盒，并对说明书中的包装规格做相应修改。同时根据《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-04-24,已备案,详情
琼备2024014401,注射用硫酸长春新碱,国药准字H20058597,海南长春花药业有限公司,海南省五指山市工业路,山西普德药业有限公司,山西省大同经济技术开发区第一医药园区,"1、变更生产批量，生产批量由每批1000瓶变更为每批5万瓶。
2、增加海南长春花药业有限公司为硫酸长春新碱原料药供应商。",海南省药品监督管理局,2024-04-24,已备案,详情
鲁备2024014512,氯化钾注射液,国药准字H20237084,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,国家药品监管部门规定需要备案的其他事项:在药品说明书和标签中增加“通过一致性评价”标识。,山东省药品监督管理局,2024-04-24,已备案,详情
冀备2024014557,雷贝拉唑钠肠溶片,国药准字H20243343,河北朴舟药业有限公司,石家庄高新区太行南大街509号国械堂产业园A3栋4层04室,石家庄龙泽制药股份有限公司,深泽县工业园区（西环路16号）,申请备案本品有效期变更为“24个月”。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-04-24,已备案,详情
粤备2024013075,托珠单抗注射液,国药准字S20240009,百奥泰生物制药股份有限公司,广州高新技术产业开发区科学城开源大道11号A6栋第五层,百奥泰生物制药股份有限公司,广州市黄埔区永和经济开发区摇田河大街155号,生产用辅料氢氧化钠质量标准变更。,广东省药品监督管理局,2024-04-24,已备案,详情
冀备2024014607,利奈唑胺干混悬剂,国药准字H20243512,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,申请本品按照国家相关文件精神在说明书和标签上添加“通过一致性评价”标识。承诺说明书和包装标签其他项目及内容未擅自修改，并符合国家食品药品监督管理局令第24号及有关文件的要求。,河北省药品监督管理局,2024-04-24,已备案,详情
鲁备2024013749,榆栀止血颗粒,国药准字Z20130019,山东新时代药业有限公司,山东费县北外环路1号,山东新时代药业有限公司,山东费县北外环路1号,申请将本品有效期由“18个月”延长至“24个月”。说明书与包装标签作相应修订。,山东省药品监督管理局,2024-04-24,已备案,详情
