备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
桂备2024020962,喉舒宁片,国药准字Z20093453,广西吉民堂药业有限公司,广西北海市工业园区合浦民营工业园内,广西鸿济药业集团有限公司,广西壮族自治区北海市海城区（北海经济技术开发区）科旺路10号 ,"(一）标签
一、纸盒
1、重新排版设计。
2、增加药品上市许可持有人信息：药品上市许可持有人为广西吉民堂药业有限公司，注册地址为广西北海市工业园区合浦民营工业园内，电话号码修订为“0779-2685266”，传真号码修订为“0779-2090677”，邮政编码修订为“536100”。 
3、生产企业名称由“成都迪康药业股份有限公司”变更为“广西鸿济药业集团有限公司”，生产地址由“成都高新区西区迪康大道”变更为“广西壮族自治区北海市海城区（北海经济技术开发区）科旺路10号”。
4、商标变更为“鸿济通”。
 二、铝箔
1、重新排版设计。
2、增加药品上市许可持有人相关的信息，药品上市许可持有人：广西吉民堂药业有限公司 
3、生产企业变更为“广西鸿济药业集团有限公司”。 
4、商标变更为“鸿济通”。
(二）说明书
1、增加药品上市许可持有人信息：药品上市许可持有人为广西吉民堂药业有限公司，注册地址为广西北海市工业园区合浦民营工业园内，电话号码修订为“0779-2685266”，传真号码修订为“0779-2090677”，邮政编码修订为“536100”。
2、生产企业名称由“成都迪康药业股份有限公司”变更为“广西鸿济药业集团有限公司”，生产地址由“成都高新区西区迪康大道”变更为“广西壮族自治区北海市海城区（北海经济技术开发区）科旺路10号”。
3、商标变更为“鸿济通”。",广西壮族自治区药品监督管理局,2024-06-06,已备案,详情
皖备2024015764,强力枇杷露,国药准字Z34020044,中峘本草制药有限公司,安徽省宣城市郎溪县十字镇经济开发区,中峘本草制药有限公司,安徽省郎溪县十字镇经济开发区,在原有包装规格基础上增加“每瓶装160ml”、“每瓶装225ml”、“每瓶装240ml”的包装规格，包装材质不变；同时进行相应说明书、包装标签备案。,安徽省药品监督管理局,2024-06-06,已备案,详情
苏备2024021246,神曲消食口服液,国药准字Z20153035,扬子江药业集团江苏龙凤堂中药有限公司,泰州市高港区永安洲镇龙凤堂西路9号,扬子江药业集团江苏龙凤堂中药有限公司,泰州市高港区永安洲镇龙凤堂西路9号,"本品生产场地由""泰州市高港区永安洲镇龙凤堂西路9号的前处理1号车间前处理生产线、中药饮片1号车间中药饮片生产线、提取2号车间A栋神曲消食口服液清膏0/P线、口服液1号车间合剂生产线""变更为""泰州市高港区永安洲镇龙凤堂西路9号的前处理1号车间前处理生产线、中药饮片1号车间中药饮片生产线、提取2号车间A栋神曲消食口服液清膏0/P/Q线、口服液1号车间合合剂生产线。""该药品同时发生(药品生产工艺、处方、质量标准等)变更,获得批准或备案完成后方可生产上市。",江苏省药品监督管理局,2024-06-06,已备案,详情
湘备2024010769,头孢氨苄甲氧苄啶胶囊,国药准字H43022032,湖南状元制药有限公司,长沙市浏阳经济技术开发区督正路229号,湖南康尔佳生物医药科技有限公司,湖南省张家界市永定区经济开发区C区,因药品生产许可证变更，更新药品上市许可持有人名称、生产企业名称、生产地址名称（药品上市许可持有人未发生变更）。药品上市许可持有人名称由“长沙爱贝高药业有限公司”更新为“湖南状元制药有限公司”。,湖南省药品监督管理局,2024-06-06,已备案,详情
湘备2024010746,维生素E、C颗粒,国药准字H43022069,湖南状元制药有限公司,长沙市浏阳经济技术开发区督正路229号,湖南康尔佳制药股份有限公司,湖南汉寿高新技术产业园区汉太路9号,因药品生产许可证变更，更新药品上市许可持有人名称、生产企业名称、生产地址名称（药品上市许可持有人未发生变更）。药品上市许可持有人名称由“长沙爱贝高药业有限公司”更新为“湖南状元制药有限公司”。,湖南省药品监督管理局,2024-06-06,已备案,详情
沪备2024006929,甲磺酸伏美替尼片,国药准字H20210008,上海艾力斯医药科技股份有限公司,上海市浦东新区周浦镇凌霄花路268号,江苏艾力斯生物医药有限公司,启东经济开发区华石路666号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-06-06,已备案,详情
粤备2024021326,注射用哌拉西林钠他唑巴坦钠,国药准字H20054307,珠海联邦制药股份有限公司中山分公司,广东省中山市坦洲镇嘉联路12号,珠海联邦制药股份有限公司中山分公司,广东省中山市坦洲镇嘉联路12号,本品有效期，由原来的“18个月”变为“24个月”。,广东省药品监督管理局,2024-06-06,已备案,详情
京备2024019436,ACYW135群脑膜炎球菌多糖疫苗,国药准字S20070025,北京智飞绿竹生物制药有限公司,北京市北京经济技术开发区同济北路22号,北京智飞绿竹生物制药有限公司,北京市北京经济技术开发区同济北路22号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。药品生产企业名称未变更，为北京智飞绿竹生物制药有限公司；生产地址在北京市北京经济技术开发区同济北路22号“制剂车间：西林瓶制剂分装线（一）”基础上，增加北京市北京经济技术开发区同济北路22号“制剂车间：西林瓶制剂分装线（二）”。,北京市药品监督管理局,2024-06-06,已备案,详情
湘备2024010769,头孢氨苄甲氧苄啶胶囊,国药准字H43022032,湖南状元制药有限公司,长沙市浏阳经济技术开发区督正路229号,湖南康尔佳生物医药科技有限公司,湖南省张家界市永定区经济开发区C区,因药品生产许可证变更，更新药品上市许可持有人名称、生产企业名称、生产地址名称（药品上市许可持有人未发生变更）。药品上市许可持有人名称由“长沙爱贝高药业有限公司”更新为“湖南状元制药有限公司”。,湖南省药品监督管理局,2024-06-06,已备案,详情
湘备2024010746,维生素E、C颗粒,国药准字H43022069,湖南状元制药有限公司,长沙市浏阳经济技术开发区督正路229号,湖南康尔佳制药股份有限公司,湖南汉寿高新技术产业园区汉太路9号,因药品生产许可证变更，更新药品上市许可持有人名称、生产企业名称、生产地址名称（药品上市许可持有人未发生变更）。药品上市许可持有人名称由“长沙爱贝高药业有限公司”更新为“湖南状元制药有限公司”。,湖南省药品监督管理局,2024-06-06,已备案,详情
吉备2024021590,阿胶,国药准字Z22020471,吉林省吉诺药业有限公司,吉林省长春市双阳区山河街道羊圈村瓦盆窑屯北侧,山东东禄堂阿胶集团吉林东禄堂制药有限公司,吉林省长春市双阳区山河街道亚泰水泥东,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由吉林省吉诺药业有限公司变更为山东东禄堂阿胶集团吉林东禄堂制药有限公司;生产企业地址由吉林省长春市双阳区山河街道羊圈村瓦盆窑屯北侧变更为吉林省长春市双阳区山河街道亚泰水泥东,吉林省药品监督管理局,2024-06-06,已备案,详情
Y渝备2024020162,头孢唑肟钠,国药准字H20103768,无,无,重庆天地药业有限责任公司,重庆市忠县忠州大道沈阳路1号,头孢唑肟钠产品有效期由18个月变更为36个月。,重庆市药品监督管理局,2024-06-06,已备案,详情
粤备2024021014,注射用头孢呋辛钠,国药准字H20065196,金鸿药业股份有限公司,珠海市金海岸生物工业区,金鸿药业股份有限公司,珠海市金海岸生物工业区,新增本品原料药“头孢呋辛钠”的供应商“珠海保税区丽珠合成制药有限公司”。,广东省药品监督管理局,2024-06-06,已备案,详情
鲁备2024021202,格列美脲滴丸,国药准字H20041773,山东新时代药业有限公司,山东费县北外环路1号,山东新时代药业有限公司,山东费县北外环路1号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号）和《药品说明书适老化及无障碍改革试点名单（第一批）》，对本品药品说明书（完整版）进行备案，同时提供电子药品说明书（完整版）。,山东省药品监督管理局,2024-06-06,已备案,详情
川备2024015824,硫酸特布他林注射液,国药准字H20243144,成都利尔药业有限公司,四川省成都市都江堰市四川都江堰经济开发区堰华路631号,成都利尔药业有限公司,都江堰市蒲阳镇堰华路631号,申请本品有效期由18个月延长至24个月，说明书和标签进行相应修订 。,四川省药品监督管理局,2024-06-06,已备案,详情
粤备2024021092,利伐沙班片,国药准字H20213211,深圳信立泰药业股份有限公司,深圳市福田区福保街道福保社区红柳道2号289数字半岛4层A区,深圳信立泰药业股份有限公司,1、深圳市坪山区龙田街道大工业区规划五路1号。2、广东省惠州市大亚湾经济技术开发区石化大道西42号。,本品增加原料药利伐沙班的供应商浙江国邦药业有限公司。,广东省药品监督管理局,2024-06-06,已备案,详情
京备2024020859,注射用头孢曲松钠/氯化钠注射液,国药准字H20233028,北京锐业制药有限公司,北京市北京经济技术开发区隆庆街12号,"北京锐业制药有限公司,北京锐业制药（潜山）有限公司","北京市北京经济技术开发区隆庆街12号,安徽省潜山市皖国东路0012号",已完成品种的生产场地变更，生产企业名称由北京锐业制药有限公司变更为北京锐业制药（潜山）有限公司，生产地址由北京市北京经济技术开发区隆庆街12号变更为安徽省潜山市皖国东路0012号1号生产车间2号生产线。此次备案内容为上述场地变更的关联变更：（1）生产工艺：工艺参数范围根据生产设备适用性进行调整，制袋灌装结束至灭菌开始为连续生产，工艺时限由4h变更为7h；（2）生产批量：由5120袋/批变更为8064袋/批；（3）包材材料和容器：三层共挤输液用双室袋由北京锐业制药有限公司，登记号为B20190006855（A），变更为北京锐业制药（潜山）有限公司，登记号为B20220000013（A）；（4）制剂所用原料药的供应商：头孢曲松钠原料药供应商：在原供应商齐鲁安替制药有限公司，登记号为Y20190009404（A）基础上，增加供应商珠海保税区丽珠合成制药有限公司，登记号为Y20190009444（A）。,北京市药品监督管理局,2024-06-06,已备案,详情
吉备2024021468,人参茎叶总皂苷片(人参茎叶皂苷片),国药准字Z20026641,吉林省抚松制药股份有限公司,抚松县抚松镇松山街375号,吉林省抚松制药股份有限公司,吉林省抚松县抚松镇松山街375号,申请对使用药品铝箔与聚氯乙烯固体药用硬片包装的人参茎叶总皂苷片（国药准字Z20026641）有效期由24个月延长至36个月进行备案。企业对申报材料真实性和合法性负责，并于备案公示后对该药品说明书和标签中有效期项做相应修订。,吉林省药品监督管理局,2024-06-06,已备案,详情
京备2024020844,A群C群脑膜炎球菌多糖疫苗,国药准字S20110015,北京智飞绿竹生物制药有限公司,北京市北京经济技术开发区同济北路22号,北京智飞绿竹生物制药有限公司,北京市北京经济技术开发区同济北路22号,A群C群脑膜炎球菌多糖疫苗制剂灯检工序由人工灯检方式变更为AIM80型自动灯检机与人工复检相结合的灯检方式。,北京市药品监督管理局,2024-06-06,已备案,详情
晋备2024020759,间苯三酚注射液,国药准字H20243448,山西德元堂药业有限公司,山西省晋中市山西示范区晋中开发区汇通产业园区开发区机械园,山西德元堂药业有限公司,山西省晋中市山西示范区晋中开发区汇通产业园区开发区机械园,申请说明书和标签备案：本品于2024年04月07日取得药品注册证书，现申请在说明书及包装标签上增加“仿制药一致性评价”标识，并根据本品药品注册证书批件（证书编号：2024S00527）附件“间苯三酚注射液说明书”说明书内容进行修订。,山西省药品监督管理局,2024-06-06,已备案,详情
甘备2024020675,养胃舒片,国药准字Z20150057,甘肃泰康制药有限责任公司,甘肃省武威市凉州区工业园区青啤大道12号,甘肃泰康制药有限责任公司,甘肃省武威市凉州区工业园区青啤大道12号,按照原国家食品药品监督管理局24号令等有关规定，在“铝塑包装，12片×1板/盒”的基础上增加“铝塑包装，18片×1板/盒”包装规格；对包装规格为“铝塑包装，(1)18片×1板/盒 (2)12片×1板/盒”的养胃舒片药品说明书和包装标签进行备案，增加上市许可持有人相关信息；说明书、标签上生产地址、注册地址由“甘肃省武威市凉州区西关街益民巷40号”变更为“甘肃省武威市凉州区工业园区青啤大道12号”。,甘肃省药品监督管理局,2024-06-06,已备案,详情
粤备2024021326,注射用哌拉西林钠他唑巴坦钠,国药准字H20054307,珠海联邦制药股份有限公司中山分公司,广东省中山市坦洲镇嘉联路12号,珠海联邦制药股份有限公司中山分公司,广东省中山市坦洲镇嘉联路12号,本品有效期，由原来的“18个月”变为“24个月”。,广东省药品监督管理局,2024-06-06,已备案,详情
京备2024019436,ACYW135群脑膜炎球菌多糖疫苗,国药准字S20070025,北京智飞绿竹生物制药有限公司,北京市北京经济技术开发区同济北路22号,北京智飞绿竹生物制药有限公司,北京市北京经济技术开发区同济北路22号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。药品生产企业名称未变更，为北京智飞绿竹生物制药有限公司；生产地址在北京市北京经济技术开发区同济北路22号“制剂车间：西林瓶制剂分装线（一）”基础上，增加北京市北京经济技术开发区同济北路22号“制剂车间：西林瓶制剂分装线（二）”。,北京市药品监督管理局,2024-06-06,已备案,详情
吉备2024021590,阿胶,国药准字Z22020471,吉林省吉诺药业有限公司,吉林省长春市双阳区山河街道羊圈村瓦盆窑屯北侧,山东东禄堂阿胶集团吉林东禄堂制药有限公司,吉林省长春市双阳区山河街道亚泰水泥东,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由吉林省吉诺药业有限公司变更为山东东禄堂阿胶集团吉林东禄堂制药有限公司;生产企业地址由吉林省长春市双阳区山河街道羊圈村瓦盆窑屯北侧变更为吉林省长春市双阳区山河街道亚泰水泥东,吉林省药品监督管理局,2024-06-06,已备案,详情
Y渝备2024020162,头孢唑肟钠,国药准字H20103768,无,无,重庆天地药业有限责任公司,重庆市忠县忠州大道沈阳路1号,头孢唑肟钠产品有效期由18个月变更为36个月。,重庆市药品监督管理局,2024-06-06,已备案,详情
粤备2024021014,注射用头孢呋辛钠,国药准字H20065196,金鸿药业股份有限公司,珠海市金海岸生物工业区,金鸿药业股份有限公司,珠海市金海岸生物工业区,新增本品原料药“头孢呋辛钠”的供应商“珠海保税区丽珠合成制药有限公司”。,广东省药品监督管理局,2024-06-06,已备案,详情
渝备2024021003,注射用头孢米诺钠,国药准字H20056298,北大医药股份有限公司,重庆市北碚区水土镇方正大道21号,北大医药股份有限公司,重庆市北碚区水土镇方正大道22号附1号,标签上增加“通过一致性评价”标识,重庆市药品监督管理局,2024-06-06,已备案,详情
赣备2024020166,人血白蛋白,国药准字S10940011,华润博雅生物制药集团股份有限公司,江西省抚州市抚州高新技术产业开发区惠泉路333号,华润博雅生物制药集团股份有限公司,江西省抚州市抚州高新技术产业开发区惠泉路333号,新增一台GEA公司生产的离心机（型号：BKB45），用于低温离心分离原料血浆得到冷沉淀与去冷沉淀血浆；新增的离心机替代原有的管式离心机，每批次离心3吨血浆得到的去冷沉淀血浆，与原有管式离心机离心3吨血浆得到的去冷沉淀血浆合并用于我公司已上市产品人血白蛋白的生产。,江西省药品监督管理局,2024-06-06,已备案,详情
京备2024020856,注射用头孢他啶/氯化钠注射液,国药准字H20205047,北京锐业制药有限公司,北京市北京经济技术开发区隆庆街12号,"北京锐业制药有限公司,北京锐业制药（潜山）有限公司","北京市北京经济技术开发区隆庆街12号,安徽省潜山市皖国东路0012号",已完成品种的生产场地变更，生产企业名称由北京锐业制药有限公司变更为北京锐业制药（潜山）有限公司，生产地址由北京市北京经济技术开发区隆庆街12号变更为安徽省潜山市皖国东路0012号1号生产车间1号生产线。此次备案内容为上述场地变更的关联变更：（1）制剂生产工艺：设备型号及厂家变化，原理不变，生产工艺参数范围为与设备匹配进行相应调整；（2）生产批量：由5120袋/批变更为24192袋/批和40320袋/批；（3）包材材料和容器：三层共挤输液用双室袋由北京锐业制药有限公司，登记号为B20190006855（A），变更为北京锐业制药（潜山）有限公司，登记号为B20220000013（A）；（4）制剂所用原料药的供应商：齐鲁安替制药有限公司（登记号为Y20190001563，登记状态为A），现申请增加原料药供应商珠海保税区丽珠合成制药有限公司（登记号为Y20190006854，登记状态为A）。,北京市药品监督管理局,2024-06-06,已备案,详情
沪备2024019299,酒石酸美托洛尔片,国药准字H31020783,上海旭东海普药业有限公司,中国（上海）自由贸易试验区金沪路879号,上海旭东海普药业有限公司,上海市嘉定区澄浏路853号,新增“CTX Life Sciences Pvt. Ltd.”为本品原料药供应商。,上海市药品监督管理局,2024-06-06,已备案,详情
沪备2024022250,盐酸舍曲林片,国药准字H20051279,上海市闵行区紫东路176号,上海市闵行区紫东路176号,上海衡山药业有限公司,上海市闵行区紫东路176号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由上海市闵行区江川路3777号变更为上海市闵行区紫东路176号,上海市药品监督管理局,2024-06-06,已备案,详情
湘备2024010727,牛黄清热胶囊,国药准字Z43020131,湖南状元制药有限公司,长沙市浏阳经济技术开发区督正路229号,湖南康尔佳制药股份有限公司,湖南汉寿高新技术产业园区汉太路9号 ,因药品生产许可证变更，更新药品上市许可持有人名称、生产企业名称、生产地址名称（药品上市许可持有人未发生变更）。药品上市许可持有人名称由“长沙爱贝高药业有限公司”更新为“湖南状元制药有限公司”。,湖南省药品监督管理局,2024-06-06,已备案,详情
湘备2024021375,盐酸左沙丁胺醇雾化吸入溶液,国药准字H20234010,湖南科伦制药有限公司,岳阳县城关镇荣新路（县生态工业园3号）,湖南科伦制药有限公司,湖南省岳阳县生态工业园区,1、第6.8项：变更有效期和贮藏条件。变更内容为：将盐酸左沙丁胺醇雾化吸入溶液【按C₁₃H₂₁NO₃计 3ml:1.25mg】有效期由“18个月”延长至“24个月”。2、第7.1项：按国家药品监督管理局公告要求，修订盐酸左沙丁胺醇雾化吸入溶液【按C₁₃H₂₁NO₃计 3ml:1.25mg】说明书中“有效期”项相关内容：将产品说明书【有效期】由“18个月”延长至“24个月”。,湖南省药品监督管理局,2024-06-06,已备案,详情
湘备2024020386,碘帕醇注射液,国药准字H20203597,湖南汉森制药股份有限公司,益阳市赫山区银城大道2688号,湖南汉森制药股份有限公司,益阳市赫山区银城大道2688号,"1、将碘帕醇注射液（规格 100ml:30g(I)）药品有效期由12个月延长至18个月；直接接触药品的包装材料和容器：中硼硅玻璃输液瓶、注射液用卤化丁基橡胶塞。
2、根据国家药监局《关于“通过一致性评价”标识使用有关事宜的说明》及国家仿制药一致性评价相关规定，碘帕醇注射液（规格 100ml:30g(I)）在说明书、包装标签中增加“仿制药一致性评价”标识，其内容的准确性和完整性由企业负责。",湖南省药品监督管理局,2024-06-06,已备案,详情
湘备2024021105,恩格列净片,国药准字H20233507,天地恒一制药股份有限公司,湖南省长沙国家生物产业基地康天路109号,天地恒一制药股份有限公司,湖南省长沙国家生物产业基地康天路109号,申请增加包装材料和容器：恩格列净片（规格：25mg）新增聚氯乙烯固体药用硬片和药用铝箔，包装规格：14片/板×1板/盒。根据国家食品药品监督管理局令第24号《药品说明书和标签管理规定》及相关文件要求，修改药品说明书和标签。,湖南省药品监督管理局,2024-06-06,已备案,详情
湘备2024021374,盐酸左沙丁胺醇雾化吸入溶液,国药准字H20234009,湖南科伦制药有限公司,岳阳县城关镇荣新路（县生态工业园3号）,湖南科伦制药有限公司,湖南省岳阳县生态工业园区,1、第6.8项：变更有效期和贮藏条件。变更内容为：将盐酸左沙丁胺醇雾化吸入溶液【按C₁₃H₂₁NO₃计 3ml:0.63mg】有效期由“18个月”延长至“24个月”。2、第7.1项：按国家药品监督管理局公告要求，修订盐酸左沙丁胺醇雾化吸入溶液【按C₁₃H₂₁NO₃计 3ml:0.63mg】说明书中“有效期”项相关内容：将产品说明书【有效期】由“18个月”延长至“24个月”。,湖南省药品监督管理局,2024-06-06,已备案,详情
晋备2024020769,赖氨酸磷酸氢钙颗粒,国药准字H14023847,山西双雁药业有限公司,大同市开发区医药工业园区,山西双雁药业有限公司,山西省大同市医药工业园区中央大道北侧,变更制剂所用原料药的供应商：该制剂原料药供应商为湖州展望药业股份有限公司、洛阳龙门医药股份有限公司，现申请增加江苏德邦多菱健康科技有限公司的原料药供应商(登记号Y20190009616，与制剂共同审评审批结果“A”)。,山西省药品监督管理局,2024-06-06,已备案,详情
鲁备2024020678,枇杷止咳颗粒,国药准字Z37020335,山东新时代药业有限公司,山东费县北外环路1号,山东新时代药业有限公司,山东费县北外环路1号,依据《药品说明书和标签管理规定》（局令第24号）、《关于印发非处方药说明书规范细则的通知》（国食药监注【2006】540号）等相关法规及本品OTC说明书范本，对本品说明书格式及各项下内容进行修订和规范。包装标签作相应修订。,山东省药品监督管理局,2024-06-06,已备案,详情
