备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
闽备2024004870,盐酸林可霉素注射液,国药准字H35020027,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
黔备2024003444,消咳颗粒,国药准字Z20027969,贵州百灵企业集团制药股份有限公司,贵州省安顺市经济技术开发区西航路212号,贵州百灵企业集团制药股份有限公司,贵州省安顺市经济技术开发区西航路212号,拟消咳颗粒的传统分段式湿法制粒变更为一步制粒，将消咳颗粒制粒生产主要设备由FG-300型沸腾干燥机、LHSG-600型高位湿法混合制粒机、NTF800固定提升转料机、ZLB-300Z旋转制粒机、ZS型高效筛粉机变更为FLZ-300流化床、150L加热罐、WJ600-3J蠕动泵、S49S三元旋振筛分系统。,贵州省药品监督管理局,2024-01-26,已备案,详情
桂备2024003191,莲芝消炎片,国药准字Z45020977,广西两面针亿康药业股份有限公司,柳州市东环路282号,广西两面针亿康药业股份有限公司,1、柳州市东环路282号：片剂，硬胶囊剂(含头孢菌素类)，颗粒剂(含头孢菌素类)，糖浆剂，口服溶液剂，软膏剂，乳膏剂(含激素类)***2、柳州市柳石路340号：原料药，中药前处理和提取***,"增加最小销售单元为10片/板×4板/盒的包装规格,使用“原研一致”商标，重新设计包装标签。",广西壮族自治区药品监督管理局,2024-01-26,已备案,详情
滇备2024003457,血塞通颗粒,国药准字Z20113072,昆药集团血塞通药业股份有限公司,云南省文山州富宁县新华镇金药路69号,昆药集团血塞通药业股份有限公司,云南省文山州富宁县新华镇金药路69号,1、修订本规格12袋/盒；24袋/盒说明书中【执行标准】的内容。,云南省药品监督管理局,2024-01-26,2024年01月26日，撤销备案,详情
吉备2024003101,门冬胰岛素50注射液,国药准字S20230074,惠升生物制药股份有限公司,吉林省梅河口市爱民东大街1088号,惠升生物制药股份有限公司,吉林省梅河口市爱民东大街1088号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更卡式瓶（笔芯），笔式注射器溴化丁基橡胶活塞，笔式注射器用铝盖，笔芯内装有玻璃珠以帮助混匀胰岛素，每盒1支药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-01-26,已备案,详情
桂备2024003278,蛤蚧定喘胶囊,国药准字Z10940033,桂林三金药业股份有限公司,桂林市临桂区人民南路9号,桂林三金药业股份有限公司,桂林市临桂区人民南路9号,蛤蚧定喘胶囊说明书【执行标准】项由“《中国药典》2020年版一部及国家药品监督管理局药品补充申请批件(批件号:2019B02648)。”变更为“《中国药典》2020年版第一增补本”，其余内容不变。,广西壮族自治区药品监督管理局,2024-01-26,已备案,详情
赣备2024002715,大活络丸,国药准字Z36020258,江西国药有限责任公司,江西省南昌市南昌县小蓝经济技术开发区河泊路388号,江西国药有限责任公司,江西省南昌市南昌县小蓝经济技术开发区河泊路388号,"修订本品说明书：
一、【不良反应】项增加：
上市后不良反应监测数据显示大活络制剂可见以下不良反应：
消化系统：恶心、呕吐、胃不适、腹胀、腹痛、腹泻、便秘、口干等，有肝功能异常个案报告。
皮肤：皮疹、瘙痒等。
神经系统：头晕、头痛等，有局部麻木个案报告。
心血管系统：心悸等，有心律失常个案报告。
其他：胸闷、乏力、过敏或过敏样反应等，有少尿个案报告。
二、【禁忌】项增加：
1.孕妇禁用。
2.对本品及所含成份过敏者禁用。
三、【注意事项】项增加：
1.本品不宜长期服用。
2.用药后如果出现心悸，心慌，胸闷，口、舌、四肢等局部麻木症状，请咨询医生。",江西省药品监督管理局,2024-01-26,已备案,详情
琼备2024003118,注射用维生素C,国药准字H20093562,海口市制药厂有限公司,海南省海口市秀英区南海大道192号,海口市制药厂有限公司,海南省海口市秀英区南海大道192号,注射用维生素C（批准文号：国药准字H20093562，规格：1.0g），在海口市秀英区南海大道192号的PF车间生产线1，变更制剂生产工艺：变更分装速度、轧盖速度。,海南省药品监督管理局,2024-01-26,2024年02月26日，撤销备案,详情
湘备2024000186,风寒感冒颗粒,国药准字Z43020521,江右制药（常德）有限公司,湖南省常德市安乡县工业园区,怀化正好制药有限公司,湖南省怀化市河西新区,按照《国家药监局关于修订风寒感冒颗粒、穿心莲注射液药品说明书的公告》（2023年第139号）要求，修订风寒感冒颗粒（规格：每袋重8克）的说明书、包装标签中【警示语】、【禁忌】、【不良反应】和【注意事项】项相关内容，其内容的准确性和完整性由企业负责。,湖南省药品监督管理局,2024-01-26,已备案,详情
皖备2024002873,枸橼酸咖啡因注射液,国药准字H20183216,国药集团国瑞药业有限公司,安徽省淮南市经济技术开发区朝阳东路16号,国药集团国瑞药业有限公司,安徽省淮南市经济技术开发区朝阳东路16号,本公司产品枸橼酸咖啡因注射液通过仿制药一致性评价，按照原《总局关于仿制药质量和疗效一致性评价工作有关事项的公告（2017年100号）》要求，在其说明书、包装标签使用“通过一致性评价”标识，其他内容无修改。,安徽省药品监督管理局,2024-01-26,已备案,详情
闽备2024004926,利巴韦林葡萄糖注射液,国药准字H20046411,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004902,酚磺乙胺注射液,国药准字H35020014,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004900,水杨酸甲酯气雾剂,国药准字H35021187,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004871,硫酸奈替米星注射液,国药准字H20053262,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004877,复方氯化钠注射液,国药准字H20033337,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004928,诺氟沙星滴眼液,国药准字H35020714,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004888,硫酸庆大霉素滴眼液,国药准字H35020712,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004881,硫酸庆大霉素注射液,国药准字H35020019,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004901,灭菌注射用水,国药准字H35021354,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004924,苯扎溴铵溶液,国药准字H35021121,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004880,硝酸益康唑癣药水,国药准字H35020718,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
津备2024003567,苏合丸,国药准字Z12020711,津药达仁堂集团股份有限公司达仁堂制药厂,天津经济技术开发区第十大街21号,津药达仁堂集团股份有限公司达仁堂制药厂,天津经济技术开发区第十大街21号,津药达仁堂集团股份有限公司达仁堂制药厂申请变更苏合丸的包装材料和容器，在原包装材料和容器基础上，增加“高密度聚乙烯中药丸球壳包装材料”包装形式，包装规格为：3g×4丸；3g×10丸。,天津市药品监督管理局,2024-01-26,已备案,详情
滇备2024003457,血塞通颗粒,国药准字Z20113072,昆药集团血塞通药业股份有限公司,云南省文山州富宁县新华镇金药路69号,昆药集团血塞通药业股份有限公司,云南省文山州富宁县新华镇金药路69号,1、修订本规格12袋/盒；24袋/盒说明书中【执行标准】的内容。,云南省药品监督管理局,2024-01-26,2024年01月26日，撤销备案,详情
吉备2024003101,门冬胰岛素50注射液,国药准字S20230074,惠升生物制药股份有限公司,吉林省梅河口市爱民东大街1088号,惠升生物制药股份有限公司,吉林省梅河口市爱民东大街1088号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更卡式瓶（笔芯），笔式注射器溴化丁基橡胶活塞，笔式注射器用铝盖，笔芯内装有玻璃珠以帮助混匀胰岛素，每盒1支药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-01-26,已备案,详情
桂备2024003278,蛤蚧定喘胶囊,国药准字Z10940033,桂林三金药业股份有限公司,桂林市临桂区人民南路9号,桂林三金药业股份有限公司,桂林市临桂区人民南路9号,蛤蚧定喘胶囊说明书【执行标准】项由“《中国药典》2020年版一部及国家药品监督管理局药品补充申请批件(批件号:2019B02648)。”变更为“《中国药典》2020年版第一增补本”，其余内容不变。,广西壮族自治区药品监督管理局,2024-01-26,已备案,详情
苏备2024002917,葡萄糖注射液,国药准字H32023005,费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本品药包材“钠钙玻璃输液瓶”的供应商增加“广汉市玻璃制瓶有限公司”。,江苏省药品监督管理局,2024-01-26,已备案,详情
鲁备2024002971,牛黄解毒片,国药准字Z37020134,山东鲁药制药有限公司,鄄城县人民街东段鲁药工业园1号,山东鲁药制药有限公司,鄄城县人民街东段鲁药工业园1号,"备案涉及内容：
 根据国家药监局《关于修订伤科接骨片、稳心制剂和牛黄解毒制剂说明书的公告》（2019年第15号）文的要求对本品说明书的【不良反应】、【禁忌】、【注意事项】，警示语进行修订，标签做相应修订,其它内容与原批准一致。",山东省药品监督管理局,2024-01-26,已备案,详情
琼备2024003071,注射用盐酸吉西他滨,国药准字H20203645,海南全星制药有限公司,海南省海口市保税区A06-2,海南全星制药有限公司,海南省海口市保税区A06-2,根据《总局关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号）要求，注射用盐酸吉西他滨药品说明书和标签增加“通过一致性评价”标识。,海南省药品监督管理局,2024-01-26,已备案,详情
粤备2024003090,盐酸溴己新片,国药准字H44025278,一力制药股份有限公司,广东省四会市东城区凤山路,一力制药股份有限公司,广东省四会市东城区凤山路,增加本品的包装规格：口服固体药用高密度聚乙烯瓶，每瓶36片；每瓶42片；每瓶60片；并对说明书和包装标签进行相应的修订。,广东省药品监督管理局,2024-01-26,已备案,详情
吉备2024002993,氯霉素片等12个药品批准文号,国药准字H22021284,辽源市迪康药业有限责任公司,东辽县白泉镇东交大街102号,辽源市迪康药业有限责任公司,东辽县白泉镇东交大街102号：片剂，硬胶囊剂，原料药***,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）规定变更氯霉素片等12个品种批准文号药品说明书及标签，药品生产企业依据备案结论自行修改药品说明书和包装标签的有关内容，处方药说明书统一增加修改日期为2024年3月12日，非处方药直接将说明书修订日期改为2024年3月12日，此次备案结论与原备案配套使用（变更品种目录见吉林省药品监督管理局网站），企业负责说明书内容的真实性与合法性。,吉林省药品监督管理局,2024-01-26,已备案,详情
闽备2024004911,浓维磷糖浆,国药准字H35021263,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004878,小儿复方麻黄碱桔梗糖浆,国药准字H35021541,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004905,维生素B12注射液,国药准字H35020023,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004868,盐酸消旋山莨菪碱注射液,国药准字H35020010,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004872,二乙酰氨乙酸乙二胺注射液,国药准字H20053577,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004917,硫酸妥布霉素注射液,国药准字H35020015,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004896,氟罗沙星葡萄糖注射液,国药准字H20046458,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004927,苦参碱氯化钠注射液,国药准字H20057517,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004925,复方奎宁注射液,国药准字H35021042,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
闽备2024004919,硫酸庆大霉素注射液,国药准字H35020018,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,福建南少林药业有限公司,福建省福清市石竹街道福政路10号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福清市融侨经济技术开发区变更为福建省福清市石竹街道福政路10号,福建省药品监督管理局,2024-01-26,已备案,详情
皖备2024002759,注射用阿莫西林钠克拉维酸钾,国药准字H20227094,海南卫康制药（潜山）有限公司,安徽省安庆市潜山经济开发区丹霞路0008号,海南卫康制药（潜山）有限公司,安徽省安庆市潜山经济开发区丹霞路0008号,我公司产品注射用阿莫西林钠克拉维酸钾产品此次备案内容为：现因公司发展需要，增加1组直接接触药品的包材组合：新增玻瓶供应商为重庆正川永成医药材料有限公司，登记号：B20190007572，备案状态为A；新增胶塞供应商为湖北华强科技股份有限公司，登记号：B20190006251，备案状态为A。,安徽省药品监督管理局,2024-01-26,已备案,详情
川备2024003526,盐酸左氧氟沙星氯化钠注射液,国药准字H20044291,四川科伦药业股份有限公司,成都市新都卫星城工业开发区南二路,"四川科伦药业股份有限公司,山东科伦有限公司,广东科伦药业有限公司,河南科伦药业有限公司","四川省成都市新都卫星城工业开发区南二路,四川省眉山市仁寿县平安大道（仁寿工业园区）,四川省广安市岳池县工业园区,四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线,山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(聚丙烯输液瓶),四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线,广东梅州高新技术产业园区大容量注射剂车间G线（聚丙烯输液瓶）,河南省安阳市汤阴县产业集聚区工纵三街北段大容量注射剂车间C线（聚丙烯输液瓶）","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由四川科伦药业股份有限公司变更为四川科伦药业股份有限公司,山东科伦有限公司,广东科伦药业有限公司,河南科伦药业有限公司;生产企业地址由四川省成都市新都卫星城工业开发区南二路,四川省眉山市仁寿县平安大道（仁寿工业园区）,四川省广安市岳池县工业园区,四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线的基础上增加山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(聚丙烯输液瓶),四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线的基础上增加广东梅州高新技术产业园区大容量注射剂车间G线（聚丙烯输液瓶）变更为四川省成都市新都卫星城工业开发区南二路,四川省眉山市仁寿县平安大道（仁寿工业园区）,四川省广安市岳池县工业园区,四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线,山东省滨州市滨城区小营镇拥政路12号塑料容器输液车间D线(聚丙烯输液瓶),四川省成都市新都卫星城工业开发区南二路塑料容器输液车间W线,广东梅州高新技术产业园区大容量注射剂车间G线（聚丙烯输液瓶）,河南省安阳市汤阴县产业集聚区工纵三街北段大容量注射剂车间C线（聚丙烯输液瓶）",四川省药品监督管理局,2024-01-26,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
晋备2024002895,氢氯噻嗪片,国药准字H20058629,云鹏医药集团有限公司,山西省临汾市襄汾县医药工业园区云鹏大道19号,云鹏医药集团有限公司,山西襄汾医药工业园区云鹏大道19号,变更制剂所用原料药供应商: 该制剂品种中氢氯噻嗪原料供应商天津中瑞药业股份有限公司，现申请增加氢氯噻嗪原料药的供应商云鹏医药集团有限公司(登记号:Y20210001243，与制剂共同审评审批结果“A”）,山西省药品监督管理局,2024-01-26,已备案,详情
苏备2024002924,安神补脑胶囊,国药准字Z20090459,精华制药集团股份有限公司,南通市港闸经济开发区兴泰路9号,精华制药集团股份有限公司,江苏省南通市港闸经济开发区兴泰路9号,根据《已上市中药药学变更研究技术指导原则》，本品包装规格由“塑料瓶包装。（1）每瓶装12粒（2）每瓶装24粒 ”变更为“铝塑复合膜包装。每板12粒，每盒装1板。”,江苏省药品监督管理局,2024-01-26,已备案,详情
粤备2024003072,参维灵片,国药准字H44024830,广东彼迪药业有限公司,广东省开平市月山镇彼迪大道66号,广东彼迪药业有限公司,广东省开平市月山镇彼迪大道66号,本品有效期由18个月变更为30个月，说明书有效期项进行相应修订。,广东省药品监督管理局,2024-01-26,已备案,详情
苏备2024002793,注射用盐酸瑞芬太尼,国药准字H20143314,江苏恩华药业股份有限公司,徐州经济技术开发区杨山路18号,江苏恩华药业股份有限公司,徐州高新技术产业开发区,根据质量标准YBH08402021制定了稳定性考察方案，稳定性数据结果符合方案要求。现基于《已上市化学药品药学变更研究技术指导原则（试行）》和稳定性数据结果，将本品中硼硅玻璃管制注射剂瓶的供应商在双峰格雷斯海姆医药包装（镇江）有限公司的基础上增加江苏潮华玻璃制品有限公司为第二供应商。,江苏省药品监督管理局,2024-01-26,已备案,详情
皖备2024002761,注射用阿莫西林钠克拉维酸钾,国药准字H20227094,海南卫康制药（潜山）有限公司,安徽省潜山经济开发区丹霞路0008号,海南卫康制药（潜山）有限公司,安徽省潜山经济开发区丹霞路0008号,我公司产品注射用阿莫西林钠克拉维酸钾申请原料药供应商变更，在已批准的原料药供应商基础上，新增加了一个原料药供应商，原批准供应商为珠海联邦制药股份有限公司，新增供应商为Sandoz Industrial Products S.A.。,安徽省药品监督管理局,2024-01-26,已备案,详情
