备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
苏备2024001242,多西他赛注射液,国药准字H20213630,扬子江药业集团有限公司,泰州市扬子江南路1号,扬子江药业集团有限公司,江苏省泰州市扬子江南路1号,依据《已上市化学药品药学变更研究技术指导原则（试行）》申请变更多西他赛注射液（4.0ml：80mg）原料药多西他赛【细菌内毒素】项检测方法。,江苏省药品监督管理局,2024-01-15,已备案,详情
赣备2024001359,稀戊二醛溶液,国药准字H36021976,江西银涛药业股份有限公司,江西省抚州市临川区才都工业园银涛大道3号,江西银涛药业股份有限公司,江西省抚州市临川区才都工业园银涛大道3号,药品上市许可持有人名称和生产企业名称由“江西银涛药业有限公司”变更为“江西银涛药业股份有限公司”，仅企业名称变更，实际持有人未变更。,江西省药品监督管理局,2024-01-15,已备案,详情
吉备2024001880,珍菊降压片,国药准字Z20054539,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由长春高新技术开发区锦湖大路1199号变更为长春市高新技术开发区锦湖大路1199号,吉林省药品监督管理局,2024-01-15,已备案,详情
吉备2024001871,甘油果糖氯化钠注射液,国药准字H22026184,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由长春高新技术开发区锦湖大路1199号变更为长春市高新技术开发区锦湖大路1199号,吉林省药品监督管理局,2024-01-15,已备案,详情
吉备2024001870,苦参碱葡萄糖注射液,国药准字H20031293,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。,吉林省药品监督管理局,2024-01-15,已备案,详情
吉备2024001881,鼻炎灵片,国药准字Z22024433,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由长春高新技术开发区锦湖大路1199号变更为长春市高新技术开发区锦湖大路1199号,吉林省药品监督管理局,2024-01-15,已备案,详情
吉备2024001883,痛经灵颗粒,国药准字Z22024440,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由长春高新技术开发区锦湖大路1199号变更为长春市高新技术开发区锦湖大路1199号,吉林省药品监督管理局,2024-01-15,已备案,详情
Y苏备2024001330,肝素钠,Y20190004111,无,无,南京健友生化制药股份有限公司,南京高新开发区MA010-1号地,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本次变更生产设备，由超滤膜使用的超滤器变更为纳滤膜使用的纳滤器，变更的生产设备不属于关键工艺设备。,江苏省药品监督管理局,2024-01-15,已备案,详情
桂备2024001952,氧,国药准字H20073410,灵川县利民制氧厂,灵川县禾家铺社田江村,灵川县利民制氧厂(有限合伙）,灵川县灵川镇莫家村委廖家村民小组,变更上市许可持有人地址由“灵川县禾家铺社田江村”变更为“灵川县灵川镇莫家村委廖家村民小组”，变更生产企业地址由“灵川县禾家铺社田江村”变更为“灵川县灵川镇莫家村委廖家村民小组”,广西壮族自治区药品监督管理局,2024-01-15,已备案,详情
吉备2024001884,炎可宁片,国药准字Z22024442,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由长春高新技术开发区锦湖大路1199号变更为长春市高新技术开发区锦湖大路1199号,吉林省药品监督管理局,2024-01-15,已备案,详情
吉备2024001873,脑肽胶囊,国药准字B20020588,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,吉林省长源药业有限公司,长春市高新技术开发区锦湖大路1199号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由长春高新技术开发区锦湖大路1199号变更为长春市高新技术开发区锦湖大路1199号,吉林省药品监督管理局,2024-01-15,已备案,详情
皖备2024001081,低钙腹膜透析液（乳酸盐-G2.5%）,国药准字H20183163,芜湖道润药业有限责任公司,芜湖市繁昌经济开发区纬三路南经六路西交叉口,芜湖道润药业有限责任公司,芜湖市繁昌经济开发区纬三路南经六路西交叉口,R线灌封岗位增加一台设计和工作原理不同的灌装机（型号：DR02-D-12）。,安徽省药品监督管理局,2024-01-15,已备案,详情
苏备2024001345,葡萄糖注射液,国药准字H32023005,费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,费森尤斯卡比华瑞制药有限公司,江苏省无锡市滨湖区马山北闸路16号,根据《已上市化学药品药学变更研究技术指导原则（试行）》的要求，本品灯检方法在人工灯检方式的基础上增加自动灯检机的灯检方式。,江苏省药品监督管理局,2024-01-15,已备案,详情
苏备2024001380,苏合香丸,国药准字Z32020480,雷允上药业集团有限公司,苏州高新区横山路86号,雷允上药业集团有限公司,苏州高新区横山路86号,"1.根据药品说明书内容变更标签相应内容。根据药品补充申请批准通知书2023B03365，修订本品药品说明书中安全性等内容。
2.根据《关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）要求，按照试点方式和要求对苏合香丸说明书标签进行备案。",江苏省药品监督管理局,2024-01-15,已备案,详情
川备2024000354,盐酸多巴酚丁胺注射液,国药准字H20234629,成都苑东生物制药股份有限公司,成都市高新区西源大道8号,成都苑东生物制药股份有限公司,成都市高新区西源大道8号,盐酸多巴酚丁胺注射液20ml:250mg（按 C18H23NO3计）说明书及药品包装标签（小盒、纸箱）上增加“通过一致性评价”标识。,四川省药品监督管理局,2024-01-15,已备案,详情
冀备2024001781,氨茶碱注射液,国药准字H20234391,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄高新区漓江道333号,申请备案本品有效期变更为“24个月”信息。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-01-15,已备案,详情
辽备2024001732,清热利咽茶,国药准字B20020757,辽宁中医学院药业有限公司,沈阳农业高新区辉山大街148号,辽宁中医学院药业有限公司,沈阳农业高新区辉山大街148号,清热利咽茶产品有效期由24个月变更为36个月。,辽宁省药品监督管理局,2024-01-15,已备案,详情
冀备2024001917,梅苏颗粒,国药准字Z13022364,河北金牛原大药业科技有限公司,定州经济开发区金牛路1号,河北金牛原大药业科技有限公司,定州经济开发区金牛路1号,申请备案本品药品上市许可持有人名称及生产企业名称变更(变为”河北金牛药业科技有限公司“)。此变更不涉及持有人主体变更和药品生产场地变更，申请人对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品的安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-01-15,已备案,详情
桂备2024001357,杞菊地黄丸,国药准字Z20204036,广西邦琪药业集团有限公司,钦州市皇马工业园,广西邦琪药业集团有限公司,钦州市钦北区大井工业园,"本品为首次申请。现根据国家食品药品监督管理局第24号令《药品说明书和标签管理规定》及国家食品药品监督管理局国食药监注[2006]540号文的有关规定和药品补充申请药品生产技术转让批件：2020B03069、药品补充申请批件：2006B00636，对说明书、包装标签修订有： 
1、根据国家食品药品监督管理局第24号令《药品说明书和标签管理规定》及国家食品药品监督管理局令国食药监注[2006]540号文的有关规定，药品说明书修订内容有：警示语、【药品名称】、通用名称、汉语拼音、【成份】、【性状】、【功能主治】、【规格】、【用法用量】、【不良反应】、【禁忌】、【注意事项】、【药物相互作用】、【贮藏】、【包装】、【有效期】、【执行标准】、【批准文号】、【说明书修订日期】、注册商标及生产企业详细联系方式地址等项目内容。
2、内标签修订内容有：【功能主治】、【规格】、【用法用量】、【贮藏】、【批准文号】、生产日期、产品批号、有效期、注册商标等项目内容。
3、中包装（纸盒）修订内容有：【成份】、【性状】、【功能主治】、【规格】、【用法用量】、【不良反应】、【禁忌】、【注意事项】、【贮藏】、【包装】、【批准文号】、生产日期、产品批号、有效期、注册商标、条形码标识及生产企业详细联系方式、地址等项目内容。
4、外包装（纸箱）修订内容有：药品名称、规格、包装数量、贮藏、生产日期、产品批号、有效期、纸箱体积、重量、运输标识、注册商标及生产企业详细联系方式、地址等项目内容。
5、根据药品补充申请药品生产技术转让批件：2020B03069，药品说明书、包装标签企业名称由原“北海国发海洋生物产业股份有限制药厂”修订为“广西邦琪药业集团有限公司”；生产地址由原“北海市北海大道388号北海国发海洋生物科技园”修订为“钦州市钦北区大井工业园”。 
除此之外，其余相关内容（材质）不变。",广西壮族自治区药品监督管理局,2024-01-15,已备案,详情
桂备2024001127,喉舒宁片,国药准字Z45021278,广西迪泰制药股份有限公司,广西-东盟经济技术开发区宁武路3号,广西迪泰制药股份有限公司,广西-东盟经济技术开发区宁武路3号,"1、包装规格为：15片/板×2板/盒；
2、使用经授权的商标“恩威”；
3、重新设计药品说明书、包装标签的图案样式。",广西壮族自治区药品监督管理局,2024-01-15,已备案,详情
冀备2024001919,硫酸锌口服溶液,国药准字H19993917,河北金牛原大药业科技有限公司,定州经济开发区金牛路1号,河北金牛原大药业科技有限公司,定州经济开发区金牛路1号,申请备案本品药品上市许可持有人名称及生产企业名称变更(变为”河北金牛药业科技有限公司“)。此变更不涉及持有人主体变更和药品生产场地变更，申请人对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品的安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-01-15,已备案,详情
粤备2024001039,感冒清胶囊,国药准字Z44021644,东莞市亚洲制药科技有限公司,广东省东莞市洪梅镇洪梅大道9号,"东莞市亚洲制药科技有限公司,广东一片天医药集团制药有限公司","广东省东莞市洪梅镇洪梅大道9号,阳春市春城街道站港公路民营工业区",本品增加国内生产药品包装规格：口服固体药用高密度聚乙烯瓶。每瓶装36粒。,广东省药品监督管理局,2024-01-15,已备案,详情
晋备2024001287,诺氟沙星胶囊,国药准字H14023224,山西同达药业有限公司,大同市经济开发区第一医药工业园区,山西同达药业有限公司,山西省大同市经济技术开发区第一医药园区,变更药品生产场地：诺氟沙星胶囊药品的生产场地为山西省大同市经济技术开发区第一医药园区综合车间胶囊剂生产线，现申请在同一生产地址上增加综合固体制剂车间胶囊剂生产线。,山西省药品监督管理局,2024-01-15,已备案,详情
苏备2024001374,益气祛痰合剂,国药准字Z19990019,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,金陵药业股份有限公司南京金陵制药厂,南京经济技术开发区新港大道58号,根据《已上市中药药学变更研究技术指导原则（试行）》，本品（规格：每支装10ml）直接接触药品的包装材料在原“低硼硅玻璃管制口服液体瓶和药用氯化丁基橡胶塞”的基础上新增“聚酯/聚酰胺/铝/聚丙烯口服液体药用复合膜”。新增的包装材料“聚酯/聚酰胺/铝/聚丙烯口服液体药用复合膜”包装的产品有效期为24个月。,江苏省药品监督管理局,2024-01-15,已备案,详情
滇备2024001426,清肺抑火片,国药准字Z53020994,云南省曲靖药业有限公司,云南省曲靖市经济技术开发区瑞和西路,云南省曲靖药业有限公司,云南省曲靖市经济技术开发区瑞和西路,将清肺抑火片（包装规格：12片/板×4板/盒）“镇南王”商标变更为“通御·中医世家”商标，并对其小盒、说明书、铝箔、外箱进行修订，小盒、说明书、外箱商标由“镇南王”变更为“通御·中医世家”商标，铝箔为无商标。,云南省药品监督管理局,2024-01-15,已备案,详情
桂备2024001677,罗汉果止咳糖浆,国药准字Z45022204,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,广西大力神制药股份有限公司,灵山县灵城镇海岩路99号,修订包装标签式样，由原红色式样变更为绿色式样。,广西壮族自治区药品监督管理局,2024-01-15,已备案,详情
琼备2024001461,注射用盐酸吉西他滨,国药准字H20113285,齐鲁制药（海南）有限公司,海口市国家高新区南海大道273号-A,齐鲁制药（海南）有限公司,海口市国家高新区南海大道273号-A,中硼硅玻璃管制注射剂瓶在原供应商基础上新增双峰格雷斯海姆医药包装（镇江）有限公司,海南省药品监督管理局,2024-01-15,已备案,详情
Y苏备2024001330,肝素钠,Y20190004111,无,无,南京健友生化制药股份有限公司,南京高新开发区MA010-1号地,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本次变更生产设备，由超滤膜使用的超滤器变更为纳滤膜使用的纳滤器，变更的生产设备不属于关键工艺设备。,江苏省药品监督管理局,2024-01-15,已备案,详情
桂备2024001952,氧,国药准字H20073410,灵川县利民制氧厂,灵川县禾家铺社田江村,灵川县利民制氧厂(有限合伙）,灵川县灵川镇莫家村委廖家村民小组,变更上市许可持有人地址由“灵川县禾家铺社田江村”变更为“灵川县灵川镇莫家村委廖家村民小组”，变更生产企业地址由“灵川县禾家铺社田江村”变更为“灵川县灵川镇莫家村委廖家村民小组”,广西壮族自治区药品监督管理局,2024-01-15,已备案,详情
皖备2024001225,磷酸奥司他韦胶囊,国药准字H20233869,安徽贝克生物制药有限公司,安徽省合肥市高新技术开发区红枫路30号,江苏迪赛诺制药有限公司,江苏省溧阳经济开发区康安路3号,将本品有效期由“24个月”延长至“36个月”，同时按照《药品说明书和标签管理规定》（局令第24号），调整说明书备案内容。,安徽省药品监督管理局,2024-01-15,已备案,详情
皖备2024001164,吡嘧司特钾片,国药准字H20052602,国药集团国瑞药业有限公司,安徽省淮南市经济技术开发区朝阳东路16号,国药集团国瑞药业有限公司,安徽省淮南市经济技术开发区朝阳东路16号,本品有效期由18个月延长至24个月，按照《说明书和标签管理规定》（局令第24号）要求调整说明书备案内容。,安徽省药品监督管理局,2024-01-15,已备案,详情
吉备2024001794,布洛芬缓释胶囊,国药准字H22026812,吉林省百年六福堂药业有限公司,长春九台经济开发区兴北路南丙五路西,吉林省百年六福堂药业有限公司,长春九台经济开发区兴北路南丙午路西,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更聚氯乙烯固体药用硬片、药用铝箔、聚酯/铝/聚乙烯药品包装用复合膜、袋，12粒/板*2板/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-01-16,已备案,详情
冀备2024002063,硫酸镁注射液,国药准字H20243037,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,申请本品按照国家相关文件精神在说明书和标签上添加“通过一致性评价”标识，承诺说明书和包装标签其他项目及内容未擅自修改，并符合国家食品药品监督管理局令第24号及有关文件的要求。,河北省药品监督管理局,2024-01-16,已备案,详情
京备2024001255,铝碳酸镁咀嚼片,国药准字H20093606,北京京丰制药集团有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地祥瑞大街21号1号楼、9-10号楼、12-13号楼,北京京丰制药集团有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地祥瑞大街21号10号楼,增加“湖南九典宏阳制药有限公司（登记状态：A，登记号：Y20190021360）”铝碳酸镁咀嚼片所用原料药铝碳酸镁的供应商。,北京市药品监督管理局,2024-01-16,已备案,详情
Y赣备2024001123,哌拉西林,Y20170001461,无,无,江西富祥药业股份有限公司,景德镇市昌江区鱼丽工业区2号：原料药（他唑巴坦、托西酸舒他西林、哌拉西林）***,1. 依据《已上市化学药品药学变更研究技术指导原则（试行）》中第三条变更原料药生产工艺中（二）中等变更的“（4）将返工工艺作为固定的生产步骤纳入注册生产工艺导致的注册生产工艺变更”，申请将返工工艺作为固定的生产步骤纳入注册生产工艺； 2. 新增物理混合步骤，混合后哌拉西林数量为1000kg/批。,江西省药品监督管理局,2024-01-16,已备案,详情
京备2024004226,盐酸氨溴索注射液,国药准字H20213225,北京四环制药有限公司,北京市通州区张家湾镇齐善庄村东,"北京四环制药有限公司,吉林四环制药有限公司","北京市通州区张家湾广源西街13号,吉林省梅河口市梧桐路1888号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由北京四环制药有限公司变更为北京四环制药有限公司,吉林四环制药有限公司;生产企业地址由北京市通州区张家湾广源西街13号变更为北京市通州区张家湾广源西街13号,吉林省梅河口市梧桐路1888号",北京市药品监督管理局,2024-01-16,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
吉备2024001953,复方脑肽节苷脂注射液,国药准字H22026472,吉林天成制药有限公司,吉林省梅河口市建国路4555号,吉林天成制药有限公司,吉林省梅河口市建国路4555号,"申请增加复方脑肽节苷脂注射液（规格2ml）（国药准字H22026472）的包装材料低硼硅玻璃安瓿供应商，在原有供应商山东力诺特种玻璃股份有限公司,山东省药用玻璃股份有限公司基础上新增成都市金鼓药用包装有限公司（登记号B20190008440）进行备案。企业对申报材料的真实性和合法性负责。",吉林省药品监督管理局,2024-01-16,已备案,详情
新备2024001108,通滞苏润江胶囊,国药准字Z65020173,新疆维吾尔药业有限责任公司,新疆乌鲁木齐高新区（新市区）沈阳街2号,新疆维吾尔药业有限责任公司,新疆乌鲁木齐高新区（新市区）沈阳街2号,增加中间产品药粉电离辐照灭菌工艺。产生的关联变更有：优化前处理工艺。,新疆维吾尔自治区药品监督管理局,2024-01-16,已备案,详情
冀备2024001844,注射用青霉素钠,国药准字H13021280,石药集团中诺药业（石家庄）有限公司,河北省石家庄经济技术开发区扬子路88号,石药集团中诺药业（石家庄）有限公司,石家庄经济技术开发区扬子路88号,"申请备案本品上市销售，西林瓶供应商变更为“包头市康瑞药用玻璃包装制品有限公司”，胶塞供应商变更为“宁波兴亚橡塑有限公司”，原料药传递灭菌方式变更为VHP灭菌。 我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请。",河北省药品监督管理局,2024-01-15,已备案,详情
