备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
蒙备2024016655,肉蔻五味丸,国药准字Z15020881,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,申请增加肉蔻五味丸“聚氯乙烯固体药用硬片、药品包装用铝箔包装，30粒/板×5板/盒”包装规格的说明书及标签的备案。,内蒙古自治区药品监督管理局,2024-05-10,已备案,详情
渝备2024016975,急肝退黄胶囊,国药准字Z50020643,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
桂备2024016572,清火栀麦片,国药准字Z45020745,广西万寿堂药业有限公司,南宁市良庆区荣光南路1号,广西万寿堂药业有限公司,南宁市良庆区荣光南路1号,"清火栀麦片12片×2板/盒为重新设计说明书、包装标签样稿：
1、【执行标准】项下内容由“《中国药典》2015年版一部”变更为“《中国药典》2020年版一部”；
2、增加药品上市许可持有人信息：
【药品上市许可持有人】广西万寿堂药业有限公司
注册地址：南宁市良庆区荣光南路1号
3、说明书内容转移到纸盒背面，取消纸质说明书；
4、其他文字内容不变。",广西壮族自治区药品监督管理局,2024-05-10,已备案,详情
鄂备2024016901,清热解毒口服液,国药准字Z42021414,湖北民康制药有限公司,湖北省宜昌市西坝路50号,湖北民康制药有限公司,湖北省宜昌市伍家岗区花艳一路1号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省宜昌市西坝路50号变更为湖北省宜昌市伍家岗区花艳一路1号,湖北省药品监督管理局,2024-05-10,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
Y苏备2024016320,西他沙星,Y20190000438,无,无,南京柯菲平制药有限公司,南京市江北新区长芦街道山许路7号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，根据药品生产许可证（编号:苏20160006），将西他沙星原料药注册证的生产地址由“南京市化学工业园区2B-6-8地号”变更为“南京市江北新区长芦街道山许路7号”，实际生产地址未发生实质性改变。,江苏省药品监督管理局,2024-05-10,已备案,详情
沪备2024017045,头孢拉定胶囊,国药准字H31021560,上海市闵行区紫东路176号,上海市闵行区紫东路176号,上海衡山药业有限公司,上海市闵行区紫东路176号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由上海市闵行区江川路3777号变更为上海市闵行区紫东路176号,上海市药品监督管理局,2024-05-09,已备案,详情
京备2024015045,Sabin株脊髓灰质炎灭活疫苗（Vero细胞）,国药准字S20225001,北京生物制品研究所有限责任公司,北京市北京经济技术开发区博兴二路9号院4号楼2层205室,北京生物制品研究所有限责任公司,北京市北京经济技术开发区博兴二路6、9号,Sabin株脊髓灰质炎灭活疫苗（Vero细胞）成品Vero细胞DNA残留量检定方法由通则3407第一法（DNA探针杂交法）变更为通则3407第三法（定量PCR法）。,北京市药品监督管理局,2024-05-09,已备案,详情
吉备2024016667,注射用赖氨匹林,国药准字H20247087,吉林敖东洮南药业股份有限公司,吉林省洮南经济开发区兴业路2999号,吉林敖东洮南药业股份有限公司,吉林省洮南经济开发区兴业路2999号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药品监督管理局药品补充申请批准通知书（通知书编号；2024B01877）相关规定变更中硼硅玻璃管制注射剂瓶、注射用无菌粉末用卤化丁基橡胶塞（溴化）和抗生素瓶用铝塑组合盖，10瓶/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-05-09,已备案,详情
鲁备2024015942,复方氯化钠注射液等4个品种5个规格,国药准字H37020778 国药准字H37020764 国药准字H37020772 国药准字H37020771 国药准字H37020770,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,复方氯化钠注射液（500ml）、氯化钠注射液（500ml：4.5g）、葡萄糖注射液（500ml：50g；500ml：25g）、葡萄糖氯化钠注射液（500ml：葡萄糖25g与氯化钠4.5g）等4个品种5个规格（三层共挤输液用袋，双管双阀易折式）生产场地增加“山东省淄博市临淄区宏达路17号311车间12C生产线”，同时调整部分工艺参数、变更部分生产设备、包装材料三层共挤输液用袋登记号由“B20190007931”变更为“B20200001086”（311车间12C生产线）。除复方氯化钠注射液（500ml）外其他品种在变更生产场地过程中若发生其他中等及以上变更的，将按照规定进行备案申请或补充申请。,山东省药品监督管理局,2024-05-09,已备案,详情
鄂备2024016775,妥布霉素滴眼液,国药准字H20063714,湖北康正药业有限公司,湖北省安陆市东城经济开发区发展二路88号,湖北康正药业有限公司,湖北省安陆市东城经济开发区发展二路88号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省孝感安陆市河西金泉路88号变更为湖北省安陆市东城经济开发区发展二路88号,湖北省药品监督管理局,2024-05-09,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
晋备2024016874,维生素B6片,国药准字H14022555,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由山西省大同市经济技术开发区恒安街1378号变更为山西省大同经济技术开发区恒安街1378号A区,山西省药品监督管理局,2024-05-10,已备案,详情
京备2024012022,小儿复方氨基酸注射液(19AA-Ⅰ),国药准字H10920115,华润双鹤药业股份有限公司,北京市朝阳区望京利泽东二路1号,华润双鹤药业股份有限公司,北京市朝阳区双桥东路2号,小儿复方氨基酸注射液(19AA-Ⅰ)（规格：100ml:6g（按总氨基酸计），批准文号：国药准字H10920115）有效期由12个月变更为18个月。同步修订小儿复方氨基酸注射液(19AA-Ⅰ)说明书、质量标准有效期项，有效期由12个月修订为18个月。,北京市药品监督管理局,2024-05-10,已备案,详情
苏备2024016601,硝酸异山梨酯片,国药准字H32023408,江苏长江药业有限公司,射阳县合德镇红旗路28号,江苏长江药业有限公司,江苏射阳县城红旗路28号,根据《已上市化学药品变更研究指导原则》，本品在塑料瓶:40片/瓶、50片/瓶、60片/瓶。80片/瓶、100片/瓶包装规格的基础上，增加塑料瓶:150片/瓶的包装规格。,江苏省药品监督管理局,2024-05-10,已备案,详情
苏备2024016578,盐酸托莫西汀胶囊,国药准字H20133346,江苏正大丰海制药有限公司,江苏省盐城市大丰区南翔西路266号,江苏正大丰海制药有限公司,江苏省盐城市大丰区南翔西路266号,根据本品备案标准，制订了稳定性考察方案，稳定性数据结果符合要求，现将本品有效期由12个月变更为18个月。,江苏省药品监督管理局,2024-05-10,已备案,详情
苏备2024016603,注射用哌拉西林钠,国药准字H19983018,江苏海宏制药有限公司,镇江新区大港港南路90号（新区机电工业园内）,江苏海宏制药有限公司,镇江新区机电工业园,根据《药品注册管理办法》及有关规定，本品申请中硼硅玻璃模制注射剂瓶包材供应商变更，供应商在“山东省药用玻璃股份有限公司”基础上增加“山东力诺特种玻璃股份有限公司”。,江苏省药品监督管理局,2024-05-10,已备案,详情
渝备2024016972,金朱止泻片,国药准字Z10960054,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
桂备2024016566,白纸扇感冒颗粒,国药准字Z20027049,广西玉兰制药有限公司,广西梧州市蒙山县通文街272号,广西玉兰制药有限公司,广西梧州市蒙山县西河镇桐油坪村古响一组101号,"1、使用本企业的“玉兰”注册商标。
2、药品说明书内容设计在盒子上，不单独设计。 
药品说明书、包装标签为新设计样式，图案不同。内包装材质不变，其余文字内容均符合国家药监局24号令及说明书范本、质量标准的要求。",广西壮族自治区药品监督管理局,2024-05-10,已备案,详情
晋备2024016852,氯芬黄敏片,国药准字H14022928,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由山西省大同市经济技术开发区恒安街1378号变更为山西省大同经济技术开发区恒安街1378号A区,山西省药品监督管理局,2024-05-10,已备案,详情
渝备2024016962,银翘解毒颗粒,国药准字Z50020087,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
晋备2024016864,地西泮片,国药准字H14022376,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由大同市经济技术开发区恒安街1378号变更为山西省大同经济技术开发区恒安街1378号A区,山西省药品监督管理局,2024-05-10,已备案,详情
粤备2024015791,盐酸罗哌卡因注射液,国药准字H20233822,广州一品红制药有限公司,广州市经济技术开发区东区东博路6号,"广州市联瑞制药有限公司,成都百裕制药股份有限公司","广州市南沙区万顷沙镇同发路2号,成都市温江区安贤路433号",本品增加生产场地：广州市联瑞制药有限公司，生产地址：广州市南沙区万顷沙镇同发路2号。关联变更生产设备，变更安瓿瓶的清洗及灭菌工艺参数，变更配液搅拌转速，变更除菌过滤后药液完成灌封时限，变更灭菌装载方式、检漏方法；增加生产批量：5万支/批。,广东省药品监督管理局,2024-05-10,已备案,详情
京备2024016751,奥硝唑注射液,国药准字H20247070,华夏生生药业（北京）有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街16号,华夏生生药业（北京）有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街16号,依据总局关于《仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号），在奥硝唑注射液（规格：3ml:0.5g）说明书和标签上增加“通过一致性评价”标识。,北京市药品监督管理局,2024-05-10,已备案,详情
粤备2024005319,流感病毒裂解疫苗,国药准字S20133008,深圳赛诺菲巴斯德生物制品有限公司,深圳市坪山新区锦绣东路25号赛诺菲巴斯德生命科学园区,深圳赛诺菲巴斯德生物制品有限公司,深圳市坪山新区锦绣东路25号赛诺菲巴斯德生命科学园区,按照《中国药典》2020年版第一增补本，对本品质检规程中辅料蔗糖溶解度的描述进行修订。,广东省药品监督管理局,2024-05-10,已备案,详情
京备2024013636,格列齐特片(Ⅱ),国药准字H43020281,舒泰神（北京）生物制药股份有限公司,北京市北京经济技术开发区经海二路36号,舒泰神（北京）生物制药股份有限公司,北京市北京经济技术开发区经海二路36号,根据《北京市药品不良反应监测中心关于督促落实格列齐特片格列齐特片（Ⅱ）低血糖和肝损伤风险管理措施的通知》（京药监监测〔2023〕133号）要求，修订说明书中的【不良反应】、【禁忌】、【注意事项】、【孕妇及哺乳期妇女用药】、【儿童用药】、【药物相互作用】、【药物过量】，同步修订包装标签项下相应内容。,北京市药品监督管理局,2024-05-10,已备案,详情
苏备2024016020,缬沙坦氨氯地平片(I),国药准字H20203486,江苏恒瑞医药股份有限公司,连云港经济技术开发区黄河路38号,"江苏恒瑞医药股份有限公司,山东盛迪医药有限公司","连云港经济技术开发区黄河路38号,山东省济南市高新区大正路1777号生物医药园中小企业产业化基地2号楼",根据《已上市化学药品药学变更研究技术指导原则（试行）》，变更本品注册标准中的文字描述：含量均匀度、含量项下缬沙坦供试品溶液配制不改变定容浓度和其他操作参数的前提下，量取体积发生变更。,江苏省药品监督管理局,2024-05-10,已备案,详情
鲁备2024015936,格列吡嗪分散片,国药准字H20174122,山东华素制药有限公司,威海市羊亭镇个体私营经济工业园,山东华素制药有限公司,威海市羊亭镇个体私营经济工业园,"1.说明书和标签增加一致性评价标识；
2.本品有效期由12个月变更为18个月，说明书和标签有效期进行相应修订",山东省药品监督管理局,2024-05-10,已备案,详情
苏备2024016500,氧,国药准字H32026660,无锡市蠡园医用氧有限责任公司,无锡市滨湖区胡埭工业园胡埭路8号蠡园工业园区5号,无锡市蠡园医用氧有限责任公司,无锡市滨湖区胡埭工业园胡埭路8号蠡园工业园区5号,液态氧在原供应商上海宝山林德实用气体有限责任公司、张家港市东南气体灌装有限公司的基础上增加梅塞尔气体产品（张家港）有限公司。,江苏省药品监督管理局,2024-05-10,已备案,详情
渝备2024016944,宁心益智口服液,国药准字B20020457,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
渝备2024016950,杞菊地黄丸,国药准字Z50020056,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
晋备2024016866,去痛片,国药准字H14022537,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由山西省大同市经济技术开发区恒安街1378号变更为山西省大同经济技术开发区恒安街1378号A区,山西省药品监督管理局,2024-05-10,已备案,详情
京备2024012022,小儿复方氨基酸注射液(19AA-Ⅰ),国药准字H10920115,华润双鹤药业股份有限公司,北京市朝阳区望京利泽东二路1号,华润双鹤药业股份有限公司,北京市朝阳区双桥东路2号,小儿复方氨基酸注射液(19AA-Ⅰ)（规格：100ml:6g（按总氨基酸计），批准文号：国药准字H10920115）有效期由12个月变更为18个月。同步修订小儿复方氨基酸注射液(19AA-Ⅰ)说明书、质量标准有效期项，有效期由12个月修订为18个月。,北京市药品监督管理局,2024-05-10,已备案,详情
苏备2024016601,硝酸异山梨酯片,国药准字H32023408,江苏长江药业有限公司,射阳县合德镇红旗路28号,江苏长江药业有限公司,江苏射阳县城红旗路28号,根据《已上市化学药品变更研究指导原则》，本品在塑料瓶:40片/瓶、50片/瓶、60片/瓶。80片/瓶、100片/瓶包装规格的基础上，增加塑料瓶:150片/瓶的包装规格。,江苏省药品监督管理局,2024-05-10,已备案,详情
苏备2024016578,盐酸托莫西汀胶囊,国药准字H20133346,江苏正大丰海制药有限公司,江苏省盐城市大丰区南翔西路266号,江苏正大丰海制药有限公司,江苏省盐城市大丰区南翔西路266号,根据本品备案标准，制订了稳定性考察方案，稳定性数据结果符合要求，现将本品有效期由12个月变更为18个月。,江苏省药品监督管理局,2024-05-10,已备案,详情
苏备2024016603,注射用哌拉西林钠,国药准字H19983018,江苏海宏制药有限公司,镇江新区大港港南路90号（新区机电工业园内）,江苏海宏制药有限公司,镇江新区机电工业园,根据《药品注册管理办法》及有关规定，本品申请中硼硅玻璃模制注射剂瓶包材供应商变更，供应商在“山东省药用玻璃股份有限公司”基础上增加“山东力诺特种玻璃股份有限公司”。,江苏省药品监督管理局,2024-05-10,已备案,详情
渝备2024016972,金朱止泻片,国药准字Z10960054,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
桂备2024016566,白纸扇感冒颗粒,国药准字Z20027049,广西玉兰制药有限公司,广西梧州市蒙山县通文街272号,广西玉兰制药有限公司,广西梧州市蒙山县西河镇桐油坪村古响一组101号,"1、使用本企业的“玉兰”注册商标。
2、药品说明书内容设计在盒子上，不单独设计。 
药品说明书、包装标签为新设计样式，图案不同。内包装材质不变，其余文字内容均符合国家药监局24号令及说明书范本、质量标准的要求。",广西壮族自治区药品监督管理局,2024-05-10,已备案,详情
晋备2024016852,氯芬黄敏片,国药准字H14022928,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由山西省大同市经济技术开发区恒安街1378号变更为山西省大同经济技术开发区恒安街1378号A区,山西省药品监督管理局,2024-05-10,已备案,详情
渝备2024016962,银翘解毒颗粒,国药准字Z50020087,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
晋备2024016864,地西泮片,国药准字H14022376,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由大同市经济技术开发区恒安街1378号变更为山西省大同经济技术开发区恒安街1378号A区,山西省药品监督管理局,2024-05-10,已备案,详情
蒙备2024016655,肉蔻五味丸,国药准字Z15020881,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,申请增加肉蔻五味丸“聚氯乙烯固体药用硬片、药品包装用铝箔包装，30粒/板×5板/盒”包装规格的说明书及标签的备案。,内蒙古自治区药品监督管理局,2024-05-10,已备案,详情
桂备2024015844,葡萄糖注射液,国药准字H45020237,广西昆泽药业有限公司,南宁市园艺路99号,广西昆泽药业有限公司,南宁市园艺路99号,增加原料“无水葡萄糖”供应商：潍坊盛泰药业有限公司,广西壮族自治区药品监督管理局,2024-05-10,已备案,详情
桂备2024016243,跌打扭伤灵酊,国药准字Z45020156,广西慧宝源医药科技有限公司,广西中马钦州产业园区中马大街2号,广西慧宝源医药科技有限公司,广西中马钦州产业园区中马大街2号,本品申请增加“49ml/瓶×1瓶/盒”包装规格，使用新注册商标，修改说明书、标签样式，调整颜色版面。,广西壮族自治区药品监督管理局,2024-05-10,已备案,详情
浙备2024015502,苯磺贝他斯汀口崩片,国药准字H20233733,宏越科技（湖州）有限公司,浙江省湖州市龙溪街道王母山路1800号1号楼218,浙江贝得药业有限公司,浙江省绍兴市越城区袍江工业区三江路,变更辅料甘露醇粒度分布的检测方法，同时变更辅料甘露醇粒度分布的接受标准。,浙江省药品监督管理局,2024-05-10,已备案,详情
京备2024016288,注射用奥美拉唑钠,国药准字H20063740,悦康药业集团股份有限公司,北京市北京经济技术开发区宏达中路6号,悦康药业集团股份有限公司,北京市北京经济技术开发区科创七街11号,注射用奥美拉唑钠（规格：40mg（按C₁₇H₁₉N₃O₃S计），批准文号：国药准字H20063740）的变更内容如下：1、增加原料药奥美拉唑钠供应商：安徽悦康凯悦制药有限公司（登记号：Y20200001527，登记状态：A）；2、增加中硼硅玻璃管制注射剂瓶供应商：沧州四星玻璃股份有限公司（登记号：B20170000206，登记状态：A）；3、增加抗生素瓶用铝塑组合盖供应商：烟台市振华医药包装厂（登记号：B20190003026，登记状态：A）。,北京市药品监督管理局,2024-05-10,已备案,详情
渝备2024016987,鸢都感冒颗粒,国药准字Z50020002,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
晋备2024016865,琥乙红霉素颗粒,国药准字H14021911,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由山西省大同市经济技术开发区恒安街1378号变更为山西省大同经济技术开发区恒安街1378号A区,山西省药品监督管理局,2024-05-10,已备案,详情
晋备2024016877,复方茶碱麻黄碱片,国药准字H14023658,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,山西仟源医药集团股份有限公司,山西省大同经济技术开发区恒安街1378号A区,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由山西省大同市经济技术开发区恒安街1378号变更为山西省大同经济技术开发区恒安街1378号A区,山西省药品监督管理局,2024-05-10,已备案,详情
渝备2024016966,柏子养心丸,国药准字Z50020077,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,重庆迪康中药制药有限公司,重庆市万州区经开大道108号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由重庆东方药业股份有限公司变更为重庆迪康中药制药有限公司,重庆市药品监督管理局,2024-05-10,已备案,详情
