备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
Y国备2024000206,中文：盐酸氮䓬斯汀;英文/拉丁文：Azelastine Hydrochloride,Y20200000214,中文名称：CURIA ITALY S.R.L.;英文名称：CURIA ITALY S.R.L.,"Via del Vecchio Politecnico, 9, 20121 Milano (MI) Italy",中文名称：CURIA ITALY S.R.L.;英文名称：CURIA ITALY S.R.L.,"Via Volturno, 41/43 (entrata principale) – Via Volturno, 45/48 (entrata secondaria) - 20089 ROZZANO (MI), Italy",库里亚（北京）医药信息咨询有限公司,北京市海淀区知春路51号慎昌大厦5层5071室,"变更境外生产药品的注册代理机构, 由北京爱力佳医药科技有限公司变成库里亚（北京）医药信息咨询有限公司。其他不变。",2024-01-30,国家药品监督管理局药品审评中心,已备案
国备2024000073,中文：来那度胺胶囊;英文/拉丁文：Lenalidomide Capsules,国药准字HJ20210077,中文名称：Dr. Reddy's Laboratories Limited;英文名称：Dr. Reddy's Laboratories Limited,"Formulation Unit-VII, Plot No. P1 to P9, Phase-III, VSEZ, Duvvada, Visakhapatnam District 530046, Andhra Pradesh, India",中文名称：Dr. Reddy's Laboratories Limited;英文名称：Dr. Reddy's Laboratories Limited,"Formulation Unit-VII, Plot No. P1 to P9, Phase-III, VSEZ, Duvvada, Visakhapatnam District 530046, Andhra Pradesh, India",瑞迪博士（北京）药业有限公司,北京市朝阳区建国路91号院8号楼15层1509单元,"1）将原料药来那度胺聚维酮预混物的命名由LEJ1变更至LED3；
2）将LED3阶段的LED2/LED2R的投料量由3.00kg增加至6.00kg，同时，LED3的收率以及工艺操作也将进行相应的变更，批记录版本更新至BPR-LED3-002/01；
3）中间体LED3-02（原编号LEJ1-03）的水分控制由“不大于11.0%w/w”变更为“不大于10%w/w”。",2024-01-11,国家药品监督管理局药品审评中心,已备案
国备2024000214,中文：度普利尤单抗注射液;英文/拉丁文：Dupilumab Injection,S20200017,中文名称：Sanofi-aventis groupe;英文名称：Sanofi-aventis groupe,"54, rue La Boétie, 75008 Paris, France",中文名称：Sanofi Winthrop Industrie;英文名称：Sanofi Winthrop Industrie,"1051 Boulevard Industriel, 76580 Le Trait, France",赛诺菲（中国）投资有限公司,北京市朝阳区建国路112号7层,为本品“300mg（2.0mL）/支（预充式注射器）”规格，增加一种可选的安全系统。同时，基于该变更，在现行制造及检定规程版本基础上，相应更新本品制造及检定规程附录4项下相关内容。,2024-01-31,国家药品监督管理局药品审评中心,已备案
国备2024000631,"中文：茚达格莫吸入粉雾剂（I）;英文/拉丁文：Indacaterol Acetate, Glycopyrronium Bromide and Mometasone Furoate Powder for Inhalation（I）",国药准字HJ20210033,中文名称：——;英文名称：Grand Medical Pty Ltd.,Shop 6/207 Pacific Highway St Leonards NSW 2065 Australia,中文名称：——;英文名称：Novartis Pharma Stein AG,"Chemical Operations Schweiz Schaffhauserstrasse Stein, CH-4332, Switzerland",北京远大九和药业有限公司,北京市房山区窦店京保路8号,"醋酸达特罗原料药的复验期由24个月延长至36个月，同时该原料药的储存条件由“25°C以下储存，避光”变更为“冷冻储存，避光""。",2024-03-27,国家药品监督管理局药品审评中心,已备案
国备2024000274,中文：氟米龙滴眼液;英文/拉丁文：Fluorometholone Eye Drops,国药准字HJ20130754,中文名称：/;英文名称：AbbVie Limited,"Citywest Business Campus, Dublin 24, Ireland",中文名称：/;英文名称：Allergan Pharmaceuticals Ireland,"Castlebar Road, Westport, County Mayo, Ireland",艾尔建信息咨询（上海）有限公司,上海市静安区南京西路1266号56层5605室,根据产品中文说明书和中国进口药品注册标准更新外包装盒和内标签上面对于性状的描述，使之保持一致性，描述更精确。,2024-02-07,国家药品监督管理局药品审评中心,已备案
国备2024000467,中文：甲磺酸溴隐亭片;英文/拉丁文：Bromocriptine Mesilate Tablets,国药准字HJ20160030,中文名称：/;英文名称：Bridging Pharma GmbH,"Churerstrasse 35, 8807 Freienbach, Switzerland",中文名称：/;英文名称：DOPPEL Farmaceutici S.r.l.,"Via Volturno, 48, 20089 Quinto de’Stampi – Rozzano, (Milano), Italy",深圳市康哲生物科技有限公司,深圳市南山区南头街道马家龙社区南山大道3186号莲花广场B栋801,注册代理机构变更，由“深圳市康哲药业有限公司”，注册地址“深圳市南山区南头街道大新路198号马家龙创新大厦6-8楼”，变更为“深圳市康哲生物科技有限公司”，注册地址“深圳市南山区南头街道马家龙社区南山大道3186号莲花广场B栋801”。,2024-03-14,国家药品监督管理局药品审评中心,已备案
国备2024000242,中文：拉坦前列素滴眼液;英文/拉丁文：Latanoprost Eye Drops,国药准字HJ20230111,"中文名称：无;英文名称：Maxmind Pharmaceutical, S.L.","Calle Copenhague, N. 12, Oficina 205, Edificio Tifán 28232 Las Rozas, Madrid, Spain",中文名称：无;英文名称：RAFARM S.A.,"Thesi Pousi-Xatzi Agiou Louka,19002 Paiania, Attiki, Greece",美享生物科技（海南）有限公司,海南省澄迈县老城经济开发区海南生态软件园博院路南侧综合服务区A栋503房,根据原国家食品药品监督管理总局2017年8月25日发布的《总局关于仿制药质量和疗效一致性评价工作有关事项的公告》(2017年第100号）要求，拉坦前列素滴眼液的标签增加“通过一致性评价”标识。,2024-02-03,国家药品监督管理局药品审评中心,备案有异议，此次备案不符合《国家药品监督管理局关于阿托伐他汀钙片等12个品种规格通过仿制药质量和疗效一致性评价的公告（第四批）》（2018年第24号）附件2关于“通过一致性评价”标识使用有关事宜的说明中“一、凡纳入与原研药可相互替代药品目录即《中国上市药品目录集》的仿制药可使用‘通过一致性评价’标识”相关要求。
国备2024000068,中文：醋酸戈舍瑞林缓释植入剂;英文/拉丁文：Goserelin Acetate Sustained-Release Depot,国药准字HJ20160259,中文名称：/;英文名称：AstraZeneca UK Limited,"1 FRANCIS CRICK AVENUE, CAMBRIDGE, CB2 0AA, UNITED KINGDOM",中文名称：/;英文名称：AstraZeneca UK Limited,"SILK ROAD BUSINESS PARK, MACCLESFIELD,CHESHIRE, SK10 2NA, UNITED KINGDOM",阿斯利康投资（中国）有限公司,中国（上海）自由贸易试验区亮景路199号,"1. 更新本品（批准文号：国药准字HJ20160259）上市许可持有人（AstraZeneca UK Limited）地址，由“600 Capability Green, Luton, LU1 3LU, U.K.”变更为“1 FRANCIS CRICK AVENUE, CAMBRIDGE, CB2 0AA, UNITED KINGDOM”。仅上市许可持有人注册地址发生改变，实际持有人未发生变更。同时更新说明书和标签相应内容。2. 更新生产企业（AstraZeneca UK Limited）地址描述，由“SILK ROAD BUSINESS PARK, MACCLESFIELD, CHESHIRE, SK10 2NA, UK”变更为“SILK ROAD BUSINESS PARK, MACCLESFIELD, CHESHIRE, SK10 2NA, UNITED KINGDOM”。实际生产地址未发生改变。同时更新说明书和标签相应内容。3. 根据《化学药品及生物制品说明书通用格式和撰写指南》和《化学药品说明书及标签药学相关信息撰写指导原则》要求，对3.6mg说明书中【成份】、【性状】、【临床药理】、【贮藏】、【执行标准】、【批准文号】、【上市许可持有人】和【境内联系人】等格式进行规范修改，同时更新标签相应内容。其中1）将“请仔细阅读说明书并在医生指导下使用”更新为“请仔细阅读说明书并在医师或药师指导下使用”；2）规范【成份】项下格式描述，将辅料信息规范为“辅料：丙交酯乙交酯共聚物”；3）将【性状】项内容与药品注册标准“性状”项描述进行统一；4）将原“药代动力学”项下所有内容移到【临床药理】项下；5）【贮藏】项下增加“请将本品放在儿童不能接触的地方”的表述；6）规范【执行标准】项下药品注册标准编号的表述，执行标准未发生变更；7）将【进口药品注册证号】更新为【批准文号】，批准文号信息未发生变更；8）将【药品上市许可持有人】更新为【上市许可持有人】；9）规范【境内联系人】项下格式描述，将【境内联系机构】更新为【境内联系人】，境内联系人注册地址由“江苏省无锡市新区黄山路2号”更新为“无锡市新区黄山路2号”，其他信息未发生变更。4. 删除本品纸盒上中文说明性信息的英文翻译。",2024-01-10,国家药品监督管理局药品审评中心,已备案
国备2024000012,中文：盐酸缬更昔洛韦片;英文/拉丁文：Valganciclovir Hydrochloride Tablets,国药准字HJ20230121,中文名称：--;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, Plot No. S1, Survey No’s: 411/P, 425/P, 434/P, 435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana State, India.",中文名称：--;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, Plot No. S1, Survey No’s: 411/P, 425/P, 434/P, 435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana State, India.",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,2023年10月24日，国家药品监督管理局签发了本品的《药品注册证书》，并核准了说明书和标签。根据核准内容及制药厂商的实际排版情况，完善了说明书和标签的相关内容，现申请本品说明书和包装标签备案，详情如下：（1）在说明书中，完善核准日期、批准文号和执行标准信息；增加包装机识别条形码；（2）在内标签（铝箔）中，完善批准文号信息；增加生产许可证号；将“生产日期/有效期至”修订为“有效期至”；（3）在外标签（纸盒）中，完善批准文号信息；增加生产许可证号；增加商标信息；增加一致性评价标识；增加药品追溯码信息；（4）在大箱标签中，完善批准文号信息；增加生产许可证号；增加商标信息；增加包装规格信息；增加箱号信息；删除“成品代码”中文描述；将“有效期”修订为“有效期至”。,2024-01-05,国家药品监督管理局药品审评中心,已备案
国备2024001204,中文：布地奈德肠溶胶囊;英文/拉丁文：Budesonide Enteric Capsules,国药准字HJ20230130,中文名称：无;英文名称：EVEREST MEDICINES (SINGAPORE) PTE. LTD.,30 CECIL STREET #19-08 PRUDENTIAL TOWER SINGAPORE 049712,中文名称：无;英文名称：Patheon Pharmaceuticals Inc.,"2110 East Galbraith Road, Cincinnati, OH 45237-1625, United States of America",云顶新耀医药科技有限公司,浙江省嘉兴市嘉善县惠民街道钱塘江路188号,"说明书：
1. 本品的境外包装产地变更为Apex Pharma Marketing Pte. Ltd.，地址：4 Loyang Way 1 #03-03 Singapore 508708。说明书按规定修订。
2. 在 “注意事项”中增加“运动员慎用”的表述。
小盒：
1. 药瓶外增加外包装小盒。
2. 根据已批准补充申请，更新上市许可持有人信息。
3. 去掉条形码信息。
4. 增加说明书二维码信息。
5. 调整小盒设计布局。
药瓶标签：
1. 去掉英文商标NEFECON®。
2. 去掉【禁忌】后的“等”字。
3. 调整标签设计布局。",2024-06-04,国家药品监督管理局药品审评中心,已备案
国备2024000263,中文：芬太尼透皮贴剂;英文/拉丁文：Fentanyl Transdermal Patches,国药准字HJ20150596,中文名称：Janssen-Cilag NV;英文名称：Janssen-Cilag NV,"Antwerpseweg 15-17, B-2340 Beerse, Belgium",中文名称：Janssen Pharmaceutica NV;英文名称：Janssen Pharmaceutica NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,"更新药品上市许可持有人，生产企业，境外包装厂的名称，实际主体和地址未变更。
上市许可持有人名称更新为 Janssen-Cilag NV, 生产企业名称更新为：Janssen Pharmaceutica NV, 境外包装厂名称更新为：Janssen Pharmaceutica NV，同时更新2024年1月3日获批的说明书中相应的内容。",2024-02-06,国家药品监督管理局药品审评中心,已备案
国备2024000265,中文：芬太尼透皮贴剂;英文/拉丁文：Fentanyl Transdermal Patches,国药准字HJ20150594,中文名称： Janssen-Cilag NV;英文名称： Janssen-Cilag NV,"Antwerpseweg 15-17, B-2340 Beerse, Belgium",中文名称：Janssen Pharmaceutica NV;英文名称：Janssen Pharmaceutica NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,"更新药品上市许可持有人，生产企业，境外包装厂的名称，实际主体和地址未变更。
上市许可持有人名称更新为 Janssen-Cilag NV, 生产企业名称更新为：Janssen Pharmaceutica NV, 境外包装厂名称更新为：Janssen Pharmaceutica NV，同时更新2024年1月3日获批的说明书中相应的内容。",2024-02-06,国家药品监督管理局药品审评中心,已备案
国备2024000268,中文：芬太尼透皮贴剂;英文/拉丁文：Fentanyl Transdermal Patches,国药准字HJ20150593,中文名称：Janssen-Cilag NV;英文名称：Janssen-Cilag NV,"Antwerpseweg 15-17, B-2340 Beerse, Belgium",中文名称：Janssen Pharmaceutica NV;英文名称：Janssen Pharmaceutica NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,"更新药品上市许可持有人，生产企业，境外包装厂的名称，实际主体和地址未变更。
上市许可持有人名称更新为 Janssen-Cilag NV, 生产企业名称更新为：Janssen Pharmaceutica NV, 境外包装厂名称更新为：Janssen Pharmaceutica NV，同时更新2024年1月3日获批的说明书中相应的内容。",2024-02-06,国家药品监督管理局药品审评中心,已备案
国备2024000267,中文：芬太尼透皮贴剂;英文/拉丁文：Fentanyl Transdermal Patches,国药准字HJ20150591,中文名称：Janssen-Cilag NV;英文名称：Janssen-Cilag NV,"Antwerpseweg 15-17, B-2340 Beerse, Belgium",中文名称：Janssen Pharmaceutica NV;英文名称：Janssen Pharmaceutica NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,"更新药品上市许可持有人，生产企业，境外包装厂的名称，实际主体和地址未变更。
上市许可持有人名称更新为 Janssen-Cilag NV, 生产企业名称更新为：Janssen Pharmaceutica NV, 境外包装厂名称更新为：Janssen Pharmaceutica NV，同时更新2024年1月3日获批的说明书中相应的内容。",2024-02-06,国家药品监督管理局药品审评中心,已备案
国备2024001361,中文：硫酸吗啡缓释片;英文/拉丁文：Morphine Sulphate Sustained-release Tablets,国药准字HJ20130903,中文名称：NAPP PHARMACEUTICALS LIMITED;英文名称：NAPP PHARMACEUTICALS LIMITED,"Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",中文名称：BARD PHARMACEUTICALS LIMITED;英文名称：BARD PHARMACEUTICALS LIMITED,"Unit 191, Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",萌蒂（中国）制药有限公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房,根据2024年6月14日获得的进口硫酸吗啡缓释片（30mg规格）大包装《药品再注册批准通知书》，申请本品境内分包装。分包装药品信息如下：药品批准文号：国药准字HJ20130903，包装规格：10片/盒、30片/盒。分包装企业：萌蒂（中国）制药有限公司，地址：北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房。有效期至2029年6月13日。,2024-06-25,国家药品监督管理局药品审评中心,已备案
国备2024000266,中文：芬太尼透皮贴剂;英文/拉丁文：Fentanyl Transdermal Patches,国药准字HJ20150592,中文名称：Janssen-Cilag NV;英文名称：Janssen-Cilag NV,"Antwerpseweg 15-17, B-2340 Beerse, Belgium",中文名称：Janssen Pharmaceutica NV;英文名称：Janssen Pharmaceutica NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,"更新药品上市许可持有人，生产企业，境外包装厂的名称，实际主体和地址未变更。
上市许可持有人名称更新为 Janssen-Cilag NV, 生产企业名称更新为：Janssen Pharmaceutica NV, 境外包装厂名称更新为：Janssen Pharmaceutica NV，同时更新2024年1月3日获批的说明书中相应的内容。",2024-02-06,国家药品监督管理局药品审评中心,已备案
Y国备2024000121,中文：氟比洛芬;英文/拉丁文：Flurbiprofen,Y20190009974,中文名称：无;英文名称：PHARMARON MANUFACTURING SERVICES (UK) LTD,"Windmill Industrial Estate, Shotton Lane, Cramlington, Northumberland,NE233JL, United Kingdom",中文名称：无;英文名称：PHARMARON MANUFACTURING SERVICES (UK) LTD,"Windmill Industrial Estate, Shotton Lane, Cramlington, Northumberland,NE233JL, United Kingdom",上海佰利源医药科技有限公司,上海市闵行区颛兴东路1277弄54号402室,代理机构由上海华源医药科技发展有限公司变更为上海佰利源医药科技有限公司。,2024-01-20,国家药品监督管理局药品审评中心,已备案
